Symbol,Security,From Series,To Series,Change Date,Remarks
ANKITMETAL,ANKIT METAL & POWER LIMITED,EQ,BE,08-MAY-2024,"-"
BIRDYS,GRILL SPLENDOUR SERVICES LIMITED,ST,SM,08-MAY-2024,"-"
DGCONTENT,DIGICONTENT LIMITED,EQ,BE,08-MAY-2024,"GSM STAGE - II"
RBS,RAMDEVBABA SOLVENT LIMITED,ST,SM,08-MAY-2024,"-"
