Confirmed list of securities to be auctioned in A 2024084 to be held on May 07 2024.

Sr No,Symbol,Series,Total Qty
1,866SFL25,ZE,100
2,ABFRL,EQ,7559
3,ACLGATI,EQ,10
4,ADANIGREEN,EQ,343
5,ADANIPOWER,EQ,237
6,ADROITINFO,EQ,1795
7,ALKEM,EQ,2
8,ALLCARGO,EQ,100
9,ANANDRATHI,EQ,29
10,ANGELONE,EQ,12
11,ANUP,EQ,34
12,ARROWGREEN,EQ,1
13,ASHAPURMIN,EQ,500
14,ASHOKLEY,EQ,100
15,ASTEC,EQ,128
16,ASTRAL,EQ,54
17,ATL,EQ,1
18,AVALON,EQ,391
19,AWHCL,EQ,250
20,AXISBPSETF,EQ,2138
21,AXISTECETF,EQ,168
22,BAJAJELEC,EQ,1
23,BBL,EQ,1
24,BECTORFOOD,EQ,29
25,BHAGCHEM,EQ,30
26,BHARATWIRE,EQ,750
27,BHARTIARTL,EQ,97
28,BHARTIHEXA,EQ,28
29,BHINVIT,IV,20
30,BIRLACORPN,EQ,20
31,BRIGADE,EQ,30
32,BRITANNIA,EQ,10
33,CAPTRUST,EQ,11
34,CDSL,EQ,43
35,CENTENKA,EQ,1
36,CGPOWER,EQ,50
37,CHEMBOND,EQ,2
38,CHEMFAB,EQ,2
39,CONFIPET,EQ,750
40,CUB,EQ,44422
41,DBL,EQ,7
42,DCW,EQ,1500
43,DCXINDIA,EQ,65
44,DEEPAKNTR,EQ,22
45,DEEPINDS,EQ,1
46,DGCONTENT,EQ,2
47,DHARMAJ,EQ,1
48,DIXON,EQ,4
49,DLINKINDIA,EQ,100
50,EBBETF0430,EQ,24
51,EIDPARRY,EQ,4
52,EIHOTEL,EQ,450
53,ERIS,EQ,5
54,ESSARSHPNG,EQ,8861
55,ESTER,EQ,339
56,EXIDEIND,EQ,102
57,FCL,EQ,1
58,FCONSUMER,EQ,37315
59,FCSSOFT,EQ,8
60,FIVESTAR,EQ,1
61,FLAIR,EQ,10
62,GANGESSECU,EQ,2854
63,GHCL,EQ,15564
64,GHCLTEXTIL,EQ,1250
65,GODREJCP,EQ,4500
66,GODREJPROP,EQ,14
67,GOLDBEES,EQ,2408
68,GPPL,EQ,1
69,GRPLTD,EQ,34
70,GSEC10IETF,EQ,1
71,GULPOLY,EQ,12
72,HAVELLS,EQ,20
73,HDFCGROWTH,EQ,52
74,HEG,EQ,15
75,HFCL,EQ,7450
76,HINDMOTORS,EQ,6829
77,HONASA,EQ,25
78,ICICIPRULI,EQ,2
79,IDFCFIRSTB,EQ,1000
80,INDHOTEL,EQ,234
81,INDIANB,EQ,76
82,IOB,EQ,700
83,IRB,EQ,50
84,IRCON,EQ,50
85,ITI,EQ,6
86,IVZINNIFTY,EQ,1
87,JINDALPHOT,EQ,10
88,JINDALSAW,EQ,250
89,JINDALSTEL,EQ,116
90,JNKINDIA,EQ,15
91,JSWINFRA,EQ,150
92,KALAMANDIR,EQ,100
93,KALYANKJIL,EQ,83
94,KBCGLOBAL,EQ,29458
95,KDDL,EQ,10
96,KIMS,EQ,2
97,KOKUYOCMLN,EQ,1
98,KOTHARIPRO,EQ,15
99,KPIGREEN,EQ,749
100,LAXMIMACH,EQ,5
101,LEMONTREE,EQ,10
102,LICI,EQ,35
103,LICNETFSEN,EQ,4
104,LINDEINDIA,EQ,1
105,LOWVOLIETF,EQ,936
106,LTF,EQ,247
107,LTGILTBEES,EQ,981
108,LUPIN,EQ,22
109,MAANALU,EQ,1000
110,MANAKCOAT,EQ,293
111,MANALIPETC,EQ,1
112,MAXESTATES,EQ,170
113,MHLXMIRU,EQ,1087
114,MINDACORP,EQ,2363
115,MINDTECK,EQ,1447
116,MIRCELECTR,EQ,10
117,MOGSEC,EQ,22
118,MOL,EQ,1
119,MOLOWVOL,EQ,22
120,MOTISONS,EQ,645
121,MUNJALAU,EQ,2800
122,NAGAFERT,EQ,2190
123,NAVINFLUOR,EQ,91
124,NAVINIFTY,EQ,1
125,NECCLTD,EQ,142
126,NETWEB,EQ,10
127,NEWGEN,EQ,1
128,NHPC,EQ,1526
129,NMDC,EQ,1206
130,NOCIL,EQ,450
131,NTPC,EQ,250
132,NURECA,EQ,41
133,OPTIEMUS,EQ,1
134,ORIENTBELL,EQ,1
135,ORIENTELEC,EQ,100
136,ORIENTHOT,EQ,60
137,OSWALAGRO,EQ,100
138,PENINLAND,EQ,1202
139,PERSISTENT,EQ,9
140,PFC,EQ,5
141,PNB,EQ,10
142,POLYCAB,EQ,7
143,PREMIERPOL,EQ,53
144,QNIFTY,EQ,1
145,QUICKHEAL,EQ,3
146,RAINBOW,EQ,21
147,RALLIS,EQ,157
148,RANEENGINE,EQ,89
149,RATNAMANI,EQ,6
150,RBL,EQ,13
151,RBLBANK,EQ,1208
152,RISHABH,EQ,20
153,SAGARDEEP,EQ,64
154,SAIL,EQ,100
155,SAKHTISUG,EQ,1
156,SANDUMA,EQ,1
157,SARLAPOLY,EQ,3000
158,SBICARD,EQ,9
159,SERVOTECH,EQ,42
160,SHAREINDIA,EQ,1080
161,SIGIND,EQ,10
162,SONAMLTD,EQ,2
163,SPLPETRO,EQ,400
