Sr. No,Symbol,Series,Security Name,From,To
1,GPTINFRA,BE,GPT INFRAPROJECTS LIMITED,10,5
2,TAC,SM,TAC INFOSEC LIMITED,10,5
3,TGL,SM,TEERTH GOPICON LIMITED,10,5
4,KONSTELEC,SM,KONSTELEC ENGINEERS LIMITED,20,10
5,MADHUSUDAN,SM,MADHUSUDAN MASALA LIMITED,20,10
