Latency in microseconds observed for '18-SEP-2024',,,,,,,
Segment,Min,Mean,50%ile,90%ile,99%ile,Max,No. of Order Messages (Million msgs)
CM,42.375,241.646,62.507,130.53,393.897,851763,805.931 Mmsgs
"Note :- Latency is measured as the complete round trip for an order message (includes new, modification and cancel) within exchange trading infrastructure wall to wall (includes network and application firewalls to the matching engine and back)",,,,,,,
