"Security Name","Symbol Name","Trade Date","Quantity"
"RELIANCE INDUSTRIES LTD","RELIANCE","27-Aug-2024","5"
"DATAMATICS GLOBAL SER LTD","DATAMATICS","27-Aug-2024","10140"
"IDEA CELLULAR LIMITED","IDEA","27-Aug-2024","1"
"YES BANK LIMITED","YESBANK","27-Aug-2024","1"
"VOLTAS LTD","VOLTAS","27-Aug-2024","36000"
"RURAL ELEC CORP. LTD.","RECLTD","27-Aug-2024","100"
