MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AT,SCLZC25B,SEC RE NCD SR III,      1058.30,      1058.30,      1058.30,      1058.30,      1058.30,                    21166.00,20, ,4,      1060.82,       830.10
N,AX,948SCL26I,SEC RE NCD 9.48% SR V,       862.00,       753.10,       840.00,       753.10,       840.00,                     2346.20,3, ,2,      1095.00,       670.10
N,BC,971SCL28I,SEC RE NCD 9.71% SR VIII,       858.00,       867.00,       894.00,       855.00,       864.00,                    76389.00,88, ,8,      1020.00,       820.00
N,N0,921ISFL25,SEC RE NCD 9.21% SR 1,       935.00,       950.00,       950.00,       935.00,       935.00,                   187180.00,200, ,4,      1050.00,       933.01
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       992.00,       992.10,       998.00,       992.10,       998.00,                    62785.50,63, ,2,      1010.00,       960.49
N,N0,9PEL25,SEC RE NCD 9.00% SR I,      1052.00,      1052.00,      1099.00,      1052.00,      1083.33,                   133850.00,125, ,3,      1099.00,       985.00
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       248.05,       249.00,       249.25,       249.00,       249.20,                    58301.90,234, ,6,       260.00,       241.00
N,N1,0MOFSL26,SEC RE NCD SR II,      1009.90,      1000.00,      1000.00,      1000.00,      1000.00,                   148000.00,148, ,1,      1011.00,       860.00
N,N1,740IIFCL33,7.40% TAX FREETRI SRIII,      1118.10,      1120.00,      1169.00,      1120.00,      1162.02,                   865748.50,750, ,8,      1394.90,      1015.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       310.43,       308.07,       308.07,       308.07,       308.07,                      308.07,1, ,1,       318.00,       295.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1015.00,      1015.00,      1015.00,      1015.00,      1015.00,                    17255.00,17, ,2,      1145.00,       972.00
N,N1,945CAGL24,SEC RE NCD 9.45% SR. I,      1000.00,      1000.00,      1000.00,      1000.00,      1000.00,                    10000.00,10, ,1,      1020.00,       876.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       248.25,       248.15,       248.15,       248.15,       248.15,                     2481.50,10, ,1,       263.74,       240.00
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1137.90,      1140.00,      1144.00,      1135.10,      1135.40,                   283295.85,249, ,6,      1333.20,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       307.53,       308.75,       308.75,       307.57,       308.00,                   174190.92,566, ,13,       319.87,       298.45
