Symbol,Security,From Series,To Series,Change Date,Remarks
AUSOMENT,AUSOM ENTERPRISE LIMITED,EQ,BE,28-MAY-2024,"-"
EIMCOELECO,EIMCO ELECON (INDIA) LIMITED,EQ,BE,28-MAY-2024,"-"
ELGIRUBCO,ELGI RUBBER COMPANY LIMITED,EQ,BE,28-MAY-2024,"-"
