"Security Name","Symbol Name","Trade Date","Quantity"
"ASTRAL POLY TECHNIK LIMITED","ASTRAL","27-May-2024","40737"
"INDRAPRASTHA GAS LTD","IGL","27-May-2024","1375"
"JUBILANT FOODWORKS LTD","JUBLFOOD","27-May-2024","35000"
"AU SMALL FINANCE BANK LIMITED","AUBANK","27-May-2024","127000"
"BOSCH LIMITED","BOSCHLTD","27-May-2024","75"
