Sr. No,Symbol,Series,Security Name,From,To
1,AUSOMENT,BE,AUSOM ENTERPRISE LIMITED,20,5
2,BDL,EQ,BHARAT DYNAMICS LIMITED,20,10
3,ELGIRUBCO,BE,ELGI RUBBER COMPANY LIMITED,20,5
4,MARSHALL,BE,MARSHALL MACHINES LIMITED,5,2
