Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,28052024,1639742101,0002473
Trade Date <28-MAY-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,10,10,100.00
20,2,1003ISFL28,N4,180,180,100.00
20,3,1013DLSL24,NF,366,366,100.00
20,4,1015ECL29,NR,448,448,100.00
20,5,1015IHF28B,AZ,45,45,100.00
20,6,1025IHF34,Z8,1455,1419,97.53
20,7,1025UCL25,N8,10,10,100.00
20,8,1035UCL26,NA,200,200,100.00
20,9,1040NFL26,NA,49,49,100.00
20,10,1050NFL26,N7,336,336,100.00
20,11,1050UCL25,N7,60,60,100.00
20,12,1060ECL29,NS,70,70,100.00
20,13,1065NFL27,NC,9,9,100.00
20,14,10CAGL27,N5,270,270,100.00
20,15,10IIFL28,N4,242,242,100.00
20,16,10IIFL28A,NE,110,105,95.45
20,17,10NIDO26,N6,1000,1000,100.00
20,18,182D010824,TB,200,200,100.00
20,19,182D031024,TB,100,100,100.00
20,20,182D040724,TB,200,100,50.00
20,21,182D050924,TB,200,200,100.00
20,22,182D071124,TB,200,200,100.00
20,23,182D111024,TB,600,300,50.00
20,24,182D120924,TB,100,100,100.00
20,25,182D141124,TB,5100,5100,100.00
20,26,182D190924,TB,800,800,100.00
20,27,182D200624,TB,200,200,100.00
20,28,182D220824,TB,1000,1000,100.00
20,29,182D250724,TB,400,400,100.00
20,30,182D270624,TB,12200,12100,99.18
20,31,20MICRONS,EQ,149929,80740,53.85
20,32,360ONE,EQ,283678,183100,64.55
20,33,364D060225,TB,100,100,100.00
20,34,364D080525,TB,100,100,100.00
20,35,364D150525,TB,1400,1400,100.00
20,36,364D171024,TB,5000,5000,100.00
20,37,364D200225,TB,100,100,100.00
20,38,364D220824,TB,1000,1000,100.00
20,39,364D230125,TB,200,100,50.00
20,40,364D230525,TB,200,200,100.00
20,41,3IINFOLTD,EQ,328643,176151,53.60
20,42,3MINDIA,EQ,113543,11991,10.56
20,43,3PLAND,EQ,21572,10211,47.33
20,44,5PAISA,EQ,25453,9078,35.67
20,45,610GS2031,GS,3800,3800,100.00
20,46,63MOONS,EQ,85718,85718,100.00
20,47,654GS2032,GS,7080,7079,99.99
20,48,667GS2035,GS,1,1,100.00
20,49,667GS2050,GS,22651,22650,100.00
20,50,669GS2024,GS,88806,88806,100.00
20,51,676GS2061,GS,36,36,100.00
20,52,689GS2025,GS,1600,1600,100.00
20,53,68GS2060,GS,33,33,100.00
20,54,699GS2026,GS,1000,1000,100.00
20,55,699GS2051,GS,4354,4353,99.98
20,56,702GS2027,GS,2201,2201,100.00
20,57,706GS2028,GS,4630,4630,100.00
20,58,710GS2029,GS,91364,91364,100.00
20,59,716GS2050,GS,7235,7235,100.00
20,60,717GS2030,GS,31097,31097,100.00
20,61,718GS2033,GS,21,21,100.00
20,62,718GS2037,GS,799,799,100.00
20,63,723GS2039,GS,65504,65504,100.00
20,64,725GS2063,GS,52199,52169,99.94
20,65,726GS2029,GS,25,25,100.00
20,66,726GS2032,GS,3300,1950,59.09
20,67,726GS2033,GS,1001,1000,99.90
20,68,732GS2030,GS,7570,7520,99.34
20,69,732IRFC25,NI,1610,1266,78.63
20,70,733GS2026,GS,10400,10400,100.00
20,71,734GS2064,GS,20503,20403,99.51
20,72,735NHAI31,N9,1000,1000,100.00
20,73,736GS2052,GS,148070,144869,97.84
20,74,736NTPC25D,NB,1,1,100.00
20,75,737GS2028,GS,14980,14883,99.35
20,76,737NTPC35C,NA,55,55,100.00
20,77,738GS2027,GS,7025,7025,100.00
20,78,738REC27TF,N2,400,400,100.00
20,79,739NHAI26,N8,104,104,100.00
20,80,73GS2053,GS,45251,25150,55.58
20,81,741GS2036,GS,4503,4446,98.73
20,82,743REC35,NH,359,359,100.00
20,83,746GS2073,GS,32207,32207,100.00
20,84,74GS2062,GS,11638,11608,99.74
20,85,750IRFC35,NK,616,616,100.00
20,86,751HUDCO28,N5,200,200,100.00
20,87,753IRFC30,NJ,1505,1109,73.69
20,88,753NTPC30E,NC,140,140,100.00
20,89,754GS2036,GS,737437,704268,95.50
20,90,755GJ31,SG,600,600,100.00
20,91,758GJ32,SG,100,100,100.00
20,92,759GS2026,GS,500,500,100.00
20,93,760PFCL35,N3,69,69,100.00
20,94,762GS2039,GS,374,374,100.00
20,95,762NTPC35F,ND,203,203,100.00
20,96,764HUDCO31,N8,319,299,93.73
20,97,764NABAR31,N2,474,465,98.10
20,98,769NHAI31,NE,1109,666,60.05
20,99,76NHAI31,NA,1519,1365,89.86
20,100,774IREDA31,N7,79,73,92.41
20,101,77MH33A,SG,100,100,100.00
20,102,78ABFL33,N4,25,25,100.00
20,103,79IGT28,NF,120,120,100.00
20,104,79NHIT35,N1,981,976,99.49
20,105,79NHIT40,N2,1480,1230,83.11
20,106,79NHIT47,N3,4286,4286,100.00
20,107,801TCH25,N4,181,180,99.45
20,108,810IRFC27,N2,2069,2069,100.00
20,109,813GS2045,GS,280,280,100.00
20,110,81TCHF28,N8,354,354,100.00
20,111,820IIFL27,N9,500,500,100.00
20,112,825IIFL25,N7,350,350,100.00
20,113,829LTF24,NL,104,104,100.00
20,114,82HUDCO27,N2,9,9,100.00
20,115,82IGT31,NJ,490,460,93.88
20,116,830NHAI27,N2,1452,1452,100.00
20,117,830PFCL27,N5,50,50,100.00
20,118,835IFL25,NV,3,3,100.00
20,119,837REC33,N7,22,11,50.00
20,120,840CIFCL28,N4,195,195,100.00
20,121,843IHFL29,NC,247,247,100.00
20,122,849NTPC25,N7,15223,14171,93.09
20,123,84TCHF28,NA,120,120,100.00
20,124,850IIFL27,NA,230,230,100.00
20,125,85IFL26,NX,145,145,100.00
20,126,85IIFL25,NO,223,223,100.00
20,127,85PCHFL24,N6,1,1,100.00
20,128,863IRFC29,NC,200,200,100.00
20,129,865IFL28,NZ,10,10,100.00
20,130,865IIFL28,NS,294,294,100.00
20,131,865IRFC29,NA,91,91,100.00
20,132,865TCAPS27,N8,502,502,100.00
20,133,86LTF24,NJ,10,10,100.00
20,134,871REC28,N9,1537,1537,100.00
20,135,875IHFL26,NQ,200,200,100.00
20,136,875IIFL26A,NQ,1,1,100.00
20,137,875NHAI29,N6,1333,870,65.27
20,138,875PCHFL26,N8,16,16,100.00
20,139,875SFL27,ZF,309,309,100.00
20,140,876HUDCO28,ND,1000,1000,100.00
20,141,879NHPC28,N5,70,70,100.00
20,142,87LTF27,NH,3,3,100.00
20,143,880IREDA34,N6,128,128,100.00
20,144,883GS2041,GS,100,100,100.00
20,145,885MOFSL26,N0,160,160,100.00
20,146,888ERFL28,N5,1000,1000,100.00
20,147,888IHFL25F,NC,10,10,100.00
20,148,888IRFC29,NE,63,63,100.00
20,149,888REC29,NF,10,10,100.00
20,150,889IBHL27,YT,2,2,100.00
20,151,889IHFL26,NS,800,800,100.00
20,152,891IIFCL34,N4,1838,1498,81.50
20,153,892NHPC33,N6,9,9,100.00
20,154,893NHB29,N6,16,16,100.00
20,155,898LTF29,N7,291,291,100.00
20,156,901HUDCO34,NE,128,118,92.19
20,157,903SFL28,YI,5,5,100.00
20,158,905IHF24,YV,10,10,100.00
20,159,905LTF27,NF,310,310,100.00
20,160,905PEL26,N1,50,50,100.00
20,161,910CAGL25,N7,62,62,100.00
20,162,910TCAP28,NA,350,250,71.43
20,163,91D020824,TB,800,800,100.00
20,164,91D040724,TB,2600,2600,100.00
20,165,91D060624,TB,5200,5200,100.00
20,166,91D080824,TB,5000,5000,100.00
20,167,91D120724,TB,1500,1500,100.00
20,168,91D130624,TB,100,100,100.00
20,169,91D150824,TB,4300,4300,100.00
20,170,91D190724,TB,100,100,100.00
20,171,91D230824,TB,200,200,100.00
20,172,91D250724,TB,500,500,100.00
20,173,91D270624,TB,300,200,66.67
20,174,91MOFSL27,N2,15,15,100.00
