"Security Name","Symbol Name","Trade Date","Quantity"
"BHARTI AIRTEL LIMITED","BHARTIARTL","13-Jun-2024","48925"
"GUJARAT GAS LIMITED","GUJGASLTD","13-Jun-2024","15000"
"IPCA LABORATORIES LIMITED","IPCALAB","13-Jun-2024","38350"
