Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,14062024,2084694536,0002506
Trade Date <14-JUN-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ICCL28,NX,12,12,100.00
20,2,1003ISFL28,N4,200,200,100.00
20,3,1015ECL29,NR,1,1,100.00
20,4,1018GS2026,GS,64471,64471,100.00
20,5,1025IHF34,Z8,14,10,71.43
20,6,1025NFL25,N5,10,10,100.00
20,7,1035UCL24,N6,50,50,100.00
20,8,1035UCL26,NA,100,100,100.00
20,9,1040UCL25,N4,204,165,80.88
20,10,1049DLS25A,Y5,50,50,100.00
20,11,1049DLSL25,NX,50,50,100.00
20,12,1050ISFL28,N5,10,10,100.00
20,13,1050NFL26,N7,60,60,100.00
20,14,105IIFL29,N7,65,65,100.00
20,15,1060ECL29,NS,400,400,100.00
20,16,1065NFL27,NC,226,226,100.00
20,17,1075IHF34,ZR,20,20,100.00
20,18,1075NFL25,N6,10,10,100.00
20,19,1075UCL25,N9,113,110,97.35
20,20,10CAGL27,N5,100,100,100.00
20,21,10IIFL28,N4,172,172,100.00
20,22,10IIFL28A,NE,30,30,100.00
20,23,10IIFL29,N6,72,72,100.00
20,24,10NIDO26,N6,608,603,99.18
20,25,1119NFL27,ND,10,10,100.00
20,26,182D031024,TB,500,500,100.00
20,27,182D040724,TB,700,700,100.00
20,28,182D050924,TB,1100,1100,100.00
20,29,182D080824,TB,4000,4000,100.00
20,30,182D141124,TB,2500,2000,80.00
20,31,182D180724,TB,900,900,100.00
20,32,182D190924,TB,100,100,100.00
20,33,182D200624,TB,200,200,100.00
20,34,182D221124,TB,300,300,100.00
20,35,182D270624,TB,600,600,100.00
20,36,182D281124,TB,1000,1000,100.00
20,37,182D290824,TB,700,700,100.00
20,38,20MICRONS,EQ,2368914,703848,29.71
20,39,360ONE,EQ,503805,255362,50.69
20,40,364D051224,TB,200,200,100.00
20,41,364D071124,TB,100,100,100.00
20,42,364D080525,TB,1100,1100,100.00
20,43,364D121224,TB,100,100,100.00
20,44,364D130325,TB,500,500,100.00
20,45,364D150525,TB,6000,3000,50.00
20,46,364D190924,TB,25000,25000,100.00
20,47,364D270924,TB,25000,25000,100.00
20,48,3IINFOLTD,EQ,912609,445601,48.83
20,49,3MINDIA,EQ,9355,3799,40.61
20,50,3PLAND,EQ,14885,9110,61.20
20,51,574GS2026,GS,2002,2001,99.95
20,52,5PAISA,EQ,29793,19716,66.18
20,53,610GS2031,GS,800,800,100.00
20,54,619GS2034,GS,90,90,100.00
20,55,63MOONS,EQ,92918,58927,63.42
20,56,654GS2032,GS,2000,2000,100.00
20,57,667GS2035,GS,3000,3000,100.00
20,58,667GS2050,GS,312,312,100.00
20,59,669GS2024,GS,8402,8402,100.00
20,60,676GS2061,GS,6000,6000,100.00
20,61,68GS2060,GS,9945,9945,100.00
20,62,695GS2061,GS,16869,12421,73.63
20,63,699GS2051,GS,34362,34362,100.00
20,64,702GS2027,GS,25300,25100,99.21
20,65,704GS2029,GS,300,300,100.00
20,66,706GS2028,GS,11000,11000,100.00
20,67,710GS2029,GS,49234,46735,94.92
20,68,717GS2030,GS,1100,1100,100.00
20,69,718GS2033,GS,1,1,100.00
20,70,718GS2037,GS,27900,20390,73.08
20,71,719GS2060,GS,100,100,100.00
20,72,723GS2039,GS,100,100,100.00
20,73,725GS2063,GS,39878,39767,99.72
20,74,726GS2032,GS,199,199,100.00
20,75,726GS2033,GS,5030,5030,100.00
20,76,732GS2030,GS,1600,1600,100.00
20,77,733GS2026,GS,200,200,100.00
20,78,734IRFC28,N4,537,537,100.00
20,79,736GS2052,GS,26103,24901,95.40
20,80,736PFCL28,N2,16,16,100.00
20,81,737GS2028,GS,1100,1100,100.00
20,82,737NTPC35C,NA,70,70,100.00
20,83,738GS2027,GS,192480,183866,95.52
20,84,738REC27TF,N2,71,71,100.00
20,85,739NHAI26,N8,247,247,100.00
20,86,739NHAI31A,ND,310,155,50.00
20,87,73GS2053,GS,1156,1156,100.00
20,88,741GS2036,GS,3554,3553,99.97
20,89,74GS2035,GS,1,1,100.00
20,90,74GS2062,GS,1,1,100.00
20,91,753IRFC30,NJ,1556,1556,100.00
20,92,754GS2036,GS,355065,322178,90.74
20,93,762GS2039,GS,1000,1000,100.00
20,94,762NTPC35F,ND,24,24,100.00
20,95,764HUDCO31,N8,1,1,100.00
20,96,764IRFC31,NO,33,33,100.00
20,97,764NABAR31,N2,350,335,95.71
20,98,765UP34,SG,100,100,100.00
20,99,768CG32,SG,100,100,100.00
20,100,769GS2043,GS,100,100,100.00
20,101,769HUDCO31,N9,1021,1021,100.00
20,102,769NHAI31,NE,895,895,100.00
20,103,76NHAI31,NA,355,355,100.00
20,104,772GS2049,GS,11,11,100.00
20,105,774IREDA31,N7,100,100,100.00
20,106,78ABFL33,N4,101,101,100.00
20,107,797IGT31,NL,1,1,100.00
20,108,79IGT28,NF,328,328,100.00
20,109,79NHIT35,N1,1960,1515,77.30
20,110,79NHIT40,N2,1115,1000,89.69
20,111,79NHIT47,N3,242,242,100.00
20,112,801TCH25,N4,25,25,100.00
20,113,810IRFC27,N2,1385,1360,98.19
20,114,820IIFL27,N9,162,155,95.68
20,115,824GS2027,GS,106,106,100.00
20,116,825IIFL25,N7,9,9,100.00
20,117,829LTF24,NL,9,9,100.00
20,118,82HUDCO27,N2,1,1,100.00
20,119,82IGT31,NJ,1165,1110,95.28
20,120,82IHFL24,NO,90,90,100.00
20,121,830NHAI27,N2,975,489,50.15
20,122,830PFCL27,N5,913,913,100.00
20,123,833IHFL24,YX,26,26,100.00
20,124,835IFL25,NV,570,250,43.86
20,125,835PCHF23,NN,140,140,100.00
20,126,83TCHF25,N6,25,25,100.00
20,127,840CIFCL28,N4,18,18,100.00
20,128,842IIFL26,NL,292,292,100.00
20,129,843IHFL29,NC,275,275,100.00
20,130,846REC28,N6,10,10,100.00
20,131,849NTPC25,N7,26199,23283,88.87
20,132,850IIFL27,NA,100,100,100.00
20,133,85IIFL24,NJ,10,10,100.00
20,134,85IIFL25,NO,110,110,100.00
20,135,85PCHFL24,N6,1,1,100.00
20,136,85TCAPS24,N6,1142,1142,100.00
20,137,862REC33,NA,1000,1000,100.00
20,138,863NHB34,N3,2,2,100.00
20,139,865IFL28,NZ,245,245,100.00
20,140,865IIFL28,NS,827,827,100.00
20,141,865IRFC29,NA,30,30,100.00
20,142,865LTF26,NN,110,100,90.91
20,143,865TCAPS27,N8,3,1,33.33
20,144,866IBHL25,YP,100,100,100.00
20,145,86LTF24,NJ,192,152,79.17
20,146,871REC28,N9,212,212,100.00
20,147,875IIFL26,NM,50,50,100.00
20,148,875IIFL26A,NQ,260,260,100.00
20,149,875NHAI29,N6,1104,724,65.58
20,150,876HUDCO28,ND,10,10,100.00
20,151,879NHPC28,N5,100,100,100.00
20,152,880IREDA34,N6,71,71,100.00
20,153,885IBHFL26,N9,104,104,100.00
20,154,885MOFSL26,N0,75,75,100.00
20,155,888ERFL28,N5,98,97,98.98
20,156,888IRFC29,NE,11,11,100.00
20,157,889IHFL28,NU,10,10,100.00
20,158,890ICCL23A,NZ,24,24,100.00
20,159,891NTPC33,N6,1778,1082,60.85
20,160,892NHPC33,N6,15,15,100.00
20,161,892PFCL33,N8,1100,1000,90.91
20,162,8ABFL26,N0,10,10,100.00
20,163,901HUDCO34,NE,122,116,95.08
20,164,901NHB34,N6,154,153,99.35
20,165,903SFL28,YI,60,60,100.00
20,166,905IH24,ZB,32,32,100.00
20,167,905LTF27,NF,38,38,100.00
20,168,910CAGL25,N7,14,14,100.00
20,169,910TCAP28,NA,252,156,61.90
20,170,91D020824,TB,600,600,100.00
20,171,91D040724,TB,400,400,100.00
20,172,91D080824,TB,6500,6500,100.00
20,173,91D120724,TB,100,100,100.00
20,174,91D150824,TB,1000,1000,100.00
20,175,91D190724,TB,100,100,100.00
20,176,91D200624,TB,100,100,100.00
20,177,91D230824,TB,1700,1700,100.00
20,178,91D250724,TB,200,200,100.00
20,179,91D290824,TB,4700,4700,100.00
20,180,91MOFSL27,N2,5,5,100.00
20,181,921ISFL25,N0,133,132,99.25
20,182,925CAGL26,N9,170,170,100.00
20,183,925ERFL28,N6,31,31,100.00
20,184,925IBHL27,YR,10,10,100.00
20,185,925IHFL25A,NH,672,500,74.40
20,186,925IHFL25B,Y3,1,1,100.00
20,187,925IHFL25C,AR,15,15,100.00
20,188,92GS2030,GS,18942,18942,100.00
20,189,931SFL26,Z5,15,15,100.00
20,190,93MOFSL34,N6,225,225,100.00
20,191,943ECL28,NJ,33,23,69.70
20,192,945IFSL25,N4,185,185,100.00
20,193,948ICCL25A,NG,50,50,100.00
20,194,94IFCI25,NL,50,50,100.00
20,195,94NFL24,N3,50,50,100.00
20,196,94SFL28,YL,171,171,100.00
20,197,957ISFL26,N2,375,375,100.00
20,198,965IHFL25C,N0,158,158,100.00
20,199,965IHFL25D,N7,90,90,100.00
20,200,965IHFL26,YO,10,10,100.00
20,201,965IHFL26A,ZB,350,200,57.14
20,202,96IIFL28,N5,400,339,84.75
20,203,96IIFL28A,NF,258,258,100.00
20,204,96SFL24,Z8,5,5,100.00
20,205,96SFL24A,NB,13,13,100.00
20,206,970CAGL28,ND,1300,1120,86.15
20,207,975NFL24,N4,200,10,5.00
20,208,975NFL25,N0,3,2,66.67
20,209,97SFL26,Z9,155,155,100.00
20,210,97SFL28,YS,50,50,100.00
20,211,97SFL29,YZ,452,250,55.31
20,212,980IHFL33D,YG,18,12,66.67
20,213,985ECL28,NK,211,210,99.53
20,214,985IIFL22,NC,1196,1196,100.00
20,215,990IHFL27,YT,19,19,100.00
20,216,9IBHFL26BA,NA,554,554,100.00
20,217,9IIFL28,Y0,27,26,96.30
20,218,AADHARHFC,EQ,4444304,2392984,53.84
20,219,AAKASH,EQ,653884,418281,63.97
20,220,AARON,EQ,9781,7783,79.57
20,221,AARTIDRUGS,EQ,279296,139273,49.87
20,222,AARTIIND,EQ,1044209,499115,47.80
20,223,AARTIPHARM,EQ,161379,76370,47.32
20,224,AARTISURF,EQ,19509,10587,54.27
20,225,AARVEEDEN,EQ,210482,95017,45.14
20,226,AARVI,EQ,8801,6592,74.90
20,227,AATMAJ,SM,32000,24000,75.00
20,228,AAVAS,EQ,217615,108707,49.95
20,229,ABB,EQ,1242412,228008,18.35
20,230,ABBOTINDIA,EQ,10397,6195,59.58
20,231,ABCAPITAL,EQ,7568250,2583057,34.13
