Confirmed list of securities to be auctioned in A 2024103 to be held on Jun 04 2024.

Sr No,Symbol,Series,Total Qty
1,63MOONS,EQ,741
2,849NTPC25,N7,50
3,AADHARHFC,EQ,5
4,AARTIPHARM,EQ,10
5,ABCAPITAL,EQ,100
6,ABSLAMC,EQ,4346
7,ACC,EQ,7
8,ADANIENT,EQ,305
9,ADANIPORTS,EQ,12
10,ADANIPOWER,EQ,13
11,ADSL,EQ,61
12,AGARIND,EQ,37
13,ALLSEC,EQ,1
14,ALOKINDS,EQ,31
15,AMBUJACEM,EQ,202
16,ANDHRAPAP,EQ,1
17,ANUP,EQ,25
18,APOLLOTYRE,EQ,56
19,ARE&M,EQ,100
20,ARENTERP,EQ,140
21,ARTNIRMAN,EQ,12
22,ASALCBR,EQ,1
23,ASHAPURMIN,EQ,10
24,ASIANPAINT,EQ,64
25,ATGL,EQ,37
26,AUBANK,EQ,1759
27,AUROPHARMA,EQ,101
28,AURUMPP1,E1,75
29,AVANTIFEED,EQ,1
30,AWFIS,EQ,36194
31,AWL,EQ,5
32,AXISBANK,EQ,10415
33,AXISBPSETF,EQ,224
34,AZAD,EQ,25
35,BAJAJ-AUTO,EQ,40
36,BAJAJFINSV,EQ,72
37,BAJEL,EQ,1960
38,BALPHARMA,EQ,5
39,BANDHANBNK,EQ,384
40,BANKBARODA,EQ,7602
41,BBL,EQ,5
42,BEL,EQ,154
43,BERGEPAINT,EQ,50
44,BHAGERIA,EQ,100
45,BHANDARI,EQ,3954
46,BHARATFORG,EQ,4
47,BHEL,EQ,3198
48,BIKAJI,EQ,100
49,BIOCON,EQ,10
50,BIRLAMONEY,EQ,155
51,BLUEDART,EQ,25
52,BPCL,EQ,50
53,BSE,EQ,25
54,BURNPUR,EQ,10875
55,BUTTERFLY,EQ,3
56,CANBK,EQ,5
57,CANFINHOME,EQ,55
58,CAPACITE,EQ,60
59,CAREERP,EQ,4
60,CEATLTD,EQ,32
61,CENTRALBK,EQ,600
62,CENTURYPLY,EQ,551
63,CESC,EQ,55
64,CGPOWER,EQ,200
65,CHOLAFIN,EQ,581
66,COALINDIA,EQ,250
67,COCHINSHIP,EQ,10
68,COFORGE,EQ,29
69,CONCOR,EQ,2
70,CONSUMBEES,EQ,108
71,CROMPTON,EQ,742
72,DBREALTY,EQ,297
73,DCBBANK,EQ,3000
74,DEEPAKNTR,EQ,67
75,DISHTV,EQ,5190
76,DIVISLAB,EQ,19
77,DLF,EQ,47
78,DODLA,EQ,12
79,DREDGECORP,EQ,93
80,ECLERX,EQ,2
81,EDELWEISS,EQ,4
82,EIHAHOTELS,EQ,1
83,EMBASSY,RR,25
84,ENERGYDEV,EQ,348
85,ERIS,EQ,8
86,EXCEL,EQ,42159
87,EXICOM,EQ,125
88,EXIDEIND,EQ,80
89,FEDERALBNK,EQ,12558
90,FINPIPE,EQ,1000
91,FMGOETZE,EQ,17
92,GAIL,EQ,686
93,GANESHHOUC,EQ,13
94,GENCON,EQ,3
95,GENUSPOWER,EQ,28
96,GICHSGFIN,EQ,100
97,GICRE,EQ,100
98,GILLANDERS,EQ,95
99,GLENMARK,EQ,5
100,GMBREW,EQ,13
101,GMRINFRA,EQ,13393
102,GMRP&UI,EQ,12736
103,GNFC,EQ,290
104,GODHA,EQ,853
105,GODREJPROP,EQ,1
106,GRAPHITE,EQ,5
107,GRASIM,EQ,20
108,GRASIMPP,E1,5747
109,GREENPLY,EQ,25
110,GREENPOWER,EQ,2857
111,GSEC10IETF,EQ,1
112,GTLINFRA,EQ,3
113,HAL,EQ,30
114,HATHWAY,EQ,240
115,HAVELLS,EQ,56
116,HCC,EQ,100
117,HCLTECH,EQ,8
118,HDFCAMC,EQ,3
119,HDFCBANK,EQ,10855
120,HDFCLIFE,EQ,498
121,HERITGFOOD,EQ,2
122,HEROMOTOCO,EQ,58
123,HFCL,EQ,61
124,HINDALCO,EQ,208
125,HINDCOPPER,EQ,4928
126,HINDPETRO,EQ,1
127,HINDUNILVR,EQ,280
128,HINDWAREAP,EQ,5000
129,HMVL,EQ,1
130,HPIL,EQ,11
131,HUBTOWN,EQ,50
132,HUDCO,EQ,425
133,ICEMAKE,EQ,1
134,ICICIBANK,EQ,16571
135,IDFCFIRSTB,EQ,13366
136,IGL,EQ,233
137,INDHOTEL,EQ,339
138,INDIACEM,EQ,3333
139,INDIGO,EQ,6
140,INDSWFTLAB,EQ,47
141,INDUSINDBK,EQ,2487
142,INDUSTOWER,EQ,650
143,IOB,EQ,19
144,IOC,EQ,1200
145,IRB,EQ,301
146,IRCON,EQ,20
147,IRCTC,EQ,6
148,IRFC,EQ,503
149,ISEC,EQ,349
150,ITI,EQ,200
151,J&KBANK,EQ,24
152,JBMA,EQ,25
153,JINDALSTEL,EQ,20
154,JNKINDIA,EQ,2
155,JPASSOCIAT,EQ,1000
156,JSWSTEEL,EQ,1142
157,JTLIND,EQ,102
158,JWL,EQ,1
159,KAYNES,EQ,10
160,KCP,EQ,100
161,KEC,EQ,5
162,KOTAKBANK,EQ,5254
163,KOTARISUG,EQ,19
164,LICHSGFIN,EQ,31
165,LICI,EQ,84
166,LICMFGOLD,EQ,4
167,LICNETFSEN,EQ,52
168,LIQUIDADD,EQ,24
169,LIQUIDBEES,EQ,1
170,LTF,EQ,1600
171,MAHABANK,EQ,50
172,MAHASTEEL,EQ,1
173,MAHKTECH,EQ,1794
174,MANAPPURAM,EQ,200
175,MARATHON,EQ,1
176,MARUTI,EQ,4
177,METROPOLIS,EQ,608
178,MGL,EQ,32
179,MIRZAINT,EQ,3500
180,MOIL,EQ,130
181,MONARCH,EQ,754
