Symbol,Security,From Series,To Series,Change Date,Remarks
BRIGHT,BRIGHT SOLAR LIMITED,SM,SZ,01-JUL-2024,"-"
EIMCOELECO,EIMCO ELECON (INDIA) LIMITED,EQ,BE,01-JUL-2024,"-"
GVPTECH,GVP INFOTECH LIMITED,BE,EQ,01-JUL-2024,"-"
OCCL,ORIENTAL CARBON & CHEMICALS LIMITED,EQ,BE,01-JUL-2024,"-"
RAJMET,RAJNANDINI METAL LIMITED,BE,EQ,01-JUL-2024,"-"
TRIGYN,TRIGYN TECHNOLOGIES LIMITED,EQ,BE,01-JUL-2024,"-"
VIPULLTD,VIPUL LIMITED,BE,EQ,01-JUL-2024,"-"
WEIZMANIND,WEIZMANN LIMITED,EQ,BE,01-JUL-2024,"-"
