"Security Name","Symbol Name","Trade Date","Quantity"
"INFOSYS TECHNOLOGIES LTD","INFY","28-Jun-2024","68000"
"ULTRATECH CEMENT LIMITED","ULTRACEMCO","28-Jun-2024","10000"
"CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","CDSL","28-Jun-2024","100"
"ASIAN PAINTS LIMITED","ASIANPAINT","28-Jun-2024","4400"
"SAMVRDHNA MTHRSN INT","MOTHERSON","28-Jun-2024","305300"
