Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,01072024,1837401382,0002535
Trade Date <01-JUL-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003IIFL29,NC,1,1,100.00
20,2,1003ISFL28,N4,1177,1167,99.15
20,3,1015ECL29,NR,565,533,94.34
20,4,1015IHF28B,AZ,5,5,100.00
20,5,1018GS2026,GS,22002,22001,100.00
20,6,1025NFL25,N5,250,250,100.00
20,7,1035UCL26,NA,220,220,100.00
20,8,1040NFL26,NA,881,881,100.00
20,9,1049DLS25A,Y5,10,10,100.00
20,10,1049DLSL25,NX,50,50,100.00
20,11,1050ISFL28,N5,10,10,100.00
20,12,1050NFL26,N7,74,74,100.00
20,13,1050UCL25,N7,200,200,100.00
20,14,105IIFL29,N7,890,500,56.18
20,15,105UCL2026,NB,10,10,100.00
20,16,1065NFL27,NC,343,343,100.00
20,17,1075IHF33A,N2,30,30,100.00
20,18,1075UCL25,N9,1,1,100.00
20,19,1090NFL26,NB,11,11,100.00
20,20,10CAGL27,N5,150,150,100.00
20,21,10IIFL28,N4,154,148,96.10
20,22,10IIFL28A,NE,30,30,100.00
20,23,10IIFL29,N6,120,120,100.00
20,24,10NIDO26,N6,955,955,100.00
20,25,1119NFL27,ND,37,37,100.00
20,26,11DLSL25,NV,24,24,100.00
20,27,182D010824,TB,12300,12300,100.00
20,28,182D011124,TB,100,100,100.00
20,29,182D040724,TB,2400,2300,95.83
20,30,182D051224,TB,100,100,100.00
20,31,182D141124,TB,100,100,100.00
20,32,182D181024,TB,500,500,100.00
20,33,182D190924,TB,100,100,100.00
20,34,182D191224,TB,1100,1000,90.91
20,35,182D220824,TB,1000,1000,100.00
20,36,182D250724,TB,300,300,100.00
20,37,182D281124,TB,800,800,100.00
20,38,20MICRONS,EQ,244501,116548,47.67
20,39,360ONE,EQ,1429903,757419,52.97
20,40,364D020125,TB,100,100,100.00
20,41,364D071124,TB,5500,5500,100.00
20,42,364D090125,TB,27000,27000,100.00
20,43,364D120625,TB,200,200,100.00
20,44,364D130225,TB,100,100,100.00
20,45,364D150525,TB,500,500,100.00
20,46,364D160125,TB,1800,1000,55.56
20,47,364D200225,TB,100,100,100.00
20,48,364D211124,TB,500,400,80.00
20,49,364D240425,TB,100,100,100.00
20,50,364D270924,TB,34800,34800,100.00
20,51,3IINFOLTD,EQ,1095963,518968,47.35
20,52,3MINDIA,EQ,6475,2790,43.09
20,53,3PLAND,EQ,57276,37320,65.16
20,54,563GS2026,GS,1003,1000,99.70
20,55,574GS2026,GS,94,94,100.00
20,56,5PAISA,EQ,134622,33198,24.66
20,57,618GS2024,GS,5,5,100.00
20,58,619GS2034,GS,5,5,100.00
20,59,622GS2035,GS,812,812,100.00
20,60,63MOONS,EQ,104995,61369,58.45
20,61,654GS2032,GS,26004,26003,100.00
