Symbol,Security,From Series,To Series,Change Date,Remarks
GSS,GSS INFOTECH LIMITED,EQ,BE,24-MAY-2024,"-"
VERTOZ,VERTOZ ADVERTISING LIMITED,EQ,BE,24-MAY-2024,"-"
