Sr. No,Symbol,Series,Security Name,From,To
1,GRSE,EQ,GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED,20,10
2,KOTYARK,SM,KOTYARK INDUSTRIES LIMITED,20,10
3,GOKUL,BE,GOKUL REFOILS AND SOLVENT LIMITED,5,2
4,SECURKLOUD,BE,SECUREKLOUD TECHNOLOGIES LIMITED,5,2
