Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,22042024,1881353718,0002425
Trade Date <22-APR-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1018GS2026,GS,568,450,79.23
20,2,182D031024,TB,10100,10100,100.00
20,3,182D040724,TB,1000,1000,100.00
20,4,182D050924,TB,6400,6400,100.00
20,5,182D060624,TB,200,200,100.00
20,6,182D080824,TB,900,900,100.00
20,7,182D090524,TB,400,200,50.00
20,8,182D111024,TB,2500,2500,100.00
20,9,182D120924,TB,11100,11100,100.00
20,10,182D130624,TB,800,800,100.00
20,11,182D150824,TB,4300,4300,100.00
20,12,182D181024,TB,200,200,100.00
20,13,182D190924,TB,6900,6900,100.00
20,14,182D200624,TB,100,100,100.00
20,15,182D220824,TB,3600,3600,100.00
20,16,182D250724,TB,200,200,100.00
20,17,182D260924,TB,300,300,100.00
20,18,182D270624,TB,1000,1000,100.00
20,19,182D290824,TB,3400,3400,100.00
20,20,20MICRONS,EQ,54991,32646,59.37
20,21,360ONE,EQ,507505,315581,62.18
20,22,364D020125,TB,100,100,100.00
20,23,364D030425,TB,800,800,100.00
20,24,364D050924,TB,100,100,100.00
20,25,364D060225,TB,100,100,100.00
20,26,364D060325,TB,100,100,100.00
20,27,364D071124,TB,700,700,100.00
20,28,364D080824,TB,400,400,100.00
20,29,364D110425,TB,10000,10000,100.00
20,30,364D120924,TB,300,300,100.00
20,31,364D121224,TB,1100,1100,100.00
20,32,364D141124,TB,1400,1400,100.00
20,33,364D180425,TB,9700,9700,100.00
20,34,364D200225,TB,600,600,100.00
20,35,364D230125,TB,2300,2300,100.00
20,36,364D241024,TB,1500,1500,100.00
20,37,364D250424,TB,200,200,100.00
20,38,364D261224,TB,1900,1900,100.00
20,39,364D270924,TB,3400,3400,100.00
20,40,364D300125,TB,200,200,100.00
20,41,364D311024,TB,2600,2600,100.00
20,42,3IINFOLTD,EQ,1599837,1026758,64.18
20,43,3MINDIA,EQ,3303,1971,59.67
20,44,515GS2025,GS,1,1,100.00
20,45,522GS2025,GS,100,100,100.00
20,46,574GS2026,GS,306,306,100.00
20,47,577GS2030,GS,200,200,100.00
20,48,585GS2030,GS,17,17,100.00
20,49,5PAISA,EQ,74098,42940,57.95
20,50,618GS2024,GS,208,208,100.00
20,51,622GS2035,GS,100,100,100.00
20,52,63MOONS,EQ,153478,104642,68.18
20,53,654GS2032,GS,57413,57400,99.98
20,54,663TN35,SG,200,200,100.00
20,55,667GS2050,GS,2394,2394,100.00
20,56,669GS2024,GS,6,6,100.00
20,57,676GS2061,GS,200,200,100.00
20,58,699GS2026,GS,1101,1101,100.00
20,59,699GS2051,GS,40,20,50.00
20,60,706GS2028,GS,37641,37641,100.00
20,61,710GS2029,GS,68076,68074,100.00
20,62,716GS2050,GS,1066,1066,100.00
20,63,717GS2030,GS,5527,5527,100.00
20,64,718GS2033,GS,103,103,100.00
20,65,718GS2037,GS,41157,41157,100.00
20,66,723GS2039,GS,2,2,100.00
20,67,725GS2063,GS,140154,138797,99.03
20,68,726GS2032,GS,14402,11827,82.12
20,69,726GS2033,GS,501,500,99.80
20,70,732GS2030,GS,215,215,100.00
20,71,733GS2026,GS,7400,5700,77.03
20,72,736GS2052,GS,3219,3219,100.00
20,73,737GR2054,GS,100,100,100.00
20,74,737GS2028,GS,34887,33837,96.99
20,75,738GS2027,GS,126585,112570,88.93
20,76,73GS2053,GS,11700,11700,100.00
20,77,741GS2036,GS,5372,5367,99.91
20,78,746GS2073,GS,27209,27109,99.63
20,79,74GS2062,GS,1,1,100.00
20,80,754GS2036,GS,419631,419631,100.00
20,81,757GS2033,GS,245,245,100.00
20,82,758GJ32,SG,100,100,100.00
20,83,762GS2039,GS,489,489,100.00
20,84,767KA36,SG,200,200,100.00
20,85,771WB43,SG,100,100,100.00
20,86,772GS2049,GS,163,83,50.92
20,87,777MN38,SG,200,200,100.00
20,88,779PN36,SG,100,100,100.00
20,89,77MH33A,SG,100,100,100.00
20,90,817GS2044,GS,88,88,100.00
20,91,883GS2041,GS,341,341,100.00
20,92,91D020524,TB,25700,25700,100.00
20,93,91D040724,TB,500,500,100.00
20,94,91D090524,TB,1200,1200,100.00
20,95,91D120724,TB,100,100,100.00
20,96,91D130624,TB,500,500,100.00
20,97,91D160524,TB,400,400,100.00
20,98,91D200624,TB,200,200,100.00
