Confirmed list of securities to be auctioned in A 2024070 to be held on Apr 15 2024.

Sr No,Symbol,Series,Total Qty
1,20MICRONS,EQ,1
2,AARVI,EQ,3945
3,ACEINTEG,EQ,969
4,ADANIENSOL,EQ,49
5,AHL,EQ,92
6,AIAENG,EQ,5
7,ALEMBICLTD,EQ,100
8,ALLSEC,EQ,1
9,AMNPLST,EQ,26
10,ANURAS,EQ,50
11,APOLLOTYRE,EQ,76
12,ARROWGREEN,EQ,93
13,ARVIND,EQ,1
14,ATAM,EQ,180
15,ATLANTAA,EQ,3933
16,AUTOAXLES,EQ,5
17,AUTOBEES,EQ,41
18,AVTNPL,EQ,50
19,AXISBANK,EQ,1
20,AXISBPSETF,EQ,2151
21,BAJAJ-AUTO,EQ,2
22,BALMLAWRIE,EQ,1
23,BASF,EQ,1
24,BHANDARI,EQ,500
25,BHARTIHEXA,EQ,220
26,BIKAJI,EQ,2
27,BIRET,RR,231
28,BRIGADE,EQ,26
29,BSE,EQ,500
30,CDSL,EQ,21
31,CESC,EQ,100
32,CHAMBLFERT,EQ,10
33,CHOLAFIN,EQ,250
34,CINEVISTA,EQ,341
35,COALINDIA,EQ,10
36,COFFEEDAY,EQ,1100
37,CONCORDBIO,EQ,27
38,CUMMINSIND,EQ,20
39,DBOL,EQ,41
40,DELHIVERY,EQ,25
41,DHAMPURSUG,EQ,10
42,DODLA,EQ,1
43,EDELWEISS,EQ,11
44,ENTERO,EQ,10
45,FACT,EQ,80
46,FEDERALBNK,EQ,251
47,FEDFINA,EQ,1
48,FOODSIN,EQ,215
49,GAIL,EQ,5
50,GARFIBRES,EQ,9
51,GKWLIMITED,EQ,147
52,GMRP&UI,EQ,1
53,GODFRYPHLP,EQ,10
54,GULFPETRO,EQ,1
55,GVKPIL,EQ,998
56,HAPPSTMNDS,EQ,120
57,HCG,EQ,1
58,HDFCLIFE,EQ,78
59,HDFCVALUE,EQ,81
60,HEG,EQ,1
61,HESTERBIO,EQ,1
62,HILTON,EQ,2
63,HINDZINC,EQ,201
64,HISARMETAL,EQ,4
65,HITECHCORP,EQ,4
66,HNGSNGBEES,EQ,910
67,HUDCO,EQ,27
68,IBULHSGFIN,AC,10
69,IBULHSGFIN,EQ,1
70,IDEA,EQ,1
71,IEL,EQ,500
72,IEX,EQ,595
73,INDHOTEL,EQ,1418
74,INDIAMART,EQ,1
75,INDSWFTLAB,EQ,45
76,IOB,EQ,29500
77,IOC,EQ,50
78,IRCTC,EQ,51
79,ITC,EQ,136
80,ITETFADD,EQ,10727
81,JIOFIN,EQ,50
82,JPOLYINVST,EQ,1
83,JSWINFRA,EQ,8
84,JUBLFOOD,EQ,49
85,JYOTICNC,EQ,27
86,KELLTONTEC,EQ,300
87,KMSUGAR,EQ,2
88,KOTAKBANK,EQ,20
89,KRYSTAL,EQ,1116
90,LALPATHLAB,EQ,1
91,LAXMIMACH,EQ,235
92,LEXUS,EQ,95
93,LIQUID,EQ,25
94,LIQUID1,EQ,25
95,LIQUIDBEES,EQ,9
96,LLOYDSENGG,EQ,450
