MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AB,IBULHSGFIN,SEC RE NCD 9.65% SR.I,       980.00,       980.00,       980.00,       975.00,       975.00,                   136800.00,140, ,5,      1063.80,       879.45
N,AN,IBULHSGFIN,SEC RE NCD 9.71% SR.VIII,       903.52,       901.00,       901.00,       860.00,       860.00,                    77610.94,88, ,8,       999.00,       800.00
N,BC,IBULHSGFIN,SEC RE NCD 9.71% SR VIII,      1000.00,      1000.00,      1000.00,      1000.00,      1000.00,                    75000.00,75, ,1,      1000.00,       820.00
N,N0,CHOLAFIN,SEC RE NCD 8.25% SR.I,      1065.00,      1060.00,      1060.00,      1060.00,      1060.00,                     2120.00,2, ,1,      1075.00,      1000.00
N,N0,IBULHSGFIN,SEC RE NCD 9.39% SR.VIII,       924.95,       815.00,       900.00,       815.00,       825.45,                   179509.00,220,XI,4,      1038.00,       815.00
N,N0,IIFLSAMFIN,SEC RE NCD 9.21% SR 1,       971.00,       971.00,       978.00,       970.00,       978.00,                    99543.00,102, ,5,      1050.00,       934.01
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       246.02,       245.00,       248.00,       245.00,       248.00,                    37170.00,150, ,28,       265.98,       242.78
N,N0,NAVIFIN,SEC RE NCD 9.75% SR. I,       996.00,       983.00,       995.99,       983.00,       995.99,                   207343.99,209, ,7,      1007.00,       960.49
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       250.02,       245.00,       250.00,       245.00,       250.00,                     7700.00,31, ,2,       263.74,       240.00
N,N1,NABARD,7.35% TAX FREE TRI SRIIA,      1005.00,      1188.00,      1188.00,      1092.00,      1092.00,                     9120.00,8, ,2,      1443.89,      1005.00
N,N1,NHIT,SEC RE NCD 7.90% STRPP A,       302.00,       302.00,       302.03,       300.95,       301.00,                   812263.87,2697, ,29,       316.90,       295.00
N,N1,PEL,SEC RE NCD 9.05% SR II,      1027.00,      1027.00,      1030.00,      1027.00,      1030.00,                    29843.00,29, ,2,      1032.00,       983.87
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1084.33,      1084.00,      1084.00,      1081.01,      1081.02,                   550654.11,508, ,5,      1209.99,      1060.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       250.45,       244.19,       250.00,       244.19,       250.00,                    10191.90,41, ,3,       262.98,       241.80
N,N2,IRFC,BOND 8.10% PA TAX FREE S2,      1110.71,      1105.00,      1105.00,      1103.12,      1103.35,                    44134.20,40, ,2,      1180.00,      1065.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1128.10,      1128.55,      1128.55,      1128.55,      1128.55,                    11285.50,10, ,1,      1215.90,      1062.30
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1120.00,      1112.50,      1120.00,      1112.50,      1120.00,                    22325.00,20, ,2,      1177.00,      1062.20
N,N2,NHIT,SEC RE NCD 7.90% STRPP B,       302.92,       303.92,       303.92,       300.80,       302.45,                   729172.80,2414, ,29,       320.00,       299.00
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1084.00,      1084.67,      1084.67,      1084.20,      1084.20,                   542328.60,500, ,4,      1155.00,      1041.47
N,N3,BRITANNIA,UNSEC RED NCD 5.50%,        30.15,        30.11,        30.20,        30.11,        30.18,                    47731.32,1583, ,55,        30.69,        25.00
N,N3,IIFCL,8.66% TAX FREE NCD,      1270.00,      1330.00,      1330.00,      1105.00,      1105.00,                     9740.00,8, ,2,      1354.00,      1102.00
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       260.00,       253.50,       260.00,       253.50,       255.00,                    13080.00,51, ,4,       268.55,       218.00
N,N3,NHIT,SEC RE NCD 7.90% STRPP C,       408.18,       404.17,       406.50,       404.17,       406.00,                  1867583.62,4601, ,24,       428.46,       392.00
N,N3,NHPC,8.67% SEC RED BOND S3A,      1325.00,      1095.60,      1095.60,      1095.60,      1095.60,                     1095.60,1, ,1,      1739.80,      1095.60
N,N4,IIFCL,8.91% TAX FREE NCD,      1294.09,      1291.00,      1291.00,      1271.00,      1271.31,                  2259790.03,1772, ,16,      1359.90,      1241.02
N,N4,INCREDFIN,SEC RE NCD 9.45% SR.I,       965.00,       950.00,       950.00,       950.00,       950.00,                    10450.00,11, ,1,      1015.03,       947.01
N,N4,IRFC,7.34 NCD 19FEB28 TR1 SR2,      1100.00,      1095.00,      1100.00,      1095.00,      1100.00,                  1125800.00,1028, ,6,      1169.90,      1050.50
N,N4,NAVIFIN,SEC RE NCD 9.75% SR. IV,      1067.00,      1050.00,      1050.00,      1050.00,      1050.00,                     1050.00,1, ,1,      1097.98,       985.00
N,N4,TATACAPHSG,SEC RED NCD 8.01% SR.II,      1005.00,      1010.00,      1010.00,      1010.00,      1010.00,                   243410.00,241, ,1,      1100.01,       951.00
N,N4,UGROCAP,SEC RED NCD 10.40% SR.III,       996.00,       997.00,       997.00,       996.49,       996.49,                    49831.70,50, ,5,      1014.80,       951.00
N,N5,CHOLAFIN,SEC RE NCD SR.VI,      1020.04,      1020.00,      1020.00,      1020.00,      1020.00,                   510000.00,500, ,5,      1045.00,       991.00
N,N5,CREDITACC,SEC RE NCD 10% SR. V,      1024.00,      1020.40,      1020.40,      1020.40,      1020.40,                    48979.20,48, ,1,      1072.00,       888.00
N,N5,HUDCO,7.51 NCD 16FEB28 TR1 SR2,      1080.11,      1078.51,      1084.99,      1078.50,      1079.00,                   712014.40,660, ,9,      1154.98,      1067.25
N,N5,IIFLSAMFIN,SEC RE NCD 10.50% SR 6,       995.00,       995.00,       995.00,       995.00,       995.00,                  1004950.00,1010, ,8,      1050.00,       965.00
N,N5,IIHFL,UNSEC RE NCD 9.60% SR.II,       949.79,       945.00,       949.79,       926.28,       933.76,                  1621348.56,1730,XI,26,      1006.00,       911.00
N,N5,IREDA,IREDA 8.80NCDTR I SR II B,      1149.90,      1136.11,      1155.10,      1136.11,      1155.10,                   579606.00,510, ,2,      1299.99,      1130.01
N,N5,NHAI,8.50% TAX FREE TR I S IIA,      1135.00,      1170.00,      1170.00,      1170.00,      1170.00,                     1170.00,1, ,1,      1252.00,      1003.66
N,N5,NHBTF2014,BOND 8.88%PA TF TR-I S 2B,      5944.00,      5900.00,      5900.00,      5900.00,      5900.00,                   118000.00,20, ,1,      6150.00,      5215.00
N,N5,NHPC,8.79% SEC RED BOND S2B,      1149.99,      1149.99,      1149.99,      1149.99,      1149.99,                     3449.97,3, ,1,      1299.90,      1090.53
N,N6,IIFL,UNSEC RED NCD 10.0% SR. V,       970.00,       970.00,       994.90,       970.00,       970.00,                   164729.70,168, ,8,      1078.00,       875.20
N,N6,IIHFL,UNSEC RE NCD 0% SR.III,      1121.00,      1121.00,      1121.00,      1121.00,      1121.00,                    11210.00,10, ,1,      1299.90,      1046.60
N,N6,IREDA,IREDA 8.80NCDTR I SR IIIB,      1295.59,      1295.29,      1295.29,      1284.00,      1284.00,                    32156.45,25, ,3,      1399.80,      1243.64
