Symbol,Security,From Series,To Series,Change Date,Remarks
JPASSOCIAT,JAIPRAKASH ASSOCIATES LIMITED,EQ,BE,06-JUN-2024,"-"
QUESTLAB,QUEST LABORATORIES LIMITED,ST,SM,06-JUN-2024,"-"
