"Security Name","Symbol Name","Trade Date","Quantity"
"CG POWER AND INDUSTRIAL SOLUTIONS LIMITED","CGPOWER","05-Jun-2024","49"
"SCHAEFFLER INDIA LIMITED","SCHAEFFLER","05-Jun-2024","8"
"ASTER DM HEALTHCARE LTD","ASTERDM","05-Jun-2024","150"
"IRCON","IRCON","05-Jun-2024","624"
"AU SMALL FINANCE BANK LIMITED","AUBANK","05-Jun-2024","19954"
"MARICO LIMITED","MARICO","05-Jun-2024","331200"
