2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0006666.50,0006666.00,0006698.65,0006617.01,0006698.65,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0006630.01,0006762.61,0006762.61,0006650.00,0006677.65,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0006646.64,0006646.64,0006719.90,0006640.00,0006677.36,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0006639.00,0006639.00,0006689.00,0006639.00,0006669.00,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0006620.42,0006621.00,0006699.99,0006621.00,0006655.00,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0006626.74,0006630.02,0006685.00,0006630.02,0006664.29,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0006648.20,0006666.01,0006679.00,0006650.01,0006652.00,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0006797.08,0006762.01,0006820.00,0006762.01,0006775.00,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.50% GOLDBONDS2025SR-III     ,SGBOCT25  ,GB,N,0006800.00,0006849.00,0006890.00,0006801.00,0006801.00,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.50% GOLDBONDS2025SR-IV      ,SGBOCT25IV,GB,N,0006753.50,0006753.50,0006884.99,0006753.50,0006884.99,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.50% GOLDBONDS2025SR-V       ,SGBOCT25V ,GB,N,0006799.00,0006799.00,0006890.00,0006775.00,0006890.00,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.50% GOLDBONDS2025SR-VII     ,SGBNOV25  ,GB,N,0006750.00,0006800.00,0006891.00,0006800.00,0006891.00,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.50%GOLDBONDS 2025 SR-X      ,SGBDEC25  ,GB,N,0006969.00,0006969.00,0006969.00,0006969.00,0006969.00,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.50%GOLDBONDS 2025TR-VII     ,SGBMAR25  ,GB,N,0006782.40,0006800.00,0006805.00,0006751.00,0006754.10,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
2.50%GOLDBONDS2025SR-VIII     ,SGBNOV258 ,GB,N,0006749.00,0006749.00,0006749.00,0006749.00,0006749.00,    ,              ,                  ,0000000.00,0000000.00,02-APR-2024,        
