Sr. No,Symbol,Series,Security Name,From,To
1,MSPL,EQ,MSP STEEL & POWER LIMITED,10,5
2,ONELIFECAP,BE,ONELIFE CAPITAL ADVISORS LIMITED,10,5
3,PARSVNATH,EQ,PARSVNATH DEVELOPERS LIMITED,10,5
4,ALPEXSOLAR,SM,ALPEX SOLAR LIMITED,20,10
5,NRL,EQ,NUPUR RECYCLERS LIMITED,20,10
6,PALREDTEC,BE,PALRED TECHNOLOGIES LIMITED,20,5
7,ALANKIT,BE,ALANKIT LIMITED,5,2
8,IL&FSENGG,BZ,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LIMITED,5,2
