Symbol,Security,From Series,To Series,Change Date,Remarks
ASHAPURMIN,ASHAPURA MINECHEM LIMITED,EQ,BE,03-APR-2024,"-"
PRATHAM,PRATHAM EPC PROJECTS LIMITED,ST,SM,03-APR-2024,"-"
