Confirmed list of securities to be auctioned in A 2024163 to be held on Aug 30 2024.

Sr No,Symbol,Series,Total Qty
1,AAREYDRUGS,EQ,41034
2,AARTIDRUGS,EQ,51
3,ABB,EQ,2884
4,ABBOTINDIA,EQ,466
5,ABCAPITAL,EQ,5400
6,ABFRL,EQ,12332
7,ACC,EQ,301
8,ACE,EQ,15
9,ACLGATI,EQ,400
10,ADANIENT,EQ,1211
11,ADANIPORTS,EQ,1600
12,ADSL,EQ,100
13,AEGISLOG,EQ,2
14,AJOONI,EQ,2372
15,ALKEM,EQ,800
16,ALLCARGO,EQ,1000
17,AMBER,EQ,10
18,AMBUJACEM,EQ,900
19,AMRUTANJAN,EQ,4
20,APLAPOLLO,EQ,11
21,APOLLOHOSP,EQ,125
22,ARVINDFASN,EQ,32
23,ASAHIINDIA,EQ,37
24,ASAL,EQ,27
25,ASHOKLEY,EQ,84900
26,ASIANPAINT,EQ,1000
27,ASTRAL,EQ,734
28,ATUL,EQ,225
29,AUBANK,EQ,8000
30,AUROPHARMA,EQ,6309
31,AVADHSUGAR,EQ,500
32,AXISBANK,EQ,3748
33,AXISCADES,EQ,1
34,AXISHCETF,EQ,48
35,BAGFILMS,EQ,1000
36,BAJAJ-AUTO,EQ,2996
37,BAJAJFINSV,EQ,1501
38,BAJFINANCE,EQ,7561
39,BALKRISIND,EQ,1500
40,BALPHARMA,EQ,1
41,BALRAMCHIN,EQ,48045
42,BANDHANBNK,EQ,5900
43,BATAINDIA,EQ,1875
44,BBL,EQ,2
45,BBTC,EQ,9
46,BEL,EQ,17100
47,BERGEPAINT,EQ,1320
48,BHAGERIA,EQ,7
49,BHARATFORG,EQ,500
50,BHARATGEAR,EQ,21
51,BHARTIARTL,EQ,9149
52,BHEL,EQ,89249
53,BIL,EQ,7
54,BLISSGVS,EQ,191
55,BLKASHYAP,EQ,3000
56,BLS,EQ,47
57,BLSE,EQ,75
58,BOSCHLTD,EQ,225
59,BPCL,EQ,39497
60,BRIGADE,EQ,15
61,BSLSENETFG,EQ,16
62,BSOFT,EQ,2
63,CAMS,EQ,25
64,CANFINHOME,EQ,17884
65,CCL,EQ,26
66,CEATLTD,EQ,100
67,CESC,EQ,107
68,CHAMBLFERT,EQ,20777
69,CHEMFAB,EQ,2
70,CHOLAFIN,EQ,47
71,CHOLAHLDNG,EQ,18
72,CIGNITITEC,EQ,1
73,CINEVISTA,EQ,1055
74,CIPLA,EQ,5832
75,CMSINFO,EQ,31
76,COALINDIA,EQ,4200
77,COFORGE,EQ,300
78,COLPAL,EQ,3248
79,CONS,EQ,16
80,COROMANDEL,EQ,12167
81,CPSEETF,EQ,9
82,CROMPTON,EQ,10796
83,CUB,EQ,7452
84,CUMMINSIND,EQ,7
85,DABUR,EQ,2500
86,DALBHARAT,EQ,551
87,DALMIASUG,EQ,500
88,DELTACORP,EQ,2
89,DEVYANI,EQ,4567
90,DIVISLAB,EQ,800
91,DIXON,EQ,1403
92,DLF,EQ,3154
93,DRREDDY,EQ,1243
94,EBBETF0430,EQ,7
95,EBBETF0433,EQ,2
96,EICHERMOT,EQ,350
97,EIHOTEL,EQ,80
98,EMBASSY,RR,948
99,EMSLIMITED,EQ,1
100,EMUDHRA,EQ,1
101,ENDURANCE,EQ,7
102,EPL,EQ,2
103,EQUITASBNK,EQ,167
104,ESCORTS,EQ,989
105,ESFL,SM,600
106,ESILVER,EQ,114
107,ESTER,EQ,1
108,EXIDEIND,EQ,21625
109,FEDERALBNK,EQ,5000
110,FINOPB,EQ,100
111,FIVESTAR,EQ,35
112,FOODSIN,EQ,3
113,GANDHAR,EQ,44
114,GENUSPOWER,EQ,3849
115,GHCLTEXTIL,EQ,47
116,GLENMARK,EQ,5405
117,GMRINFRA,EQ,11250
118,GNFC,EQ,5
119,GODREJAGRO,EQ,650
120,GODREJCP,EQ,4789
121,GODREJPROP,EQ,1894
122,GOKULAGRO,EQ,1
123,GOLDIAM,EQ,120
124,GOLDTECH,EQ,60
125,GRANULES,EQ,12000
126,GRASIM,EQ,2500
127,GSEC10IETF,EQ,9
128,GSPL,EQ,2
129,GTL,EQ,20
130,GUJGASLTD,EQ,1390
131,GULFOILLUB,EQ,1
132,HAL,EQ,2062
133,HAVELLS,EQ,1500
134,HCLTECH,EQ,5017
135,HDFCAMC,EQ,781
136,HDFCBANK,EQ,3974
