Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,30082024,4904641803,0002475
Trade Date <30-AUG-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,550,550,100.00
20,2,0MOFSL27,N3,40,20,50.00
20,3,1003ISFL28,N4,9,9,100.00
20,4,1015ECL29,NR,605,605,100.00
20,5,1018GS2026,GS,5519,5516,99.95
20,6,1025SCL34,Z8,110,110,100.00
20,7,1025SCL34A,ZT,1,1,100.00
20,8,1025UCL25,N8,12,12,100.00
20,9,1030ICCL28,NM,3,3,100.00
20,10,1035UCL26,NA,245,238,97.14
20,11,1040UCL25,N4,49,46,93.88
20,12,1049DLS25A,Y5,111,111,100.00
20,13,1050NFL26,N7,25,25,100.00
20,14,1050UCL25,N7,563,563,100.00
20,15,1065NFL27,NC,1355,1355,100.00
20,16,1075SCL33A,N2,63,62,98.41
20,17,1075UCL25,N9,1,1,100.00
20,18,10CAGL27,N5,45,45,100.00
20,19,10IFSL26,N7,1,1,100.00
20,20,10IIFL28,N4,1250,1250,100.00
20,21,10IIFL28A,NE,248,248,100.00
20,22,10IIFL29,N6,57,57,100.00
20,23,10NFL25,N9,18,18,100.00
20,24,10NIDO26,N6,220,220,100.00
20,25,1119NFL27,ND,10,5,50.00
20,26,11DLSL25,NV,10,10,100.00
20,27,182D051224,TB,300,300,100.00
20,28,182D060225,TB,3200,3200,100.00
20,29,182D111024,TB,1000,1000,100.00
20,30,182D141124,TB,6500,6500,100.00
20,31,182D200225,TB,2400,2400,100.00
20,32,182D221124,TB,1100,1000,90.91
20,33,182D241024,TB,100,100,100.00
20,34,182D261224,TB,2500,2500,100.00
20,35,20MICRONS,EQ,218698,78585,35.93
20,36,360ONE,EQ,443925,284861,64.17
20,37,364D020125,TB,9000,9000,100.00
20,38,364D030425,TB,100,100,100.00
20,39,364D080525,TB,5000,5000,100.00
20,40,364D100725,TB,200,200,100.00
20,41,364D150525,TB,6100,6000,98.36
20,42,364D150825,TB,100,100,100.00
20,43,364D190625,TB,200,200,100.00
20,44,364D191224,TB,5000,5000,100.00
20,45,364D210825,TB,300,300,100.00
20,46,364D290525,TB,1000,1000,100.00
20,47,3IINFOLTD,EQ,674860,354909,52.59
20,48,3MINDIA,EQ,4792,2344,48.91
20,49,563GS2026,GS,418,418,100.00
