Confirmed list of securities to be auctioned in A 2024082 to be held on May 03 2024.

Sr No,Symbol,Series,Total Qty
1,AARTIPHARM,EQ,8
2,ABFRL,EQ,285
3,ADANIPORTS,EQ,290
4,ADORWELD,EQ,33
5,ADSL,EQ,79
6,AEGISCHEM,EQ,51
7,AIAENG,EQ,39
8,ALICON,EQ,1
9,ALKALI,EQ,900
10,ALKEM,EQ,68
11,AMBUJACEM,EQ,18022
12,APEX,EQ,50
13,ARROWGREEN,EQ,100
14,ARVIND,EQ,30
15,ASHIANA,EQ,10
16,ASHOKA,EQ,101
17,ASHOKLEY,EQ,815
18,ASIANENE,EQ,150
19,ASIANPAINT,EQ,43
20,ATALREAL,EQ,1406
21,AUROPHARMA,EQ,1010
22,AVANTIFEED,EQ,5
23,AXISILVER,EQ,54
24,BAJEL,EQ,18
25,BANDHANBNK,EQ,45258
26,BANKINDIA,EQ,350
27,BATAINDIA,EQ,355
28,BAYERCROP,EQ,4
29,BEARDSELL,EQ,72
30,BEL,EQ,25
31,BFINVEST,EQ,11
32,BHARATFORG,EQ,1304
33,BHARATWIRE,EQ,1760
34,BHEL,EQ,50
35,BIGBLOC,EQ,57
36,BIOCON,EQ,12004
37,BLISSGVS,EQ,1
38,BLUESTARCO,EQ,13
39,BPCL,EQ,101
40,CAREERP,EQ,715
41,CASTROLIND,EQ,118
42,CELEBRITY,EQ,25
43,CENTRALBK,EQ,50
44,CENTRUM,EQ,1
45,CESC,EQ,320
46,CHEMPLASTS,EQ,3
47,CONCOR,EQ,1317
48,COROMANDEL,EQ,80
49,COUNCODOS,EQ,4064
50,CUB,EQ,100
51,DABUR,EQ,4
52,DBREALTY,EQ,500
53,DBSTOCKBRO,EQ,284
54,DCBBANK,EQ,10
55,DGCONTENT,EQ,16
56,DICIND,EQ,10
57,DLF,EQ,1
58,DMCC,EQ,2
59,EGOLD,EQ,136
60,EICHERMOT,EQ,3304
61,ENGINERSIN,EQ,400
62,EPACK,EQ,1
63,EXIDEIND,EQ,9
64,FACT,EQ,251
65,FIEMIND,EQ,8
66,FORCEMOT,EQ,50
67,FORTIS,EQ,1046
68,GANESHHOUC,EQ,101
69,GANGESSECU,EQ,14
70,GEECEE,EQ,80
71,GENSOL,EQ,2
72,GEPIL,EQ,261
73,GILT5YBEES,EQ,452
74,GINNIFILA,EQ,1236
75,GMRP&UI,EQ,10433
76,GOLDTECH,EQ,85
77,GOODLUCK,EQ,10
78,GPTHEALTH,EQ,10
79,GRANULES,EQ,1155
80,GSEC10IETF,EQ,2
81,GSLSU,EQ,233
82,GTLINFRA,EQ,2477105
83,GUFICBIO,EQ,5
84,HARDWYN,EQ,1
85,HATHWAY,EQ,20000
86,HINDALCO,EQ,1
87,HINDMOTORS,EQ,48143
88,HIRECT,EQ,49
89,HMAAGRO,EQ,2027
90,HPL,EQ,70
91,IBREALEST,EQ,95
92,ICICIBANK,EQ,62000
93,ICICIPRULI,EQ,4384
94,IDEA,EQ,43094
95,IDFNIFTYET,EQ,4
96,IEL,EQ,1947
97,IFCI,EQ,475089
98,IGL,EQ,6604
99,IIFLSEC,EQ,1
100,INDIGO,EQ,66
101,INDSWFTLAB,EQ,4
102,IOC,EQ,500
103,IOLCP,EQ,276
104,IPCALAB,EQ,2531
105,IRCON,EQ,100
106,IREDA,EQ,100
107,IRFC,EQ,4450
108,ISEC,EQ,100
109,JIOFIN,EQ,100
110,JISLJALEQS,EQ,402
111,JNKINDIA,EQ,1
112,JSFB,EQ,170
113,JUBLFOOD,EQ,1292
114,JUSTDIAL,EQ,2
115,KESORAMIND,EQ,8
116,KIRLPNU,EQ,5589
117,KOTAKBANK,EQ,336
118,KPIL,EQ,2
119,LEMONTREE,EQ,25
120,LEXUS,EQ,224
121,LIBAS,EQ,1
122,LINDEINDIA,EQ,8
123,LODHA,EQ,351
124,LTF,EQ,100
125,LUPIN,EQ,529
126,MAHLIFE,EQ,9
127,MAXESTATES,EQ,2016
128,MAXIND,EQ,4
129,MAYURUNIQ,EQ,100
130,MCDOWELL-N,EQ,3770
131,MEGASOFT,EQ,100
132,MGEL,EQ,1724
