MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AX,948SCL26I,SEC RE NCD 9.48% SR V,       878.00,       730.20,       875.00,       730.20,       870.00,                    38089.00,51, ,7,      1095.00,       670.10
N,BC,971SCL28I,SEC RE NCD 9.71% SR VIII,       880.00,       909.90,       909.90,       909.90,       909.90,                     4549.50,5, ,1,      1020.00,       820.00
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,       994.00,       993.00,       993.00,       992.50,       992.62,                    49631.00,50, ,4,      1005.00,       950.00
N,N0,965SCL25C,SEC RE NCD 9.39% SR.VIII,       888.80,       888.80,       888.80,       888.80,       888.80,                    48884.00,55, ,5,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       995.00,       990.00,       996.00,       990.00,       996.00,                   102582.00,103, ,7,      1010.00,       960.49
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       306.60,       306.76,       306.76,       306.01,       306.33,                   337586.95,1102, ,13,       316.90,       295.00
N,N1,905PEL26,SEC RE NCD 9.05% SR II,      1061.00,      1055.00,      1055.00,      1055.00,      1055.00,                     5275.00,5, ,1,      1061.00,       983.87
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       248.50,       245.01,       247.50,       245.00,       246.52,                    87622.28,357, ,13,       263.74,       240.00
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1136.74,      1140.00,      1140.00,      1135.10,      1135.62,                  1650414.55,1453, ,18,      1333.20,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       305.11,       310.00,       310.00,       306.40,       306.40,                   429270.40,1401, ,6,       319.87,       298.45
N,N2,810IRFC27,BOND 8.10% PA TAX FREE S2,      1123.66,      1123.50,      1123.50,      1118.00,      1119.55,                  5630592.10,5029, ,40,      1179.49,      1065.00
N,N2,82HUDCO27,8.20 NCD05MAR27 FV 1000,      1091.11,      1091.05,      1094.00,      1090.00,      1094.00,                  4603010.33,4221, ,25,      1209.99,      1060.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1130.94,      1130.94,      1134.79,      1120.00,      1129.08,                  4890983.10,4355, ,29,      1177.00,      1062.20
N,N2,920PEL28,SEC RE NCD 9.20% SR III,      1074.00,      1050.00,      1055.00,      1050.00,      1055.00,                    57775.00,55, ,2,      1074.00,       991.00
N,N2,9MMFSML,9.00% UNSECURED NCD,      1020.00,      1020.00,      1020.00,      1019.00,      1019.98,                   246801.75,242, ,6,      1131.00,       996.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       249.98,       245.51,       249.80,       243.04,       244.65,                   103648.22,419, ,15,       262.00,       240.00
N,N3,79NHIT47,SEC RE NCD 7.90% STRPP C,       410.01,       410.00,       410.00,       410.00,       410.00,                    14350.00,35, ,1,       439.00,       392.00
N,N3,935PEL33,SEC RE NCD 9.35% SR IV,      1055.00,      1055.00,      1055.00,      1055.00,      1055.00,                     5275.00,5, ,1,      1115.01,       983.00
N,N3,94NFL24,SEC RE NCD 9.40% SR. III,       991.80,       991.80,       991.80,       991.20,       991.20,                    21813.60,22, ,3,      1010.65,       901.00
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       248.00,       248.00,       248.50,       246.00,       246.50,                   309784.90,1250, ,9,       266.50,       240.00
N,N3,M&MFIN,UNSECURED NCD,      2004.10,      2008.90,      2289.00,      1750.00,      2160.33,                 51298064.15,26013, ,622,      2289.00,      1750.00
N,N4,1003ISFL28,SEC RE NCD 10.03% SR 5,       994.00,       993.99,       995.00,       972.00,       994.77,                   139910.63,141, ,7,      1018.99,       933.00
N,N4,10IIFL28,UNSEC RE NCD 10% SR.I,       934.00,       935.00,       949.00,       934.00,       943.73,                   257119.00,273, ,13,      1040.00,       920.00
N,N4,801TCH25,SEC RED NCD 8.01% SR.II,       998.00,       999.00,      1000.00,       999.00,       999.00,                    27973.00,28, ,5,      1100.01,       951.00
N,N4,888SCL25E,SEC RE NCD 10.25% SR XII,       990.00,       990.00,       990.00,       990.00,       990.00,                   445500.00,450, ,2,      1010.00,       900.00
N,N4,891IIFCL34,8.91% TAX FREE NCD,      1295.00,      1315.00,      1315.00,      1315.00,      1315.00,                    26300.00,20, ,1,      1359.90,      1241.02
N,N4,897MOFSL29,SEC RE NCD 8.97% SR V,      1006.00,      1006.00,      1006.00,      1006.00,      1006.00,                    10060.00,10, ,1,      1018.00,       990.00
N,N4,945IFSL25,SEC RE NCD 9.45% SR.I,       963.20,       971.00,       971.00,       971.00,       971.00,                   388400.00,400, ,14,      1170.00,       941.00
N,N4,975NFL24,SEC RE NCD 9.75% SR. IV,      1006.00,      1006.00,      1006.00,      1006.00,      1006.00,                     7042.00,7, ,1,      1071.21,       985.00
N,N5,10CAGL27,SEC RE NCD 10% SR. V,      1012.10,      1015.00,      1015.00,      1015.00,      1015.00,                     5075.00,5, ,1,      1060.00,       888.00
N,N5,751HUDCO28,7.51 NCD 16FEB28 TR1 SR2,      1086.25,      1088.76,      1088.76,      1088.76,      1088.76,                   326628.00,300, ,1,      1154.98,      1065.00
N,N5,830PFCL27,8.30% TAX FREE NCD,      1125.00,      1110.60,      1110.60,      1110.60,      1110.60,                   177696.00,160, ,3,      1179.90,      1054.00
N,N5,873NTPC28,8.73%S-R-NCD SERIES 2B,      1179.00,      1178.72,      1178.72,      1178.70,      1178.71,                    23574.20,20, ,2,      1374.90,      1103.66
N,N5,935LTF29,SE RE NCD 9.35% SR.V OP2,      1063.46,      1063.10,      1079.00,      1063.10,      1071.56,                   273326.70,256, ,8,      1150.00,      1032.00
N,N5,96IIFL28,UNSEC RE NCD 9.60% SR.II,       934.70,       935.40,       941.99,       926.05,       941.00,                  4392928.16,4676, ,31,       997.00,       910.00
N,N6,1075NFL25,SEC RE NCD 10.75% SR.III,      1002.50,       971.00,       980.10,       950.10,       980.10,                    96011.00,101, ,5,      1093.00,       950.10
N,N6,10IIFL29,UNSEC RED NCD 10.0% SR. V,       997.00,       961.01,       997.00,       961.01,       997.00,                   449014.00,462, ,5,      1049.80,       875.20
N,N6,10NIDO26,SEC RED NCD 10% SR. VI,       961.00,       962.00,       962.00,       955.00,       960.00,                   909208.50,948, ,20,      1070.00,       952.00
N,N6,704IRFC28,BOND 7.04% PA TAX FREE S2,      1086.15,      1100.00,      1100.00,      1100.00,      1100.00,                   326700.00,297, ,1,      1262.00,      1032.00
N,N6,83TCHF25,SEC RED NCD 8.30% SR.III,      1035.11,      1065.00,      1065.00,      1053.99,      1053.99,                     2118.99,2, ,2,      1160.00,       977.44
N,N6,846REC28,BOND 8.46% TAX FREE S2A,      1164.99,      1160.00,      1160.00,      1160.00,      1160.00,                    11600.00,10, ,2,      1259.00,      1070.00
