Confirmed list of securities to be auctioned in A 2024078 to be held on Apr 26 2024.

Sr No,Symbol,Series,Total Qty
1,AARTIDRUGS,EQ,65
2,AARTIIND,EQ,3893
3,ABB,EQ,250
4,ABBOTINDIA,EQ,55
5,ABCAPITAL,EQ,11833
6,ABFRL,EQ,2000
7,ABINFRA,SM,4000
8,ABMINTLLTD,EQ,116
9,ACC,EQ,300
10,ADANIENT,EQ,1942
11,ADANIPORTS,EQ,1864
12,ADROITINFO,EQ,149
13,ADVENZYMES,EQ,1
14,AEROFLEX,EQ,1
15,AKI,EQ,3
16,ALKALI,EQ,49
17,ALKEM,EQ,574
18,ALLSEC,EQ,1
19,AMBUJACEM,EQ,1800
20,ANANTRAJ,EQ,2500
21,ANMOL,EQ,1
22,APOLLOTYRE,EQ,2890
23,APOLSINHOT,EQ,10
24,APTECHT,EQ,161
25,ASHOKLEY,EQ,35200
26,ASIANPAINT,EQ,4800
27,ASTRAL,EQ,1124
28,ATUL,EQ,75
29,AUBANK,EQ,1000
30,AUROPHARMA,EQ,1788
31,AUTOIND,EQ,5
32,AWL,EQ,900
33,AXISBANK,EQ,16352
34,AXISILVER,EQ,44
35,AZAD,EQ,33
36,BAJAJ-AUTO,EQ,625
37,BAJAJFINSV,EQ,2000
38,BAJAJHIND,EQ,5000
39,BAJEL,EQ,1066
40,BAJFINANCE,EQ,825
41,BALKRISIND,EQ,10
42,BALMLAWRIE,EQ,3006
43,BANDHANBNK,EQ,15269
44,BANKBARODA,EQ,6337
45,BATAINDIA,EQ,1915
46,BEARDSELL,EQ,250
47,BEL,EQ,23065
48,BERGEPAINT,EQ,205
49,BHARATFORG,EQ,1570
50,BHARTIARTL,EQ,8550
51,BHEL,EQ,84300
52,BINANIIND,EQ,4
53,BIOCON,EQ,2500
54,BLSE,EQ,10
55,BORORENEW,EQ,1
56,BOSCHLTD,EQ,100
57,BPCL,EQ,9172
58,BRITANNIA,EQ,831
59,BSOFT,EQ,4000
60,CANBK,EQ,8154
61,CANFINHOME,EQ,2001
62,CARTRADE,EQ,2
63,CGPOWER,EQ,1000
64,CHAMBLFERT,EQ,3911
65,CHEMPLASTS,EQ,1500
66,CHOLAFIN,EQ,5486
67,CIPLA,EQ,2697
68,CMSINFO,EQ,70
69,COALINDIA,EQ,41572
70,COFFEEDAY,EQ,150
71,COFORGE,EQ,1363
72,COLPAL,EQ,420
73,COMPUSOFT,EQ,194
74,CONCOR,EQ,3000
75,COROMANDEL,EQ,9916
76,COUNCODOS,EQ,264
77,CREATIVEYE,EQ,1
78,CRISIL,EQ,14
79,CUB,EQ,5026
80,CUMMINSIND,EQ,300
81,DABUR,EQ,10177
82,DALBHARAT,EQ,1868
83,DBSTOCKBRO,EQ,205
84,DCBBANK,EQ,500
85,DCMSHRIRAM,EQ,48
86,DEEPAKFERT,EQ,90
87,DEEPAKNTR,EQ,1505
88,DIVISLAB,EQ,631
89,DIXON,EQ,567
90,DLF,EQ,3300
91,DRREDDY,EQ,1831
92,EICHERMOT,EQ,4407
93,EPL,EQ,2
94,ERIS,EQ,16
95,ESCORTS,EQ,1498
96,ESILVER,EQ,99
97,ESTER,EQ,33
98,EXIDEIND,EQ,14400
99,FEDERALBNK,EQ,20000
100,FILATEX,EQ,1
101,FIVESTAR,EQ,4
102,FSL,EQ,189
103,GAIL,EQ,9150
104,GIPCL,EQ,2449
105,GLENMARK,EQ,1585
106,GMDCLTD,EQ,544
107,GMRINFRA,EQ,67501
108,GMRP&UI,EQ,12867
109,GNFC,EQ,1428
110,GOCOLORS,EQ,10
111,GODREJCP,EQ,2156
112,GODREJPROP,EQ,293
113,GPPL,EQ,25
114,GPTINFRA,EQ,650
115,GRANULES,EQ,105
116,GRASIM,EQ,1431
117,GRSE,EQ,3
118,GSPL,EQ,10
119,GUJGASLTD,EQ,6302
120,HAL,EQ,1814
121,HAVELLS,EQ,4006
122,HCC,EQ,100
123,HCLTECH,EQ,9379
124,HDFCAMC,EQ,600
125,HDFCBANK,EQ,97246
126,HDFCLIFE,EQ,4615
127,HEROMOTOCO,EQ,3907
128,HEUBACHIND,EQ,1
129,HINDALCO,EQ,13556
130,HINDCOPPER,EQ,58400
131,HINDPETRO,EQ,5400
132,HINDUNILVR,EQ,300
133,HINDZINC,EQ,100
134,HIRECT,EQ,544
135,HPL,EQ,13
136,ICICIBANK,EQ,2800
137,ICICIGI,EQ,1000
138,ICICIPRULI,EQ,4562
139,IDBI,EQ,50
140,IDEA,EQ,3698234
141,IDFCFIRSTB,EQ,60676
142,IEX,EQ,30510
143,IFCI,EQ,1
144,IGL,EQ,2850
145,IIFL,EQ,50
146,INDHOTEL,EQ,2554
147,INDIAMART,EQ,897
148,INDIGO,EQ,4513
149,INDOWIND,EQ,7
150,INDUSINDBK,EQ,952
151,INDUSTOWER,EQ,22394
152,INFIBEAM,EQ,300
153,INFY,EQ,13232
154,INOXINDIA,EQ,18
155,IOB,EQ,2000
156,IOC,EQ,77600
157,IPCALAB,EQ,674
158,IRCON,EQ,20
159,IRCTC,EQ,2625
160,IRFC,EQ,104
161,ITC,EQ,43246
162,ITI,EQ,10
163,IZMO,EQ,849
164,JAGRAN,EQ,10
165,JAGSNPHARM,EQ,1
166,JAYNECOIND,EQ,1089
167,JBCHEPHARM,EQ,78
168,JINDALPOLY,EQ,709
169,JINDALSAW,EQ,10
170,JINDALSTEL,EQ,21378
