Symbol,Security,From Series,To Series,Change Date,Remarks
BCG,BRIGHTCOM GROUP LIMITED,EQ,BZ,26-APR-2024,"-"
NILASPACES,NILA SPACES LIMITED,EQ,BE,26-APR-2024,"-"
