MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AC,IBULHSGFIN,SEC RE NCD 9.25% SR.II,       955.00,       955.00,       955.00,       955.00,       955.00,                     9550.00,10, ,1,      1127.99,       903.00
N,AI,IBULHSGFIN,SEC RE NCD 9.48% SR.V,       800.00,       925.00,       925.00,       925.00,       925.00,                    18500.00,20, ,1,      1150.00,       800.00
N,AX,IBULHSGFIN,SEC RE NCD 9.48% SR V,       950.63,       963.00,       963.00,       963.00,       963.00,                     4815.00,5, ,1,      1065.00,       900.31
N,BF,IBULHSGFIN,SEC RE NCD 9.65% SR I,      1018.99,       971.00,      1019.00,       971.00,      1019.00,                   294357.00,303, ,2,      1029.00,       910.20
N,BI,IBULHSGFIN,SEC RE NCD SR III,       997.86,       997.86,       997.86,       997.86,       997.86,                    19957.20,20, ,1,      1080.00,       930.00
N,N0,ABFL,SEC RE NCD 8% SR I,      1002.00,      1002.01,      1005.00,      1002.01,      1005.00,                  1315534.12,1312, ,13,      1184.40,       950.63
N,N0,CHOLAFIN,SEC RE NCD 8.25% SR.I,      1004.99,      1000.00,      1000.00,       985.00,       995.64,                   176925.88,177, ,9,      1075.00,       985.00
N,N0,IIFLSAMFIN,SEC RE NCD 9.21% SR 1,       975.00,       975.00,       975.00,       975.00,       975.00,                     2925.00,3, ,2,      1050.00,       934.01
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       250.00,       250.00,       250.30,       250.00,       250.30,                     4001.20,16, ,2,       265.98,       242.78
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       252.00,       252.00,       252.00,       248.15,       252.00,                    10280.85,41, ,5,       263.74,       240.00
N,N1,M&MFIN,8.72% UNSECURED NCD,      1011.50,      1023.00,      1023.00,      1023.00,      1023.00,                    13299.00,13, ,2,      1145.00,       972.00
N,N1,NHIT,SEC RE NCD 7.90% STRPP A,       302.65,       303.00,       304.92,       303.00,       304.00,                   695568.02,2287, ,12,       316.90,       295.00
N,N1,PEL,SEC RE NCD 9.05% SR II,      1028.00,      1032.00,      1032.00,      1032.00,      1032.00,                    30960.00,30, ,1,      1039.00,       983.87
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1091.99,      1080.11,      1081.11,      1080.11,      1081.11,                   314358.07,291, ,6,      1209.99,      1060.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       255.00,       255.00,       255.00,       255.00,       255.00,                     3060.00,12, ,1,       262.98,       241.80
N,N2,IREDA,IREDA 8.55NCDTR I SR II A,      1107.10,      1107.10,      1129.00,      1107.10,      1129.00,                     8944.40,8, ,2,      1650.00,      1080.10
N,N2,IRFC,BOND 8.10% PA TAX FREE S2,      1126.90,      1120.00,      1120.00,      1110.00,      1115.00,                  2017685.58,1805, ,14,      1180.00,      1065.00
N,N2,M&MFIN,9.00% UNSECURED NCD,      1077.10,      1081.00,      1086.00,      1075.00,      1080.63,                  1053820.94,975, ,12,      1131.00,      1011.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1137.99,      1140.00,      1140.00,      1125.00,      1127.62,                  1306225.50,1160, ,39,      1215.90,      1062.30
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1121.50,      1122.00,      1122.25,      1122.00,      1122.20,                   307465.30,274, ,7,      1177.00,      1062.20
N,N2,NHIT,SEC RE NCD 7.90% STRPP B,       302.35,       304.00,       305.00,       302.41,       304.58,                   414171.80,1362, ,11,       320.00,       299.00
N,N3,BRITANNIA,UNSEC RED NCD 5.50%,        30.26,        30.24,        30.41,        30.24,        30.27,                   109063.20,3602, ,94,        30.69,        25.00
N,N3,CREDITACC,SEC RE NCD 9.60% SR. III,      1000.00,       991.00,       991.00,       991.00,       991.00,                   259642.00,262, ,1,      1036.70,       985.00
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       255.00,       255.00,       260.00,       255.00,       260.00,                    24380.00,94, ,6,       268.55,       218.00
N,N3,NAVIFIN,SEC RE NCD 9.40% SR. III,       975.00,       998.00,       998.00,       998.00,       998.00,                     1996.00,2, ,2,      1011.00,       901.00
N,N3,NHIT,SEC RE NCD 7.90% STRPP C,       412.50,       408.50,       411.00,       407.90,       409.00,                   320037.40,781, ,10,       428.46,       392.00
N,N3,PFC,7.60% TAX FREE NCD,      1206.54,      1206.54,      1206.54,      1206.54,      1206.54,                    84457.80,70, ,1,      1279.84,      1119.01
