Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,26042024,3575843649,0002445
Trade Date <26-APR-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1018GS2026,GS,820,820,100.00
20,2,182D031024,TB,800,800,100.00
20,3,182D040724,TB,1000,1000,100.00
20,4,182D060624,TB,300,300,100.00
20,5,182D080824,TB,500,500,100.00
20,6,182D090524,TB,200,200,100.00
20,7,182D111024,TB,800,800,100.00
20,8,182D150824,TB,100,100,100.00
20,9,182D200624,TB,300,300,100.00
20,10,182D241024,TB,200,200,100.00
20,11,182D250724,TB,800,800,100.00
20,12,182D270624,TB,100,100,100.00
20,13,182D290824,TB,6100,6100,100.00
20,14,182D300524,TB,100,100,100.00
20,15,20MICRONS,EQ,211163,112683,53.36
20,16,360ONE,EQ,2460020,1650798,67.11
20,17,364D020125,TB,1000,1000,100.00
20,18,364D031024,TB,95000,95000,100.00
20,19,364D050924,TB,60000,60000,100.00
20,20,364D060225,TB,100,100,100.00
20,21,364D090524,TB,18000,18000,100.00
20,22,364D110425,TB,100,100,100.00
20,23,364D120924,TB,30000,30000,100.00
20,24,364D130225,TB,100,100,100.00
20,25,364D130325,TB,100,100,100.00
20,26,364D180425,TB,100,100,100.00
20,27,364D180724,TB,300,300,100.00
20,28,364D200225,TB,1000,1000,100.00
20,29,364D200325,TB,200,200,100.00
20,30,364D211124,TB,100,100,100.00
20,31,3IINFOLTD,EQ,694162,369506,53.23
20,32,3MINDIA,EQ,4523,3115,68.87
20,33,3PLAND,EQ,4535,4327,95.41
20,34,515GS2025,GS,1,1,100.00
20,35,574GS2026,GS,2511,2511,100.00
20,36,585GS2030,GS,10,10,100.00
20,37,5PAISA,EQ,87993,33973,38.61
20,38,619GS2034,GS,186,93,50.00
20,39,63MOONS,EQ,88925,63091,70.95
20,40,654GS2032,GS,6102,6102,100.00
20,41,667GS2035,GS,10,10,100.00
20,42,667GS2050,GS,1700,1700,100.00
20,43,669GS2024,GS,5626,5626,100.00
20,44,676GS2061,GS,1,1,100.00
20,45,699GS2026,GS,2200,2200,100.00
20,46,706GS2028,GS,28510,27020,94.77
20,47,710GS2029,GS,13323,13322,99.99
20,48,717GS2030,GS,17272,17261,99.94
20,49,718GS2033,GS,20701,20701,100.00
20,50,718GS2037,GS,13428,13428,100.00
20,51,719GS2060,GS,325,325,100.00
20,52,71GS2034,GS,900,900,100.00
20,53,723GS2039,GS,201900,199000,98.56
20,54,725GS2063,GS,29354,29354,100.00
20,55,726GS2032,GS,280153,280153,100.00
20,56,726GS2033,GS,1000,1000,100.00
20,57,727GS2026,GS,2,2,100.00
20,58,732GS2030,GS,501,501,100.00
20,59,733GS2026,GS,12102,12102,100.00
20,60,734GS2064,GS,3200,2000,62.50
20,61,736GS2052,GS,2506,2506,100.00
20,62,737GS2028,GS,38853,38853,100.00
20,63,738GS2027,GS,231139,230738,99.83
20,64,73GS2053,GS,934,770,82.44
20,65,741GS2036,GS,72791,63590,87.36
20,66,743GJ31,SG,100,100,100.00
20,67,743TN33,SG,100,100,100.00
20,68,744AP33,SG,100,100,100.00
20,69,746GS2073,GS,28500,26500,92.98
20,70,747AS33,SG,100,100,100.00
20,71,74GS2062,GS,25958,22782,87.76
20,72,754GS2036,GS,1080342,936559,86.69
20,73,772GS2055,GS,10,10,100.00
20,74,813GS2045,GS,1010,1010,100.00
20,75,817GS2044,GS,10,10,100.00
20,76,824GS2027,GS,4001,4001,100.00
20,77,86GS2028,GS,301,301,100.00
20,78,91D020524,TB,400,400,100.00
20,79,91D040724,TB,2100,2100,100.00
20,80,91D060624,TB,1100,1100,100.00
20,81,91D090524,TB,1000,1000,100.00
20,82,91D120724,TB,100,100,100.00
20,83,91D130624,TB,2700,2700,100.00
20,84,91D160524,TB,300,300,100.00
20,85,91D190724,TB,200,200,100.00
20,86,91D200624,TB,300,200,66.67
20,87,91D230524,TB,3000,2900,96.67
20,88,91D250724,TB,2100,2100,100.00
20,89,92GS2030,GS,29871,29871,100.00
20,90,AAATECH,EQ,93572,40223,42.99
20,91,AAKASH,EQ,441058,326873,74.11
20,92,AARON,EQ,5561,3426,61.61
20,93,AARTIDRUGS,EQ,73241,38211,52.17
20,94,AARTIIND,EQ,1232740,542361,44.00
20,95,AARTIPHARM,EQ,112747,58414,51.81
20,96,AARTISURF,EQ,68168,46093,67.62
20,97,AARTISURF,P1,51,1,1.96
20,98,AARVEEDEN,EQ,20111,11599,57.67
20,99,AARVI,EQ,32859,13493,41.06
20,100,AATMAJ,SM,14000,12000,85.71
20,101,AAVAS,EQ,1049121,343933,32.78
20,102,ABB,EQ,163903,70142,42.79
20,103,ABBOTINDIA,EQ,7664,2938,38.34
20,104,ABCAPITAL,EQ,18859868,6101375,32.35
20,105,ABFL,N0,1312,1312,100.00
20,106,ABFL,N5,50,50,100.00
20,107,ABFRL,EQ,15435184,4844625,31.39
20,108,ABINFRA,SM,4000,4000,100.00
20,109,ABMINTLLTD,EQ,7880,5814,73.78
20,110,ABSLAMC,EQ,520881,358880,68.90
20,111,ABSLBANETF,EQ,2045509,2005033,98.02
20,112,ABSLLIQUID,EQ,25562,22060,86.30
20,113,ABSLNN50ET,EQ,11067,6653,60.12
20,114,ACC,EQ,1110755,435238,39.18
20,115,ACCELYA,EQ,15282,9046,59.19
20,116,ACCENTMIC,SM,31000,26000,83.87
20,117,ACE,EQ,243090,169393,69.68
20,118,ACEINTEG,EQ,8648,6779,78.39
20,119,ACI,EQ,266084,146280,54.98
20,120,ACL,EQ,630791,409670,64.95
20,121,ACLGATI,EQ,609649,307181,50.39
20,122,ACSAL,SM,21000,21000,100.00
20,123,ADANIENSOL,EQ,2056765,1257627,61.15
20,124,ADANIENT,EQ,662764,195777,29.54
20,125,ADANIGREEN,EQ,288470,153741,53.30
20,126,ADANIPORTS,EQ,2565490,1491600,58.14
20,127,ADANIPOWER,EQ,1903380,1113025,58.48
20,128,ADFFOODS,EQ,189397,80213,42.35
20,129,ADL,EQ,8999,7397,82.20
20,130,ADORWELD,EQ,55326,50571,91.41
20,131,ADROITINFO,EQ,434333,380266,87.55
20,132,ADROITPP,E1,133405,133405,100.00
20,133,ADSL,EQ,236310,101443,42.93
20,134,ADVANIHOTR,EQ,107730,56421,52.37
20,135,ADVENZYMES,EQ,112389,65903,58.64
20,136,AEGISCHEM,EQ,4072490,838897,20.60
20,137,AEROFLEX,EQ,585358,215228,36.77
20,138,AETHER,EQ,35572,20778,58.41
20,139,AFFLE,EQ,509807,262810,51.55
20,140,AGARIND,EQ,36093,16849,46.68
20,141,AGARWALFT,ST,12000,9000,75.00
20,142,AGI,EQ,96718,48245,49.88
20,143,AGNI,SM,35000,25000,71.43
20,144,AGRITECH,EQ,4944,3450,69.78
