Symbol,Security,From Series,To Series,Change Date,Remarks
ASPIRE,ASPIRE & INNOVATIVE ADVERTISING LIMITED,ST,SM,19-APR-2024,"-"
BLUEPEBBLE,BLUE PEBBLE LIMITED,ST,SM,19-APR-2024,"-"
DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,EQ,BE,19-APR-2024,"-"
GLOBAL,GLOBAL EDUCATION LIMITED,EQ,BE,19-APR-2024,"-"
MHLXMIRU,MAHALAXMI RUBTECH LIMITED,EQ,BE,19-APR-2024,"-"
PURVA,PURAVANKARA LIMITED,EQ,BE,19-APR-2024,"-"
SRM,SRM CONTRACTORS LIMITED,BE,EQ,19-APR-2024,"-"
