Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,19042024,1263468825,0002400
Trade Date <19-APR-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,182D031024,TB,2000,2000,100.00
20,2,182D060624,TB,100,100,100.00
20,3,182D111024,TB,100,100,100.00
20,4,182D130624,TB,100,100,100.00
20,5,182D160524,TB,100,100,100.00
20,6,182D180724,TB,100,100,100.00
20,7,182D190924,TB,500,500,100.00
20,8,182D200624,TB,200,200,100.00
20,9,182D220824,TB,700,500,71.43
20,10,182D230524,TB,1000,1000,100.00
20,11,182D270624,TB,100,100,100.00
20,12,20MICRONS,EQ,69517,21023,30.24
20,13,360ONE,EQ,957760,286574,29.92
20,14,364D110425,TB,16600,16500,99.40
20,15,364D121224,TB,100,100,100.00
20,16,364D141124,TB,300,300,100.00
20,17,364D200225,TB,100,100,100.00
20,18,364D200325,TB,100,100,100.00
20,19,364D211124,TB,100,100,100.00
20,20,364D250724,TB,100,100,100.00
20,21,3IINFOLTD,EQ,937264,504713,53.85
20,22,3MINDIA,EQ,1820,598,32.86
20,23,522GS2025,GS,98,98,100.00
20,24,563GS2026,GS,200,200,100.00
20,25,574GS2026,GS,39,39,100.00
20,26,579GS2030,GS,200,200,100.00
20,27,585GS2030,GS,1000,1000,100.00
20,28,5PAISA,EQ,154955,71542,46.17
20,29,63MOONS,EQ,70602,34661,49.09
20,30,654GS2032,GS,102363,92312,90.18
20,31,667GS2050,GS,902,902,100.00
20,32,669GS2024,GS,6604,3303,50.02
20,33,676GS2061,GS,3532,3532,100.00
20,34,689GS2025,GS,100,100,100.00
20,35,695GS2061,GS,97,94,96.91
20,36,699GS2026,GS,10000,10000,100.00
20,37,706GS2028,GS,80097,80097,100.00
20,38,710GS2029,GS,18921,16526,87.34
20,39,717GS2030,GS,17620,12762,72.43
20,40,718GS2033,GS,11956,11956,100.00
20,41,718GS2037,GS,8980,8880,98.89
20,42,725GS2063,GS,31921,27486,86.11
20,43,726GS2032,GS,72001,72001,100.00
20,44,726GS2033,GS,2750,2750,100.00
20,45,732GS2030,GS,4800,2400,50.00
20,46,733GS2026,GS,26800,26800,100.00
20,47,736GS2052,GS,11405,11405,100.00
20,48,737GS2028,GS,350,350,100.00
20,49,738GS2027,GS,48586,46887,96.50
20,50,73GS2053,GS,27958,27858,99.64
20,51,741GS2036,GS,6897,6897,100.00
20,52,746GS2073,GS,15201,15201,100.00
20,53,74GS2062,GS,4,4,100.00
