MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AB,IBULHSGFIN,SEC RE NCD 9.65% SR.I,       970.00,       930.20,       930.20,       930.20,       930.20,                     1860.40,2, ,1,      1063.80,       879.45
N,AZ,IBULHSGFIN,SEC RE NCD 10.15% SR VII,      1008.99,      1008.99,      1009.20,      1008.99,      1009.20,                    20181.90,20, ,3,      1025.00,       835.00
N,BF,IBULHSGFIN,SEC RE NCD 9.65% SR I,      1004.67,      1019.00,      1019.00,      1000.00,      1019.00,                    67375.00,67, ,5,      1029.00,       910.20
N,N0,CHOLAFIN,SEC RE NCD 8.25% SR.I,      1060.00,      1000.00,      1000.00,      1000.00,      1000.00,                   190000.00,190,XI,2,      1075.00,      1000.00
N,N0,IBULHSGFIN,SEC RE NCD 9.39% SR.VIII,       915.00,       920.00,       920.00,       920.00,       920.00,                    46000.00,50, ,1,      1038.00,       815.00
N,N0,IIFLSAMFIN,SEC RE NCD 9.21% SR 1,       978.00,       978.00,       978.00,       977.50,       978.00,                    21511.50,22, ,6,      1050.00,       934.01
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       250.50,       251.10,       258.00,       251.10,       254.88,                     9827.90,39, ,6,       265.98,       242.78
N,N1,CREDITACC,SEC RE NCD 9.45% SR. I,      1002.00,      1002.00,      1002.00,      1002.00,      1002.00,                    17034.00,17, ,3,      1033.92,       876.00
N,N1,IIFCL,7.40% TAX FREETRI SRIII,      1175.68,      1295.00,      1298.00,      1060.00,      1151.00,                   555435.34,487, ,8,      1298.00,      1015.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       253.15,       253.15,       255.00,       253.15,       254.07,                   195117.79,768, ,54,       263.74,       240.00
N,N1,NHIT,SEC RE NCD 7.90% STRPP A,       301.75,       301.12,       303.70,       301.12,       302.00,                   115364.82,382, ,8,       316.90,       295.00
N,N2,CHOLAFIN,SEC RE NCD 8.30% SR.III,      1021.00,      1020.00,      1020.00,      1020.00,      1020.00,                    40800.00,40,XI,3,      1224.00,       990.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1082.27,      1081.10,      1087.50,      1081.10,      1085.49,                  1667334.07,1535, ,18,      1209.99,      1060.00
N,N2,IBULHSG,SEC RE NCD 10.75% SR XI,      1010.00,      1005.00,      1010.00,      1005.00,      1008.33,                   300485.00,298, ,2,      1200.00,       927.00
N,N2,IIFLSAMFIN,SEC RE NCD 9.57% SR 3,       995.00,       927.30,       970.00,       927.30,       968.19,                   138235.00,147, ,3,      1009.00,       927.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       248.00,       250.00,       258.77,       250.00,       253.81,                    14430.37,57, ,11,       262.98,       241.80
N,N2,IREDA,IREDA 8.55NCDTR I SR II A,      1140.10,      1107.10,      1107.10,      1107.10,      1107.10,                     1107.10,1, ,1,      1650.00,      1080.10
N,N2,IRFC,BOND 8.10% PA TAX FREE S2,      1107.62,      1107.01,      1108.40,      1106.00,      1108.11,                  2633559.40,2378, ,16,      1180.00,      1065.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1130.00,      1131.00,      1140.00,      1131.00,      1140.00,                   317790.80,279, ,6,      1215.90,      1062.30
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1121.74,      1120.00,      1120.50,      1120.00,      1120.00,                   896150.00,800, ,6,      1177.00,      1062.20
N,N2,NHIT,SEC RE NCD 7.90% STRPP B,       302.50,       302.50,       302.50,       302.50,       302.50,                    42652.50,141, ,3,       320.00,       299.00
N,N2,PFC,7.36% TAX FREE NCD,      1076.00,      1076.01,      1076.01,      1076.01,      1076.01,                   538005.00,500, ,1,      1179.95,      1010.60
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1084.66,      1090.00,      1090.00,      1090.00,      1090.00,                    67580.00,62, ,1,      1155.00,      1041.47
N,N3,BRITANNIA,UNSEC RED NCD 5.50%,        30.21,        30.22,        30.31,        30.16,        30.21,                   103739.13,3432, ,87,        30.69,        25.00
N,N3,IIFLSAMFIN,SEC RE NCD 10% SR 4,      1015.00,      1010.10,      1010.10,      1010.10,      1010.10,                    55555.50,55, ,4,      1015.00,       973.19
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       250.00,       255.00,       264.00,       255.00,       264.00,                    50325.00,191, ,4,       268.55,       218.00
N,N3,NAVIFIN,SEC RE NCD 9.40% SR. III,       996.00,      1000.00,      1000.00,      1000.00,      1000.00,                    50000.00,50, ,1,      1011.00,       901.00
N,N3,NHIT,SEC RE NCD 7.90% STRPP C,       405.04,       405.00,       407.40,       403.21,       407.40,                   269262.19,664, ,10,       428.46,       392.00
