Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,04072024,2017289756,0002519
Trade Date <04-JUL-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,100,100,100.00
20,2,1003IHF30A,NV,47,47,100.00
20,3,1003IIFL29,NC,640,640,100.00
20,4,1003ISFL28,N4,1071,1071,100.00
20,5,1015ECL29,NR,82,82,100.00
20,6,1018GS2026,GS,1003,1003,100.00
20,7,1025IHF34,Z8,145,145,100.00
20,8,1025NFL25,N5,58,50,86.21
20,9,1025UCL25,N8,5,5,100.00
20,10,1035UCL26,NA,276,100,36.23
20,11,1049DLS25A,Y5,2,2,100.00
20,12,1049DLSL25,NX,3,3,100.00
20,13,1050NFL26,N7,210,210,100.00
20,14,1050UCL25,N7,14,14,100.00
20,15,105IIFL29,N7,20,20,100.00
20,16,1060ECL29,NS,500,500,100.00
20,17,1065NFL27,NC,184,184,100.00
20,18,1075IHF33A,N2,100,100,100.00
20,19,10CAGL27,N5,76,76,100.00
20,20,10IFSL26,N7,100,50,50.00
20,21,10IIFL28,N4,210,210,100.00
20,22,10IIFL28A,NE,552,552,100.00
20,23,10NIDO26,N6,1613,1587,98.39
20,24,1102NFL26,N8,8,8,100.00
20,25,1119NFL27,ND,250,250,100.00
20,26,11DLSL25,NV,10,10,100.00
20,27,182D011124,TB,100,100,100.00
20,28,182D110724,TB,100,100,100.00
20,29,182D120924,TB,100,100,100.00
20,30,182D180724,TB,100,100,100.00
20,31,182D181024,TB,200,200,100.00
20,32,20MICRONS,EQ,348402,128783,36.96
20,33,360ONE,EQ,314006,175702,55.95
20,34,364D031024,TB,100,100,100.00
20,35,364D060225,TB,100,100,100.00
20,36,364D080525,TB,100,100,100.00
20,37,364D101024,TB,100,100,100.00
20,38,364D120625,TB,100,100,100.00
20,39,364D180425,TB,400,400,100.00
20,40,364D190625,TB,100,100,100.00
20,41,364D241024,TB,10500,10500,100.00
20,42,364D250724,TB,4000,4000,100.00
20,43,3IINFOLTD,EQ,5021634,2009555,40.02
20,44,3MINDIA,EQ,11808,4301,36.42
20,45,3PLAND,EQ,39615,26047,65.75
20,46,563GS2026,GS,18,18,100.00
20,47,574GS2026,GS,200,200,100.00
20,48,5PAISA,EQ,36289,17060,47.01
20,49,610GS2031,GS,1000,1000,100.00
20,50,63MOONS,EQ,79981,56401,70.52
20,51,654GS2032,GS,1254,1252,99.84
20,52,667GS2035,GS,340,340,100.00
20,53,667GS2050,GS,2020,1998,98.91
20,54,676GS2061,GS,748,748,100.00
20,55,689GS2025,GS,200,200,100.00
20,56,68GS2060,GS,2386,2386,100.00
20,57,695GS2061,GS,9,9,100.00
20,58,699GS2026,GS,100,100,100.00
20,59,699GS2051,GS,100,100,100.00
20,60,702GS2027,GS,34102,29223,85.69
20,61,702GS2031,GS,70,70,100.00
20,62,704GS2029,GS,109,109,100.00
20,63,706GS2028,GS,33000,16500,50.00
20,64,710GS2029,GS,39197,24303,62.00
20,65,717GS2030,GS,20101,20101,100.00
20,66,718GJ28,SG,300,300,100.00
20,67,718GS2033,GS,6900,6900,100.00
20,68,718GS2037,GS,1410,1210,85.82
20,69,71GS2034,GS,2001,2001,100.00
20,70,723GS2039,GS,1890,1600,84.66
20,71,725GS2063,GS,172635,172634,100.00
20,72,726GS2032,GS,32001,17001,53.13
20,73,726GS2033,GS,441,441,100.00
20,74,727GS2026,GS,1,1,100.00
20,75,732GS2030,GS,1500,1500,100.00
20,76,732IRFC25,NI,475,475,100.00
20,77,733GS2026,GS,340,340,100.00
20,78,734GS2064,GS,100,100,100.00
20,79,735IRFC31,NM,128,64,50.00
20,80,736GS2052,GS,43923,43923,100.00
20,81,736PFCL28,N2,18000,18000,100.00
20,82,737GS2028,GS,411,411,100.00
20,83,738GS2027,GS,695365,688662,99.04
20,84,739NHAI26,N8,486,445,91.56
20,85,739NHAI31A,ND,40,40,100.00
20,86,73GS2053,GS,2012461,2012461,100.00
20,87,741GS2036,GS,4002,4001,99.98
20,88,743AP41,SG,200,200,100.00
20,89,746GS2073,GS,80175,78911,98.42
20,90,747HR35,SG,300,300,100.00
20,91,74GS2035,GS,600,600,100.00
20,92,74GS2062,GS,66,66,100.00
20,93,751HUDCO28,N5,80,35,43.75
20,94,753IRFC30,NJ,50,50,100.00
20,95,753NTPC30E,NC,47,47,100.00
20,96,754GS2036,GS,594986,551204,92.64
20,97,758AS33,SG,100,100,100.00
20,98,758GJ32,SG,1000,1000,100.00
20,99,760PFCL35,N3,56,28,50.00
20,100,762NTPC35F,ND,1103,1007,91.30
20,101,764HUDCO31,N8,1,1,100.00
20,102,764IRFC31,NO,139,139,100.00
20,103,764NABAR31,N2,675,675,100.00
20,104,769HUDCO31,N9,239,195,81.59
20,105,769NHAI31,NE,220,211,95.91
20,106,76NHAI31,NA,1176,1167,99.23
20,107,771KL43,SG,100,100,100.00
20,108,79NHIT35,N1,563,563,100.00
20,109,79NHIT40,N2,679,679,100.00
20,110,79NHIT47,N3,343,220,64.14
20,111,810IRFC27,N2,20,20,100.00
20,112,812REC27,NI,201,201,100.00
20,113,81ABFL33,N5,100,100,100.00
20,114,81TCHF28,N8,1,1,100.00
20,115,825IIFL25,N7,270,270,100.00
20,116,828GS2027,GS,1,1,100.00
20,117,829LTF24,NL,1,1,100.00
20,118,82HUDCO27,N2,69,69,100.00
20,119,82IGT31,NJ,100,100,100.00
20,120,830NHAI27,N2,859,703,81.84
20,121,830PFCL27,N5,1572,1422,90.46
20,122,835IHFL23B,YM,15,15,100.00
20,123,842IIFL26,NL,27,27,100.00
20,124,843IHFL29,NC,1,1,100.00
20,125,849NTPC25,N7,72195,68273,94.57
20,126,850IIFL27,NA,1,1,100.00
20,127,85IIFL24,NJ,30,30,100.00
20,128,85IIFL25,NO,26,26,100.00
20,129,85PCHFL24,N6,1,1,100.00
20,130,85TCAPS24,N6,2,0,0.00
20,131,860CIFCL28,NG,25,25,100.00
20,132,862REC33,NA,25,25,100.00
20,133,865IFL28,NZ,2542,2352,92.53
20,134,865IIFL28,NS,90,90,100.00
20,135,865IRFC29,NA,119,119,100.00
20,136,865LTF26,NN,669,669,100.00
20,137,865TCAPS27,N8,519,355,68.40
20,138,866SFL25,ZE,100,100,100.00
20,139,86LTF24,NJ,10,5,50.00
20,140,871REC28,N9,446,346,77.58
20,141,875NHAI29,N6,304,301,99.01
20,142,875PCHFL26,N8,25,25,100.00
20,143,875SFL27,ZF,340,340,100.00
20,144,876HUDCO28,ND,557,557,100.00
20,145,87LTF27,NH,209,209,100.00
20,146,883GS2041,GS,100,100,100.00
20,147,885MOFSL26,N0,10,10,100.00
20,148,888ERFL28,N5,290,290,100.00
20,149,888IHFL25C,NR,250,250,100.00
20,150,889IHFL27,YC,5,5,100.00
20,151,891NTPC33,N6,519,519,100.00
20,152,892PFCL33,N8,636,500,78.62
20,153,894IHFL24,ZR,50,50,100.00
20,154,897MOFSL29,N4,50,50,100.00
20,155,898LTF29,N7,11,11,100.00
20,156,8ABFL26,N0,16,6,37.50
20,157,901HUDCO34,NE,533,515,96.62
20,158,901NHB34,N6,391,390,99.74
20,159,903SFL28,YI,100,100,100.00
20,160,905IH24B,Z9,200,200,100.00
20,161,910CAGL25,N7,8,8,100.00
20,162,915GS2024,GS,2,1,50.00
20,163,915IBHFL26,NE,5,5,100.00
20,164,91D020824,TB,300,300,100.00
20,165,91D050924,TB,100,100,100.00
20,166,91D120724,TB,1500,1500,100.00
20,167,91D120924,TB,100,100,100.00
20,168,91D230824,TB,1600,1600,100.00
20,169,91D250724,TB,1000,1000,100.00
20,170,91D290824,TB,200,200,100.00
20,171,920PEL28,N2,200,200,100.00
20,172,921ISFL25,N0,1,1,100.00
