Confirmed list of securities to be auctioned in A 2024065 to be held on Apr 05 2024.

Sr No,Symbol,Series,Total Qty
1,360ONE,EQ,16
2,AAKASH,EQ,68
3,AARTECH,EQ,19
4,ABCAPITAL,EQ,50
5,ACEINTEG,EQ,12
6,ADANIENT,EQ,2
7,ADANIPOWER,EQ,6
8,AEGISCHEM,EQ,10
9,AJMERA,EQ,1
10,ALKALI,EQ,153
11,ALKEM,EQ,14
12,ALLCARGO,EQ,1000
13,ALPL30IETF,EQ,92
14,APOLLO,EQ,5
15,ARVEE,EQ,34
16,ASHOKA,EQ,3
17,AUBANK,EQ,96
18,AXISBANK,EQ,257
19,AXISBPSETF,EQ,480
20,BAIDFIN,EQ,5
21,BALAMINES,EQ,2
22,BALKRISIND,EQ,74
23,BANDHANBNK,EQ,2
24,BANKETFADD,EQ,500
25,BBETF0432,EQ,21
26,BCG,EQ,32
27,BEARDSELL,EQ,80
28,BFUTILITIE,EQ,45
29,BHARATFORG,EQ,109
30,BHARTIARTL,EQ,328
31,BIL,EQ,30
32,BIRET,RR,47
33,BIRLACORPN,EQ,200
34,BLUEJET,EQ,1
35,BURNPUR,EQ,53
36,CASTROLIND,EQ,15
37,CENTRALBK,EQ,151
38,COCHINSHIP,EQ,20
39,COFFEEDAY,EQ,200
40,CONCOR,EQ,137
41,CONFIPET,EQ,3990
42,CREST,EQ,208
43,DAVANGERE,EQ,152
44,DBSTOCKBRO,EQ,51
45,DCAL,EQ,6
46,DHANI,EQ,975
47,DMCC,EQ,15
48,DOLLAR,EQ,1
49,EBBETF0433,EQ,42
50,EGOLD,EQ,70
51,EICHERMOT,EQ,99
52,EIDPARRY,EQ,1
53,EMBASSY,RR,6
54,ENERGYDEV,EQ,1814
55,ESSARSHPNG,EQ,841
56,EXICOM,EQ,10
57,FCSSOFT,EQ,7682
58,FLAIR,EQ,1
59,GEEKAYWIRE,EQ,25
60,GENESYS,EQ,100
61,GENSOL,EQ,572
62,GMBREW,EQ,100
63,GMMPFAUDLR,EQ,30
64,GMRP&UI,EQ,2707
65,GOACARBON,EQ,100
66,GOCLCORP,EQ,100
67,GOODLUCK,EQ,1
68,GPPL,EQ,731
69,GRAPHITE,EQ,100
70,GRAVITA,EQ,8
71,GSEC10IETF,EQ,2
72,GTLINFRA,EQ,8
73,HATSUN,EQ,1
74,HCLTECH,EQ,52
75,HDFCBANK,EQ,10
76,HEROMOTOCO,EQ,189
77,HINDALCO,EQ,10
78,HIRECT,EQ,285
79,HMAAGRO,EQ,26
80,HOVS,EQ,113
81,HUDCO,EQ,161
82,IBREALEST,EQ,50
83,IBULPP,E1,500
84,ICICIPRULI,EQ,156
85,IDEA,EQ,2024
86,IEL,EQ,52
87,IFGLEXPOR,EQ,3
88,IIFL,ND,1
89,INDOSTAR,EQ,733
90,INDRAMEDCO,EQ,476
91,IREDA,EQ,1
92,IZMO,EQ,458
93,JAICORPLTD,EQ,33
94,JAYNECOIND,EQ,27
95,JPASSOCIAT,EQ,62798
96,JSFB,EQ,51
97,JSWENERGY,EQ,50
98,JUBLINDS,EQ,164
99,JYOTHYLAB,EQ,20
100,KABRAEXTRU,EQ,1
101,KAJARIACER,EQ,1
102,KALYANIFRG,EQ,8
103,KAVVERITEL,EQ,20
104,KHADIM,EQ,100
105,KOTAKBANK,EQ,67
106,KOTHARIPRO,EQ,1
107,LATENTVIEW,EQ,847
108,LAURUSLABS,EQ,1187
109,LICHSGFIN,EQ,1
110,LLOYDSENGG,EQ,1000
111,LTIM,EQ,9
112,LXCHEM,EQ,300
113,MAHABANK,EQ,100
114,MANALIPETC,EQ,202
115,MANGCHEFER,EQ,1
116,MANINFRA,EQ,480
117,MARINE,EQ,394
118,MASPTOP50,EQ,4
119,MAYURUNIQ,EQ,1
120,MEDANTA,EQ,250
121,MEDIASSIST,EQ,20
122,MGL,EQ,180
123,MICEL,EQ,100
124,MIRCELECTR,EQ,68
125,MMTC,EQ,22
126,MODISONLTD,EQ,2
127,MOGSEC,EQ,82
128,MOLDTKPAC,EQ,2
129,MRPL,EQ,2000
130,MUTHOOTFIN,EQ,8
131,NAGAFERT,EQ,2502
132,NHPC,EQ,2600
133,NIF5GETF,EQ,34
134,NILASPACES,EQ,11520
135,NOCIL,EQ,1500
136,NUCLEUS,EQ,20
137,NXST,RR,480
138,ORICONENT,EQ,1
139,ORIENTHOT,EQ,50
140,PANSARI,EQ,79
141,PARAGMILK,EQ,190
142,PATANJALI,EQ,10
143,PATELENG,EQ,13000
144,PDMJEPAPER,EQ,1
145,PLAZACABLE,EQ,6412
146,PNB,EQ,5
147,POONAWALLA,EQ,5
148,PRITI,EQ,303
149,RADHIKAJWE,EQ,300
150,RAMANEWS,EQ,500
151,REDINGTON,EQ,100
152,RITES,EQ,15
153,RKSWAMY,EQ,700
154,RUSTOMJEE,EQ,1
155,RVNL,EQ,300
156,SAKSOFT,EQ,476
157,SALASAR,EQ,6
158,SATIN,EQ,10
159,SBGLP,EQ,2
160,SBIETFPB,EQ,389
161,SCI,EQ,47
162,SCILAL,EQ,154570
163,SELAN,EQ,1
164,SELMC,EQ,6
165,SEPC,EQ,69379
166,SETF10GILT,EQ,61
167,SETFGOLD,EQ,176
168,SHIVAMILLS,EQ,363
169,SHREDIGCEM,EQ,4235
170,SIEMENS,EQ,3
171,SILVERBEES,EQ,20999
172,SMSPHARMA,EQ,346
173,SOBHA,EQ,2
174,SOUTHBANK,EQ,19
175,SOUTHWEST,EQ,3
176,SPENCERS,EQ,2
177,STLTECH,EQ,75
178,SUMIT,EQ,3012
179,SUPRAJIT,EQ,1
180,SURANASOL,EQ,52
181,TATASTEEL,EQ,799
182,TEJASNET,EQ,10
183,TORNTPOWER,EQ,50
184,TRIDENT,EQ,2
185,TRITURBINE,EQ,1
186,TRU,EQ,500
187,UBL,EQ,7
188,UJJIVANSFB,EQ,2800
189,UPL,EQ,30
190,VAISHALI,EQ,6
191,VENUSPIPES,EQ,3
192,VRLLOG,EQ,1
193,WABAG,EQ,10
194,WEBELSOLAR,EQ,719
195,WELCORP,EQ,636
196,ZOMATO,EQ,4050
197,ZYDUSLIFE,EQ,4
