Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,08042024,1544089312,0002384
Trade Date <08-APR-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1018GS2026,GS,7007,3682,52.55
20,2,182D010824,TB,100,100,100.00
20,3,182D031024,TB,800,800,100.00
20,4,182D060624,TB,500,500,100.00
20,5,182D080824,TB,300,300,100.00
20,6,182D090524,TB,100,100,100.00
20,7,182D120924,TB,200,200,100.00
20,8,182D130624,TB,200,200,100.00
20,9,182D160524,TB,500,500,100.00
20,10,182D180424,TB,200,100,50.00
20,11,182D190924,TB,100,100,100.00
20,12,182D200624,TB,3000,3000,100.00
20,13,182D220824,TB,200,200,100.00
20,14,182D230524,TB,200,100,50.00
20,15,182D250724,TB,100,100,100.00
20,16,182D290824,TB,6000,6000,100.00
20,17,20MICRONS,EQ,43211,28022,64.85
20,18,360ONE,EQ,558348,432203,77.41
20,19,364D020125,TB,100,100,100.00
20,20,364D020524,TB,1000,1000,100.00
20,21,364D030425,TB,1700,1700,100.00
20,22,364D051224,TB,5400,5400,100.00
20,23,364D071124,TB,500,500,100.00
20,24,364D090125,TB,3100,3100,100.00
20,25,364D110724,TB,2900,2900,100.00
20,26,364D120924,TB,200,200,100.00
20,27,364D160125,TB,300,300,100.00
20,28,364D180424,TB,2000,2000,100.00
20,29,364D300125,TB,100,100,100.00
20,30,3IINFOLTD,EQ,732527,394240,53.82
20,31,3MINDIA,EQ,5893,4819,81.77
20,32,574GS2026,GS,250,250,100.00
20,33,5PAISA,EQ,50506,19632,38.87
20,34,610GS2031,GS,1200,1200,100.00
20,35,618GS2024,GS,3,3,100.00
20,36,63MOONS,EQ,163983,101482,61.89
20,37,654GS2032,GS,10,10,100.00
20,38,667GS2050,GS,26505,19400,73.19
20,39,669GS2024,GS,491,491,100.00
20,40,676GS2061,GS,10,10,100.00
20,41,68GS2060,GS,104,100,96.15
20,42,695GS2061,GS,2500,2500,100.00
20,43,699GS2026,GS,3050,3050,100.00
20,44,699GS2051,GS,6922,6922,100.00
20,45,706GS2028,GS,3002,3002,100.00
20,46,710GS2029,GS,7137,6570,92.06
20,47,716GS2050,GS,1287,1287,100.00
20,48,717GS2030,GS,300,300,100.00
20,49,718GS2033,GS,265680,265680,100.00
20,50,718GS2037,GS,157960,157960,100.00
20,51,725GJ26,SG,100,100,100.00
20,52,725GS2063,GS,204240,204240,100.00
20,53,726GS2032,GS,69650,69650,100.00
20,54,726GS2033,GS,380,330,86.84
20,55,732GS2030,GS,200,200,100.00
20,56,733GS2026,GS,1350,850,62.96
20,57,736GS2052,GS,10543,10543,100.00
20,58,737GS2028,GS,300,300,100.00
20,59,738GS2027,GS,392347,388710,99.07
20,60,73GS2053,GS,33699,33699,100.00
20,61,741GS2036,GS,150621,126090,83.71
20,62,746GS2073,GS,28420,28420,100.00
20,63,74GS2062,GS,2114,2114,100.00
20,64,754GS2036,GS,1257804,1235353,98.22
20,65,762KL38,SG,100,100,100.00
20,66,824GS2027,GS,2000,1000,50.00
20,67,828GS2027,GS,6961,6961,100.00
20,68,83GS2040,GS,245,245,100.00
20,69,883GS2041,GS,1000,1000,100.00
20,70,91D020524,TB,700,600,85.71
20,71,91D040724,TB,900,900,100.00
20,72,91D060624,TB,1100,1100,100.00
20,73,91D090524,TB,800,800,100.00
20,74,91D130624,TB,2200,2200,100.00
20,75,91D160524,TB,100,100,100.00
20,76,91D180424,TB,1200,1200,100.00
20,77,91D200624,TB,200,200,100.00
20,78,91D230524,TB,1300,1300,100.00
20,79,91D250424,TB,2800,2800,100.00
20,80,91D270624,TB,1200,1200,100.00
20,81,91D300524,TB,500,500,100.00
