Symbol,Security,From Series,To Series,Change Date,Remarks
AKASH,AKASH INFRA PROJECTS LIMITED,BE,EQ,08-APR-2024,"-"
HBSL,HB STOCKHOLDINGS LIMITED,BE,EQ,08-APR-2024,"-"
MASKINVEST,MASK INVESTMENTS LIMITED,BE,EQ,08-APR-2024,"GSM STAGE - I"
SECMARK,SECMARK CONSULTANCY LIMITED,BE,EQ,08-APR-2024,"-"
SPTL,SINTEX PLASTICS TECHNOLOGY LIMITED,BE,BZ,08-APR-2024,"GSM STAGE - 0"
WANBURY,WANBURY LIMITED,BE,EQ,08-APR-2024,"-"
