MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AB,IBULHSGFIN,SEC RE NCD 9.65% SR.I,       980.00,       980.00,       980.00,       980.00,       980.00,                     9800.00,10, ,1,      1063.80,       879.45
N,AJ,IBULHSGFIN,SEC RE NCD SR.VI,      1040.00,      1039.00,      1039.00,      1038.00,      1038.00,                    20770.00,20, ,2,      1080.00,       820.20
N,AL,IBULHSGFIN,SEC RE NCD 10.15% SR.VII,       900.00,       900.00,       900.00,       900.00,       900.00,                     3600.00,4, ,1,      1188.00,       850.00
N,AP,IBULHSGFIN,SEC RE NCD 9.65% SR I,       980.10,      1032.92,      1032.92,      1032.92,      1032.92,                    10329.20,10, ,1,      1148.00,       900.10
N,AR,IBULHSGFIN,SEC RE NCD 9.25% SR II,       962.53,       979.90,       979.90,       979.90,       979.90,                     1959.80,2, ,1,      1110.00,       900.10
N,AT,IBULHSGFIN,SEC RE NCD SR III,      1021.00,       995.48,      1030.55,       995.48,      1030.55,                     4087.13,4, ,2,      1030.55,       830.10
N,AZ,IBULHSGFIN,SEC RE NCD 10.15% SR VII,      1005.00,      1001.37,      1008.99,      1001.37,      1008.99,                    20103.60,20, ,2,      1025.00,       835.00
N,BV,IBULHSGFIN,SEC RE NCD 9.71% SR VIII,       959.00,       980.00,       980.00,       980.00,       980.00,                     1960.00,2, ,1,       990.00,       900.00
N,N0,IIFLSAMFIN,SEC RE NCD 9.21% SR 1,       980.00,       979.00,       979.00,       979.00,       979.00,                    48950.00,50, ,6,      1050.00,       934.01
N,N0,PEL,SEC RE NCD 9.00% SR I,      1034.90,      1025.30,      1025.30,      1025.30,      1025.30,                   205060.00,200, ,1,      1036.00,       985.00
N,N1,CHOLAFIN,SEC RE NCD SR.II,      1064.00,      1036.01,      1064.00,      1030.00,      1043.90,                   163893.65,157, ,5,      1064.00,       950.00
N,N1,IIFLSAMFIN,SEC RE NCD 9.60% SR 2,       990.00,       990.00,       990.00,       990.00,       990.00,                    21780.00,22, ,2,      1020.00,       901.00
N,N1,NHIT,SEC RE NCD 7.90% STRPP A,       312.31,       311.05,       313.00,       310.05,       311.00,                   426101.75,1370, ,13,       316.90,       295.00
N,N1,PFC,7.35% TAX FREE NCD,      1300.00,      1300.00,      1300.00,      1300.00,      1300.00,                   117000.00,90, ,1,      1691.90,      1000.10
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1088.99,      1090.00,      1090.00,      1088.00,      1089.00,                   240749.00,221, ,5,      1209.99,      1060.00
