MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AH,990SCL26D,SEC RE NCD 9.90% SR.IV,       730.20,       711.95,       711.95,       711.95,       711.95,                     2135.85,3, ,1,      1052.61,       680.00
N,AN,971SCL28,SEC RE NCD 9.71% SR.VIII,       931.00,       941.00,       941.00,       941.00,       941.00,                    37640.00,40, ,1,       994.00,       810.21
N,AV,990SCL26I,SEC RE NCD 9.90% SR IV,       900.00,       865.00,       865.00,       865.00,       865.00,                     2595.00,3, ,1,      1240.00,       723.00
N,AX,948SCL26I,SEC RE NCD 9.48% SR V,       845.00,       725.10,       725.10,       725.10,       725.10,                    17402.40,24, ,1,      1095.00,       670.10
N,BC,971SCL28I,SEC RE NCD 9.71% SR VIII,       865.00,       866.00,       866.00,       866.00,       866.00,                      866.00,1, ,1,      1020.00,       820.00
N,BF,965SCL25E,SEC RE NCD 9.65% SR I,      1075.00,      1020.00,      1020.00,      1020.00,      1020.00,                    51000.00,50, ,1,      1085.00,       910.20
N,BI,SCL25B,SEC RE NCD SR III,      1049.12,      1008.20,      1060.00,      1008.20,      1033.40,                   119075.00,115, ,6,      1080.00,       930.00
N,BV,10SCL30A,SEC RE NCD 9.71% SR VIII,       850.00,       849.00,       849.00,       849.00,       849.00,                     2547.00,3, ,1,      1240.00,       770.20
N,N0,8ABFL26,SEC RE NCD 8% SR I,      1055.00,      1050.00,      1055.00,      1050.00,      1055.00,                   437324.85,415, ,7,      1184.40,       901.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       998.00,      1000.00,      1000.00,       999.00,       999.00,                    88936.00,89, ,6,      1010.00,       912.20
N,N0,9PEL25,SEC RE NCD 9.00% SR I,      1075.00,      1057.80,      1057.80,      1057.80,      1057.80,                    16924.80,16, ,2,      1099.00,       985.00
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       248.05,       249.95,       249.99,       249.95,       249.99,                   165989.36,664, ,9,       260.00,       241.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       311.00,       311.10,       313.00,       311.10,       311.72,                   474480.10,1522, ,10,       318.00,       295.00
N,N1,925AEL26,SEC RE NCD 9.25% SR I,      1004.28,      1001.99,      1001.99,      1001.99,      1001.99,                    20039.80,20, ,4,      1004.28,       996.00
N,N1,ABFL26,SEC RE NCD SR II,      1100.00,      1058.00,      1062.00,      1037.00,      1060.46,                   128435.00,121, ,13,      1215.00,       852.40
N,N2,738REC27TF,TAXFREE SEC NCD TR1 S2,      1116.29,      1110.00,      1116.89,      1110.00,      1116.89,                   558092.50,500, ,6,      1155.00,      1041.47
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1135.00,      1135.11,      1136.99,      1135.10,      1135.53,                  1531999.35,1349, ,19,      1333.20,      1120.00
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       309.71,       309.71,       309.71,       309.71,       309.71,                   442885.30,1430, ,3,       319.87,       298.45
N,N2,810IRFC27,BOND 8.10% PA TAX FREE S2,      1132.00,      1131.30,      1132.50,      1131.00,      1132.50,                  1141340.20,1009, ,6,      1170.00,      1065.00
