Symbol,Security,From Series,To Series,Change Date,Remarks
BASML,BANNARI AMMAN SPINNING MILLS LIMITED,EQ,BE,19-SEP-2024,"-"
BINANIIND,BINANI INDUSTRIES LIMITED,EQ,BE,19-SEP-2024,"-"
CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LIMITED,EQ,BE,19-SEP-2024,"-"
HRHNEXT,HRH NEXT SERVICES LIMITED,SM,ST,19-SEP-2024,"-"
LAL,LORENZINI APPARELS LIMITED,EQ,BE,19-SEP-2024,"-"
RAYMONDLSL,RAYMOND LIFESTYLE LIMITED,BE,EQ,19-SEP-2024,"-"
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LIMITED,EQ,BE,19-SEP-2024,"-"
VIPULLTD,VIPUL LIMITED,EQ,BE,19-SEP-2024,"-"
