Symbol,Security,From Series,To Series,Change Date,Remarks
GENCON,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,EQ,BE,12-JUL-2024,"-"
GODHA,GODHA CABCON & INSULATION LIMITED,EQ,BE,12-JUL-2024,"-"
IVP,IVP LIMITED,EQ,BE,12-JUL-2024,"-"
MEDIORG,MEDICAMEN ORGANICS LIMITED,ST,SM,12-JUL-2024,"-"
UMESLTD,USHA MARTIN EDUCATION & SOLUTIONS LIMITED,EQ,BE,12-JUL-2024,"GSM STAGE - 0"
