"Security Name","Symbol Name","Trade Date","Quantity"
"ASIAN PAINTS LIMITED","ASIANPAINT","11-Jul-2024","58200"
"SBI CARDS & PAY SER LTD","SBICARD","11-Jul-2024","84800"
