"Security Name","Symbol Name","Trade Date","Quantity"
"TATA MOTORS LIMITED","TATAMOTORS","05-Sep-2024","56650"
"STERLING & WILSON SO LTD","SWSOLAR","05-Sep-2024","33"
"ULTRATECH CEMENT LIMITED","ULTRACEMCO","05-Sep-2024","100"
"THOMAS COOK (INDIA) LTD  ","THOMASCOOK","05-Sep-2024","14"
