Confirmed list of securities to be auctioned in A 2024168 to be held on Sep 06 2024.

Sr No,Symbol,Series,Total Qty
1,63MOONS,EQ,9245
2,AADHARHFC,EQ,231
3,AARTIIND,EQ,5
4,ABDL,EQ,505
5,ACI,EQ,134
6,ADROITPP1,E1,12
7,ADSL,EQ,2
8,ADVENZYMES,EQ,27
9,AEROFLEX,EQ,100
10,AFFLE,EQ,26
11,AGSTRA,EQ,2
12,AIAENG,EQ,4
13,ALEMBICLTD,EQ,25
14,ALKALI,EQ,1456
15,ALKEM,EQ,42
16,ALPA,EQ,68
17,AMNPLST,EQ,1
18,ANUP,EQ,14
19,ANURAS,EQ,87
20,ASHOKA,EQ,792
21,ASIANENE,EQ,50
22,ASTEC,EQ,51
23,ASTRAL,EQ,10
24,ASTRAZEN,EQ,20
25,BAJAJCON,EQ,755
26,BALRAMCHIN,EQ,233
27,BALUFORGE,EQ,520
28,BANKBEES,EQ,562
29,BANKINDIA,EQ,10
30,BECTORFOOD,EQ,944
31,BERGEPAINT,EQ,360
32,BHEL,EQ,415
33,BIL,EQ,15
34,BLAL,EQ,10
35,BOMDYEING,EQ,309
36,BORORENEW,EQ,436
37,CAPACITE,EQ,400
38,CAPLIPOINT,EQ,12
39,CARTRADE,EQ,217
40,CEIGALL,EQ,258
41,CELLO,EQ,1
42,CENTURYPLY,EQ,121
43,CERA,EQ,1
44,CHAMBLFERT,EQ,3430
45,CHEMFAB,EQ,1
46,CHOLAFIN,EQ,55
47,CIEINDIA,EQ,198
48,CLEAN,EQ,322
49,CONCORDBIO,EQ,435
50,CORALFINAC,EQ,10
51,CREATIVE,EQ,5
52,CUB,EQ,7015
53,CYIENT,EQ,100
54,DCMSHRIRAM,EQ,24
55,DCW,EQ,502
56,DEEPAKNTR,EQ,25
57,DELHIVERY,EQ,7407
58,DHANUKA,EQ,540
59,DISHTV,EQ,202
60,DIVISLAB,EQ,130
61,DLINKINDIA,EQ,112
62,DOMS,EQ,61
63,DPSCLTD,EQ,1023
64,EDELWEISS,EQ,48
65,EPACK,EQ,763
66,FDC,EQ,96
67,FILATEX,EQ,1
68,FINOPB,EQ,157
69,FIVESTAR,EQ,93
