Sr. No,Symbol,Series,Security Name,From,To
1,CELLECOR,SM,CELLECOR GADGETS LIMITED,10,5
2,TEMBO,BE,TEMBO GLOBAL INDUSTRIES LIMITED,10,5
3,CORALFINAC,BE,CORAL INDIA FINANCE & HOUSING LIMITED,20,5
4,IIFLSEC,EQ,IIFL SECURITIES LIMITED,20,10
5,SAROJA,SM,SAROJA PHARMA INDUSTRIES INDIA LIMITED,20,10
6,SEPC,EQ,SEPC LIMITED,20,10
7,AYMSYNTEX,BE,AYM SYNTEX LIMITED,5,2
8,PARSVNATH,BE,PARSVNATH DEVELOPERS LIMITED,5,2
9,REGENCERAM,BE,REGENCY CERAMICS LIMITED,5,2
