Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,21082024,1771911218,0002478
Trade Date <21-AUG-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,170,170,100.00
20,2,0MOFSL27,N3,85,85,100.00
20,3,1003ICCL28,NX,10,10,100.00
20,4,1003ISFL28,N4,1191,921,77.33
20,5,1015ECL29,NR,221,220,99.55
20,6,1015SCL28B,AZ,47,47,100.00
20,7,1018GS2026,GS,874,874,100.00
20,8,1025NFL25,N5,10,10,100.00
20,9,1025SCL34,Z8,1001,1001,100.00
20,10,1040UCL25,N4,308,300,97.40
20,11,1049DLS25A,Y5,50,50,100.00
20,12,1050NFL26,N7,204,204,100.00
20,13,1050UCL25,N7,125,125,100.00
20,14,105IIFL29,N7,50,50,100.00
20,15,1060ECL29,NS,46,46,100.00
20,16,1065NFL27,NC,120,120,100.00
20,17,10IIFL28,N4,1581,1581,100.00
20,18,10IIFL28A,NE,1000,1000,100.00
20,19,10NIDO26,N6,141,121,85.82
20,20,182D120924,TB,100,100,100.00
20,21,182D181024,TB,1000,1000,100.00
20,22,182D191224,TB,100,100,100.00
20,23,182D281124,TB,100,100,100.00
20,24,182D290824,TB,200,200,100.00
20,25,20MICRONS,EQ,355771,136506,38.37
20,26,360ONE,EQ,449397,339027,75.44
20,27,364D190625,TB,1100,1100,100.00
20,28,3IINFOLTD,EQ,655059,321490,49.08
20,29,3MINDIA,EQ,4264,1780,41.74
20,30,574GS2026,GS,42,42,100.00
20,31,5PAISA,EQ,250950,97237,38.75
20,32,63MOONS,EQ,112872,60741,53.81
20,33,654GS2032,GS,1,1,100.00
20,34,667GS2050,GS,40258,40258,100.00
20,35,695GS2061,GS,7,7,100.00
20,36,697GR2034,GS,1100,1100,100.00
20,37,699GS2026,GS,6001,6001,100.00
20,38,702GS2027,GS,10000,10000,100.00
20,39,702GS2031,GS,400,200,50.00
20,40,704GS2029,GS,200,200,100.00
20,41,706GS2028,GS,5000,5000,100.00
20,42,710GS2029,GS,136441,135537,99.34
20,43,717GS2030,GS,12771,10100,79.09
20,44,718GS2033,GS,8200,8200,100.00
20,45,718GS2037,GS,76416,76306,99.86
20,46,723GS2039,GS,400,400,100.00
20,47,725GJ26,SG,100,100,100.00
20,48,725GS2063,GS,2287,1987,86.88
20,49,726GS2032,GS,201477,198402,98.47
20,50,726GS2033,GS,106000,106000,100.00
20,51,727GS2026,GS,6,6,100.00
20,52,732GS2030,GS,6895,6895,100.00
20,53,732IRFC25,NI,643,396,61.59
20,54,733GS2026,GS,28303,28303,100.00
20,55,734GS2064,GS,500,500,100.00
20,56,736GS2052,GS,1436,1436,100.00
20,57,736NTPC25D,NB,78,78,100.00
20,58,737GS2028,GS,61708,61708,100.00
20,59,738GS2027,GS,51387,46087,89.69
20,60,738REC27TF,N2,50,50,100.00
20,61,739NHAI26,N8,153,100,65.36
20,62,73GS2053,GS,153506,151001,98.37
20,63,741GS2036,GS,6501,5000,76.91
20,64,746GS2073,GS,300,300,100.00
20,65,74GS2062,GS,4200,4172,99.33
20,66,750IRFC35,NK,920,918,99.78
20,67,753IRFC30,NJ,40,40,100.00
20,68,754GS2036,GS,342944,337644,98.45
20,69,756TN54,SG,100,100,100.00
20,70,760PFCL35,N3,288,288,100.00
20,71,762NTPC35F,ND,147,147,100.00
20,72,763KL43,SG,100,100,100.00
20,73,764HUDCO31,N8,2,1,50.00
20,74,764NABAR31,N2,1036,986,95.17
20,75,769HR27,SG,1000,1000,100.00
20,76,769NHAI31,NE,985,897,91.07
20,77,76NHAI31,NA,1007,877,87.09
20,78,777PN36,SG,100,100,100.00
20,79,79NHIT35,N1,8294,5037,60.73
20,80,79NHIT40,N2,104,104,100.00
20,81,79NHIT47,N3,104,104,100.00
20,82,813GS2045,GS,500,500,100.00
20,83,820IIFL27,N9,100,100,100.00
20,84,825IIFL25,N7,10,10,100.00
20,85,829LTF24,NL,218,143,65.60
20,86,82HUDCO27,N2,190,100,52.63
20,87,82IGT31,NJ,65,65,100.00
20,88,830NHAI27,N2,1529,941,61.54
20,89,830PFCL27,N5,1,1,100.00
20,90,833SCFL24,YX,7,7,100.00
20,91,83GS2040,GS,495,495,100.00
20,92,83TCHF25,N6,10,10,100.00
20,93,840CIFCL28,N4,605,600,99.17
20,94,840IRFC29,N8,4,2,50.00
20,95,842IIFL26,NL,1242,1156,93.08
20,96,846REC28,N6,110,110,100.00
20,97,849NTPC25,N7,91506,91096,99.55
20,98,84TCHF28,NA,132,132,100.00
20,99,860CIFCL28,NG,12,11,91.67
20,100,863IRFC29,NC,4,2,50.00
20,101,865IFL28,NZ,298,298,100.00
20,102,865IIFL28,NS,1459,1334,91.43
20,103,865IRFC29,NA,2283,2283,100.00
20,104,865LTF26,NN,1,1,100.00
20,105,865TCAPS27,N8,654,653,99.85
20,106,866SCL25,YP,17,17,100.00
20,107,86LTF24,NJ,582,570,97.94
20,108,871REC28,N9,860,860,100.00
20,109,875CIFC23B,NJ,10,10,100.00
20,110,875IHFL29,ND,2512,2500,99.52
20,111,875IIFL26,NM,51,51,100.00
20,112,875NHAI29,N6,1440,1230,85.42
20,113,875SFL27,ZF,1,1,100.00
20,114,876HUDCO28,ND,4079,3376,82.77
20,115,879NHPC28,N5,35,35,100.00
20,116,880IREDA29,N5,193,193,100.00
20,117,885TCAPS29,NC,20,20,100.00
20,118,888ERFL28,N5,7,7,100.00
20,119,888IHFL25F,NC,2,2,100.00
20,120,888IRFC29,NE,322,205,63.66
20,121,888NHB29,N5,15,15,100.00
20,122,888REC29,NF,1960,1960,100.00
20,123,889SCFL27,YC,8,8,100.00
20,124,889SCL27,YT,57,57,100.00
20,125,88SCFL25,YZ,20,20,100.00
20,126,891IIFCL34,N4,200,200,100.00
20,127,891NTPC33,N6,195,195,100.00
20,128,892PFCL33,N8,98,98,100.00
20,129,893NHB29,N6,171,169,98.83
20,130,894SCL24,ZR,25,25,100.00
20,131,897MOFSL29,N4,417,417,100.00
20,132,898LTF29,N7,249,200,80.32
20,133,8ABFL26,N0,37,34,91.89
20,134,901HUDCO34,NE,598,596,99.67
20,135,903SFL28,YI,91,91,100.00
20,136,905SC24,ZB,97,97,100.00
20,137,905SC24B,Z9,2,2,100.00
20,138,910CAGL25,N7,10,10,100.00
20,139,910TCAP28,NA,542,522,96.31
20,140,915SCL27,Z7,6,3,50.00
20,141,91D031024,TB,100,100,100.00
20,142,91D050924,TB,2000,1000,50.00
20,143,91D071124,TB,300,300,100.00
20,144,91D101024,TB,200,200,100.00
20,145,91D120924,TB,3000,2500,83.33
20,146,91D190924,TB,300,300,100.00
20,147,91MOFSL27,N2,576,576,100.00
20,148,925CAGL26,N9,120,120,100.00
20,149,925ERFL28,N6,100,100,100.00
20,150,92GS2030,GS,103,102,99.03
20,151,931SFL26,Z5,10,10,100.00
20,152,93MOFSL34,N6,428,428,100.00
20,153,93SCL24,ZP,10,10,100.00
20,154,943ECL28,NJ,162,162,100.00
20,155,945IFSL25,N4,10,10,100.00
20,156,948SCL26A,NN,4,2,50.00
20,157,948SCL26I,AX,16,0,0.00
20,158,94NFL24,N3,50,50,100.00
20,159,957ISFL26,N2,10,10,100.00
20,160,957NIDO26,N5,410,410,100.00
20,161,965SCL25B,Y1,22,12,54.55
20,162,965SCL25C,N0,6,6,100.00
20,163,96IIFL28,N5,3930,3930,100.00
20,164,96IIFL28A,NF,7178,6461,90.01
20,165,96SFL24A,NB,51,51,100.00
20,166,970CAGL28,ND,1100,1100,100.00
20,167,971SCL28I,BC,30,30,100.00
20,168,975NFL25,N0,6,6,100.00
20,169,97MOFSL34,N7,20,20,100.00
20,170,97SFL26,Z9,200,200,100.00
20,171,97SFL28,YS,300,200,66.67
20,172,985ECL28,NK,84,79,94.05
20,173,99IFCI24,NH,315,315,100.00
20,174,9IIFL28A,NT,105,95,90.48
20,175,9MMFSML,N2,283,243,85.87
20,176,9SCL25,YM,25,25,100.00
20,177,9SFL25A,ZH,400,395,98.75
20,178,AAATECH,EQ,81155,59768,73.65
20,179,AADHARHFC,EQ,986821,511028,51.79
20,180,AAREYDRUGS,EQ,60036,37635,62.69
20,181,AARON,EQ,12080,3805,31.50
20,182,AARTECH,EQ,385108,116954,30.37
20,183,AARTIDRUGS,EQ,227409,111028,48.82
20,184,AARTIIND,EQ,1765596,789861,44.74
20,185,AARTIPHARM,EQ,211439,110981,52.49
20,186,AARTISURF,EQ,10605,6112,57.63
20,187,AARTISURF,P1,21,21,100.00
20,188,AARVI,EQ,20439,14621,71.53
20,189,AATMAJ,SM,16000,14000,87.50
20,190,AAVAS,EQ,595108,472924,79.47
20,191,ABAN,EQ,713481,487658,68.35
20,192,ABB,EQ,139006,55768,40.12
20,193,ABBOTINDIA,EQ,16987,6499,38.26
20,194,ABCAPITAL,EQ,7888008,3585085,45.45
20,195,ABCOTS,SM,1500,1500,100.00
20,196,ABDL,EQ,516462,285521,55.28
