Confirmed list of securities to be auctioned in A 2024081 to be held on May 02 2024.

Sr No,Symbol,Series,Total Qty
1,3IINFOLTD,EQ,124
2,3PLAND,EQ,100
3,AARTIIND,EQ,852
4,AARTISURF,EQ,400
5,ABCAPITAL,EQ,218
6,ABMINTLLTD,EQ,2
7,ADANIENT,EQ,11
8,ADANIPOWER,EQ,1
9,AEGISCHEM,EQ,957
10,AFFLE,EQ,10
11,AMBUJACEM,EQ,6
12,APOLLOTYRE,EQ,1440
13,ARVSMART,EQ,3
14,ASHOKLEY,EQ,100
15,ASIANENE,EQ,20
16,ASPINWALL,EQ,10
17,ASTRAL,EQ,2
18,ATALREAL,EQ,2603
19,ATUL,EQ,10
20,AUBANK,EQ,10
21,AURUM,EQ,805
22,AWL,EQ,100
23,AXISBANK,EQ,2
24,AXSENSEX,EQ,1
25,BAJAJ-AUTO,EQ,1
26,BAJAJFINSV,EQ,25
27,BAJEL,EQ,20
28,BANKBEES,EQ,10
29,BECTORFOOD,EQ,1
30,BEML,EQ,2
31,BHEL,EQ,1339
32,BHINVIT,IV,160
33,BPL,EQ,15
34,BSOFT,EQ,1
35,CANFINHOME,EQ,27400
36,CAREERP,EQ,96
37,CENTRUM,EQ,7
38,CHAMBLFERT,EQ,1
39,COALINDIA,EQ,25
40,COMPUSOFT,EQ,20
41,COROMANDEL,EQ,1
42,DBL,EQ,200
43,DBSTOCKBRO,EQ,778
44,DCMNVL,EQ,1000
45,DCMSHRIRAM,EQ,10
46,DEEPAKNTR,EQ,50
47,DLF,EQ,50
48,DRREDDY,EQ,50
49,EBBETF0430,EQ,8
50,ENGINERSIN,EQ,100
51,EXICOM,EQ,120
52,EXXARO,EQ,56
53,FACT,EQ,21
54,FROG,SM,400
55,GALAXYSURF,EQ,57
56,GMRINFRA,EQ,220
57,GODREJIND,EQ,10
58,GOODLUCK,EQ,150
59,GPTHEALTH,EQ,1000
60,GRASIM,EQ,5
61,GREENPANEL,EQ,21
62,GRINFRA,EQ,5
63,GSLSU,EQ,294
64,HARRMALAYA,EQ,178
65,HCC,EQ,5
66,HDFCBANK,EQ,24
67,HEROMOTOCO,EQ,10
68,HFCL,EQ,25
69,HINDCOPPER,EQ,970
70,HINDMOTORS,EQ,40400
71,HINDZINC,EQ,10
72,HISARMETAL,EQ,482
73,HNGSNGBEES,EQ,128205
74,HSCL,EQ,10
75,HUDCO,EQ,2
76,IBUCCREDIT,NS,70
77,IBULHSGFIN,EQ,5
78,IDBI,EQ,99
79,IDEA,EQ,7
80,IEX,EQ,100
81,IGPL,EQ,50
82,INCREDIBLE,EQ,128
83,INDIAMART,EQ,2
84,INDIGO,EQ,3
85,INDRAMEDCO,EQ,25
86,INDUSINDBK,EQ,72
87,IOC,EQ,600
88,IRCON,EQ,1503
89,IRIS,EQ,138
90,IVZINGOLD,EQ,8
91,JBMA,EQ,28
92,JGCHEM,EQ,95
93,JNKINDIA,EQ,36
94,JSFB,EQ,144632
95,JUBLPHARMA,EQ,1
96,JYOTICNC,EQ,468
97,KAJARIACER,EQ,6
98,KALAMANDIR,EQ,64
99,KANSAINER,EQ,1
100,KAVVERITEL,EQ,940
101,KAYA,EQ,1
102,KCEIL,SM,1000
103,KCPSUGIND,EQ,100
104,KIMS,EQ,16
105,KUANTUM,EQ,5
106,LEMONTREE,EQ,1020
107,LIKHITHA,EQ,3
108,LIQUIDADD,EQ,24
109,LIQUIDBEES,EQ,1
110,LTF,EQ,561
111,LTIM,EQ,100
112,M&M,EQ,60
113,MAGADSUGAR,EQ,1
114,MANAKCOAT,EQ,69
115,MANUGRAPH,EQ,27
116,MANYAVAR,EQ,41
117,MASPTOP50,EQ,8
118,MEDANTA,EQ,234
119,MEDICAMEQ,EQ,9
120,MENONBE,EQ,20
121,MIDCAP,EQ,88
122,MIRCELECTR,EQ,3152
123,MNC,EQ,30
124,MOL,EQ,350
125,MRPL,EQ,10
126,MSUMI,EQ,5000
127,MUTHOOTFIN,EQ,29
128,NATCOPHARM,EQ,15
129,NEXT50IETF,EQ,372
130,NHPC,EQ,25
131,NIFTY1,EQ,816
132,NIFTYQLITY,EQ,208
133,NTPC,EQ,25
134,OIL,EQ,100
135,OPTIEMUS,EQ,4
136,ORIENTBELL,EQ,3
137,PDMJEPAPER,EQ,1
138,PFC,EQ,100
139,PFIZER,EQ,8
140,PIDILITIND,EQ,250
141,PNB,EQ,117
142,POKARNA,EQ,40
143,POONAWALLA,EQ,8500
144,POWERGRID,EQ,36
145,PRESTIGE,EQ,200
146,PVRINOX,EQ,15
147,RADICO,EQ,15
148,RADIOCITY,EQ,500
149,RBZJEWEL,EQ,10
150,RECLTD,EQ,181
151,REDINGTON,EQ,80
152,RITES,EQ,600
153,ROSSELLIND,EQ,1
154,RUCHINFRA,EQ,823
155,RVNL,EQ,40000
156,SAIL,EQ,1000
157,SAKSOFT,EQ,11
158,SAMHI,EQ,500
159,SBIN,EQ,2
160,SCHAEFFLER,EQ,10
161,SCI,EQ,10
162,SDL24BEES,EQ,23
163,SFL,EQ,2500
164,SHAHALLOYS,EQ,2
165,SHILPAMED,EQ,538
166,SILVER1,EQ,36
167,SJS,EQ,2
168,SJVN,EQ,4
169,SMCGLOBAL,EQ,450
170,SWANENERGY,EQ,150
171,SWSOLAR,EQ,10
172,TAC,SM,1200
173,TATACHEM,EQ,500
174,TATAMOTORS,EQ,50
175,TATAPOWER,EQ,200
176,TATASTEEL,EQ,495
177,TCS,EQ,27
178,TECHNOE,EQ,4
179,TEJASNET,EQ,200
180,TIDEWATER,EQ,23
181,TIPSFILMS,EQ,11
182,TIPSINDLTD,EQ,25
183,TITAN,EQ,175
184,TRIDENT,EQ,5550
185,TRU,EQ,3
186,URAVI,EQ,1
187,VAKRANGEE,EQ,1
188,VALIANTORG,EQ,5
189,VESUVIUS,EQ,5
190,VSTTILLERS,EQ,30
191,WELSPUNLIV,EQ,10
192,WESTLIFE,EQ,1
193,WILLAMAGOR,EQ,968
194,ZOMATO,EQ,500
195,ANGELONE,RL,48
196,IDEA,RL,107756
197,LTTS,RL,296
198,TATAMOTORS,RL,1
