Symbol,Security,From Series,To Series,Change Date,Remarks
ASMS,BARTRONICS INDIA LIMITED,EQ,BE,02-MAY-2024,"-"
DCG,DCG CABLES & WIRES LIMITED,ST,SM,02-MAY-2024,"-"
TGL,TEERTH GOPICON LIMITED,ST,SM,02-MAY-2024,"-"
