MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AC,IBULHSGFIN,SEC RE NCD 9.25% SR.II,       979.90,       979.50,       979.50,       979.50,       979.50,                    29385.00,30, ,1,      1198.80,       855.00
N,AJ,IBULHSGFIN,SEC RE NCD SR.VI,      1023.00,      1040.00,      1040.00,      1040.00,      1040.00,                     2080.00,2, ,1,      1080.00,       820.20
N,AL,IBULHSGFIN,SEC RE NCD 10.15% SR.VII,       859.99,       857.00,       865.00,       856.99,       865.00,                   112596.89,131, ,8,      1188.00,       850.00
N,AN,IBULHSGFIN,SEC RE NCD 9.71% SR.VIII,       880.00,       880.00,       900.00,       880.00,       900.00,                     1780.00,2, ,2,       999.00,       800.00
N,AP,IBULHSGFIN,SEC RE NCD 9.65% SR I,      1007.87,      1000.20,      1018.00,       982.68,      1018.00,                    11002.48,11, ,3,      1148.00,       900.10
N,AT,IBULHSGFIN,SEC RE NCD SR III,       994.50,      1020.83,      1020.83,      1020.83,      1020.83,                    71458.10,70, ,2,      1020.83,       830.10
N,AX,IBULHSGFIN,SEC RE NCD 9.48% SR V,       900.31,       900.50,       900.50,       900.50,       900.50,                     9005.00,10, ,1,      1065.00,       900.31
N,N0,ABFL,SEC RE NCD 8% SR I,      1015.50,       990.12,      1000.00,       990.12,      1000.00,                    39901.20,40, ,2,      1184.40,       950.63
N,N0,IBULHSGFIN,SEC RE NCD 9.39% SR.VIII,       925.00,       901.80,       925.61,       901.80,       925.61,                   146642.21,161, ,3,      1038.00,       865.00
N,N0,IIFLSAMFIN,SEC RE NCD 9.21% SR 1,       970.00,       934.01,       934.01,       934.01,       934.01,                     9340.10,10, ,1,      1050.00,       934.01
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       248.00,       248.12,       248.12,       248.12,       248.12,                     4962.40,20, ,2,       265.98,       242.78
N,N0,NAVIFIN,SEC RE NCD 9.75% SR. I,       982.30,       988.36,       988.36,       988.36,       988.36,                      988.36,1, ,1,      1007.00,       960.49
N,N1,CHOLAFIN,SEC RE NCD SR.II,      1014.00,      1064.00,      1064.00,      1064.00,      1064.00,                   212800.00,200, ,1,      1064.00,       950.00
N,N1,CREDITACC,SEC RE NCD 9.45% SR. I,      1000.00,      1000.00,      1000.00,       997.00,      1000.00,                   639970.00,640, ,5,      1033.92,       876.00
N,N1,IIFCL,7.40% TAX FREETRI SRIII,      1160.00,      1280.00,      1280.00,      1015.00,      1135.22,                  1025325.27,1009, ,6,      1298.00,      1015.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       249.00,       249.00,       249.00,       249.00,       249.00,                      249.00,1, ,1,       263.74,       240.00
N,N1,M&MFIN,8.72% UNSECURED NCD,      1040.00,      1038.00,      1038.00,      1038.00,      1038.00,                     2076.00,2, ,1,      1145.00,       972.00
N,N1,NABARD,7.35% TAX FREE TRI SRIIA,      1105.11,      1150.50,      1150.50,      1150.50,      1150.50,                     1150.50,1, ,1,      1443.89,      1070.00
N,N1,NHIT,SEC RE NCD 7.90% STRPP A,       309.00,       310.00,       310.00,       309.05,       309.05,                    50816.25,164, ,6,       318.79,       295.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1081.58,      1082.00,      1089.00,      1080.01,      1085.00,                   708871.50,656, ,8,      1209.99,      1060.00
N,N2,IIFLSAMFIN,SEC RE NCD 9.57% SR 3,       980.00,       980.00,       980.00,       980.00,       980.00,                    19600.00,20, ,1,      1009.00,       927.00
N,N2,M&MFIN,9.00% UNSECURED NCD,      1088.88,      1080.00,      1080.00,      1080.00,      1080.00,                   108000.00,100, ,2,      1119.90,      1011.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1126.59,      1126.59,      1128.00,      1126.59,      1126.75,                  1351340.66,1199, ,8,      1215.90,      1062.30
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1117.08,      1117.99,      1117.99,      1113.00,      1115.00,                  2266602.29,2034, ,18,      1177.00,      1062.20
N,N2,NHIT,SEC RE NCD 7.90% STRPP B,       308.55,       309.00,       309.80,       309.00,       309.30,                    56568.70,183, ,4,       320.00,       299.00
N,N2,PEL,SEC RE NCD 9.20% SR III,      1010.00,      1020.00,      1020.00,      1020.00,      1020.00,                    51000.00,50, ,2,      1032.00,       991.00
