MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AR,925SCL25C,SEC RE NCD 9.25% SR II,       980.00,       985.00,       985.00,       985.00,       985.00,                    49250.00,50, ,1,      1110.00,       932.90
N,AT,SCLZC25B,SEC RE NCD SR III,      1060.82,      1060.82,      1060.82,      1060.82,      1060.82,                    10608.20,10, ,3,      1060.82,       830.10
N,AW,902SCL26I,SEC RE NCD 9.02% SR V,       850.10,       525.00,       632.32,       525.00,       632.32,                     1707.32,3, ,3,       984.80,       525.00
N,BC,971SCL28I,SEC RE NCD 9.71% SR VIII,       864.00,       878.00,       885.00,       850.00,       860.00,                   148239.00,170, ,9,      1020.00,       820.00
N,BV,10SCL30A,SEC RE NCD 9.71% SR VIII,      1040.00,      1240.00,      1240.00,       940.10,      1029.00,                   485394.50,472, ,10,      1240.00,       810.85
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       995.00,       995.00,       995.00,       995.00,       995.00,                     1990.00,2, ,1,      1010.00,       960.49
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       250.00,       249.95,       249.95,       249.80,       249.80,                    36991.10,148, ,2,       260.00,       241.00
N,N1,735NABAR31,7.35% TAX FREE TRI SRIIA,      1188.00,      1160.00,      1160.00,      1160.00,      1160.00,                     3480.00,3, ,1,      1443.89,      1005.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       307.41,       307.52,       308.75,       307.01,       307.40,                  1320340.71,4294, ,16,       316.90,       295.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1026.00,      1025.75,      1025.75,      1025.75,      1025.75,                   136424.75,133, ,1,      1145.00,       972.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       249.95,       248.50,       249.00,       248.00,       249.00,                   256685.00,1031, ,15,       263.74,       240.00
N,N2,1075SCL33A,SEC RE NCD 10.75% SR XI,       989.05,       981.00,       981.00,       981.00,       981.00,                     5886.00,6, ,1,      1200.00,       912.20
