Confirmed list of securities to be auctioned in A 2024115 to be held on Jun 21 2024.

Sr No,Symbol,Series,Total Qty
1,AAKASH,EQ,2000
2,ABBOTINDIA,EQ,7
3,ABFRL,EQ,18
4,ACCURACY,EQ,1883
5,AEGISLOG,EQ,26
6,AIAENG,EQ,2
7,ALKEM,EQ,3
8,ALPEXSOLAR,SM,400
9,AMBUJACEM,EQ,200
10,ANGELONE,EQ,1
11,ANIKINDS,EQ,1
12,ANUP,EQ,1
13,APOLLO,EQ,6424
14,ASHOKA,EQ,1
15,ASHOKAMET,EQ,304
16,ASIANPAINT,EQ,5
17,ASMS,EQ,574
18,ASTRAL,EQ,39
19,ATUL,EQ,16
20,AUROPHARMA,EQ,139
21,AXISBANK,EQ,9
22,BAJAJ-AUTO,EQ,2
23,BALKRISIND,EQ,2
24,BANDHANBNK,EQ,820
25,BANKBARODA,EQ,2778
26,BATAINDIA,EQ,5
27,BESTAGRO,EQ,1
28,BHARATFORG,EQ,186
29,BHARATRAS,EQ,1
30,BHARTIARTL,EQ,10
31,BIOCON,EQ,470
32,BLKASHYAP,EQ,450
33,BOROLTD,EQ,1
34,BOSCHLTD,EQ,5
35,BRIGADE,EQ,1
36,BRITANNIA,EQ,50
37,BYKE,EQ,80
38,CAMPUS,EQ,5
39,CANFINHOME,EQ,55
40,CAREERP,EQ,1
41,CHAMBLFERT,EQ,400
42,CHEVIOT,EQ,1
43,CHOLAFIN,EQ,24
44,CIPLA,EQ,15
45,CLOUD,SM,2000
46,COALINDIA,EQ,89
47,COFORGE,EQ,20
48,CONCOR,EQ,57
49,COROMANDEL,EQ,9
50,CROMPTON,EQ,19
51,CUB,EQ,1030
52,CUMMINSIND,EQ,3
53,CYBERTECH,EQ,1100
54,DALBHARAT,EQ,83
55,DATAPATTNS,EQ,1
56,DBL,EQ,1
57,DBOL,EQ,10
58,DBREALTY,EQ,500
59,DEEPENR,EQ,22
60,DELHIVERY,EQ,250
61,DHANBANK,EQ,5162
62,DHANUKA,EQ,5
63,DICIND,EQ,1
64,DIVISLAB,EQ,2
65,DLF,EQ,16
66,DNAMEDIA,EQ,5645
67,DREDGECORP,EQ,134
68,DRREDDY,EQ,7
69,EICHERMOT,EQ,2450
70,EIDPARRY,EQ,30
71,EIMCOELECO,EQ,95
72,ELIN,EQ,100
73,EMUDHRA,EQ,4
74,EQUAL50ADD,EQ,64
75,ESCONET,SM,1600
76,ESSARSHPNG,EQ,32
77,EUROTEXIND,EQ,194
78,EXICOM,EQ,150
79,EXIDEIND,EQ,25
80,FACT,EQ,266630
81,FINCABLES,EQ,2500
82,FINOPB,EQ,25
83,FSL,EQ,5
84,GEEKAYWIRE,EQ,200
85,GENSOL,EQ,257
86,GEPIL,EQ,5000
87,GINNIFILA,EQ,78
88,GLAXO,EQ,84
89,GMRP&UI,EQ,5032
90,GNFC,EQ,404
91,GOCLCORP,EQ,75
92,GODHA,EQ,6740
93,GODREJAGRO,EQ,100
94,GODREJPROP,EQ,16
95,GOLDIAM,EQ,1
96,GSMFOILS,SM,12000
97,GTLINFRA,EQ,1109487
98,GTPL,EQ,1
99,GUJGASLTD,EQ,559
100,GULPOLY,EQ,1
101,HAL,EQ,409
102,HATHWAY,EQ,100
103,HAVELLS,EQ,48
104,HCLTECH,EQ,10
105,HDFCAMC,EQ,28
106,HDFCBANK,EQ,10
107,HEUBACHIND,EQ,21334
108,HINDALCO,EQ,60
109,HINDCOPPER,EQ,614
110,HINDMOTORS,EQ,2000
111,HINDUNILVR,EQ,48
112,HINDWAREAP,EQ,25
113,HONASA,EQ,2
114,HPIL,EQ,255
115,HSCL,EQ,11531
116,HUHTAMAKI,EQ,9
117,ICICIBANK,EQ,36
118,ICRA,EQ,2
119,IEX,EQ,1000
120,IGARASHI,EQ,10
121,INDHOTEL,EQ,242
122,INDIAMART,EQ,1
123,INDIANB,EQ,1
124,INDOWIND,EQ,38992
125,INDRAMEDCO,EQ,2
126,INDUSINDBK,EQ,60
127,INDUSTOWER,EQ,909
128,INFOMEDIA,EQ,16
129,INFRABEES,EQ,80
130,INOXGREEN,EQ,25119
131,INSECTICID,EQ,272
132,IOB,EQ,100
133,IOC,EQ,230
134,IOLCP,EQ,124
135,IPCALAB,EQ,10
136,IRB,EQ,3350
137,IRCTC,EQ,50
138,ISFT,EQ,7
139,JINDALSTEL,EQ,31
140,JNKINDIA,EQ,200
141,JSWSTEEL,EQ,220
142,JUBLFOOD,EQ,52
143,JYOTICNC,EQ,1
144,KALYANIFRG,EQ,20
145,KAMOPAINTS,EQ,50000
146,KCP,EQ,1
147,KDL,SM,100
148,KELLTONTEC,EQ,1
149,KERNEX,EQ,568
150,KIRLPNU,EQ,500
151,KOPRAN,EQ,35
152,KOTAKBANK,EQ,5
153,KPITTECH,EQ,124
154,KRBL,EQ,10
155,LALPATHLAB,EQ,27
156,LGBFORGE,EQ,6367
157,LIBERTSHOE,EQ,1
158,LICHSGFIN,EQ,50
159,LINDEINDIA,EQ,45
160,LIQUIDBETF,EQ,9
161,LLOYDSME,EQ,1
162,LTF,EQ,25
163,LTFOODS,EQ,100
164,LTIM,EQ,2
165,LUPIN,EQ,46
166,LYPSAGEMS,EQ,144
167,M&MFIN,EQ,14
168,MAGADSUGAR,EQ,1
169,MAHLOG,EQ,200
170,MANAKSIA,EQ,10
171,MANALIPETC,EQ,150
172,MAPMYINDIA,EQ,101334
173,MAWANASUG,EQ,150
174,MCX,EQ,30
175,MFSL,EQ,33
176,MGL,EQ,67
177,MICEL,EQ,4768
178,MOHITIND,EQ,8
179,MOL,EQ,76
180,MONQ50,EQ,48
181,MOREPENLAB,EQ,100
182,MPHASIS,EQ,55
183,MRF,EQ,1
184,MUKANDLTD,EQ,1
185,MUTHOOTCAP,EQ,1
186,MUTHOOTFIN,EQ,5
187,NAHARPOLY,EQ,50
188,NAUKRI,EQ,6
189,NAVINFLUOR,EQ,20
190,NAVNETEDUL,EQ,2
191,NESTLEIND,EQ,3
192,NFL,EQ,731312
193,NIACL,EQ,1
194,NIDAN,SM,1000
195,NILAINFRA,EQ,62
196,NMDC,EQ,24
197,NTPC,EQ,14
198,OBEROIRLTY,EQ,51
199,OFSS,EQ,2
200,OMAXE,EQ,5803
201,ONGC,EQ,220
202,ORIENTPPR,EQ,1000
