Symbol,Security,From Series,To Series,Change Date,Remarks
AIMTRON,AIMTRON ELECTRONICS LIMITED,ST,SM,21-JUN-2024,"-"
KAPSTON,KAPSTON SERVICES LIMITED,EQ,BE,21-JUN-2024,"-"
KSHITIJPOL,KSHITIJ POLYLINE LIMITED,EQ,BE,21-JUN-2024,"-"
TECILCHEM,TECIL CHEMICALS AND HYDRO POWER LIMITED,EQ,BE,21-JUN-2024,"GSM STAGE - II"
TERASOFT,TERA SOFTWARE LIMITED,EQ,BE,21-JUN-2024,"-"
