Symbol,Security,From Series,To Series,Change Date,Remarks
ABMINTLLTD,ABM INTERNATIONAL LIMITED,EQ,BE,19-JUN-2024,"-"
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES  LIMITED,EQ,BE,19-JUN-2024,"-"
BEACON,BEACON TRUSTEESHIP LIMITED,ST,SM,19-JUN-2024,"-"
HECPROJECT,HEC INFRA PROJECTS LIMITED,EQ,BE,19-JUN-2024,"-"
KMSUGAR,K.M.SUGAR MILLS LIMITED,EQ,BE,19-JUN-2024,"-"
MAHEPC,MAHINDRA EPC IRRIGATION LIMITED,EQ,BE,19-JUN-2024,"-"
SIKKO,SIKKO INDUSTRIES LIMITED,EQ,BE,19-JUN-2024,"-"
