Confirmed list of securities to be auctioned in A 2024112 to be held on Jun 18 2024.

Sr No,Symbol,Series,Total Qty
1,AARTIIND,EQ,5
2,ABB,EQ,143
3,ABCAPITAL,EQ,750
4,ACI,EQ,200
5,ADANIENT,EQ,11
6,AEROFLEX,EQ,455
7,AHL,EQ,307
8,AJANTPHARM,EQ,70
9,AJOONI,EQ,400000
10,ALEMBICLTD,EQ,100
11,ALOKINDS,EQ,1
12,ALPEXSOLAR,SM,400
13,AMEYA,SM,2000
14,AMNPLST,EQ,7
15,ANIKINDS,EQ,195
16,APOLLO,EQ,5
17,ASHIANA,EQ,50
18,ASHOKLEY,EQ,1747
19,ASMS,EQ,500
20,ASTERDM,EQ,256
21,ASTRAL,EQ,79
22,AURUMPP1,E1,455
23,AVALON,EQ,90
24,AWFIS,EQ,151
25,AZAD,EQ,51713
26,BAJAJHIND,EQ,200
27,BAJFINANCE,EQ,5
28,BALRAMCHIN,EQ,100
29,BANKBARODA,EQ,25
30,BATAINDIA,EQ,71
31,BCLIND,EQ,118
32,BDL,EQ,10
33,BEL,EQ,793
34,BEML,EQ,5
35,BHAGCHEM,EQ,200
36,BHAGYANGR,EQ,1
37,BHARATFORG,EQ,28
38,BHEL,EQ,11
39,BLKASHYAP,EQ,1
40,BLS,EQ,150
41,BPCL,EQ,17
42,CANFINHOME,EQ,100
43,CARTRADE,EQ,3
44,CENTURYTEX,EQ,15
45,CGPOWER,EQ,80
46,CHEMPLASTS,EQ,25
47,CHOLAFIN,EQ,7
48,COALINDIA,EQ,49
49,COCHINSHIP,EQ,100
50,CONFIPET,EQ,500
51,CUB,EQ,500
52,DBCORP,EQ,3000
53,DELHIVERY,EQ,200
54,DEVYANI,EQ,2
55,DIAMONDYD,EQ,1
56,DIXON,EQ,1
57,DLF,EQ,1505
58,DNAMEDIA,EQ,735
59,DOLATALGO,EQ,500
60,DRONE,SM,1000
61,DWARKESH,EQ,65
62,ELGIEQUIP,EQ,4
63,ENGINERSIN,EQ,100
64,EPACK,EQ,41
65,EXIDEIND,EQ,33
66,EXXARO,EQ,31
67,FACT,EQ,20
