MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AV,990IHFL26I,SEC RE NCD 9.90% SR IV,       943.00,       947.00,       947.00,       947.00,       947.00,                    47350.00,50, ,1,      1240.00,       820.30
N,BF,965IHFL25E,SEC RE NCD 9.65% SR I,      1042.00,      1042.00,      1042.00,      1042.00,      1042.00,                    10420.00,10, ,1,      1060.00,       910.20
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,       993.20,      1003.00,      1003.00,      1003.00,      1003.00,                    10030.00,10, ,1,      1003.00,       950.00
N,N0,921ISFL25,SEC RE NCD 9.21% SR 1,       975.00,       970.00,       970.00,       970.00,       970.00,                    48500.00,50, ,1,      1050.00,       933.01
N,N0,965IHFL25C,SEC RE NCD 9.39% SR.VIII,       930.00,       901.00,       901.00,       880.00,       880.00,                    89050.00,100, ,2,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       985.00,       996.00,       999.00,       995.00,       998.00,                    80687.00,81, ,8,      1010.00,       960.49
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       250.00,       250.00,       252.50,       250.00,       252.39,                   135852.00,541, ,6,       262.16,       241.00
N,N1,0MOFSL26,SEC RE NCD SR II,       975.40,      1000.00,      1000.00,      1000.00,      1000.00,                     8000.00,8, ,1,      1006.65,       860.00
N,N1,740IIFCL33,7.40% TAX FREETRI SRIII,      1045.00,      1046.00,      1046.00,      1046.00,      1046.00,                     1046.00,1, ,1,      1298.00,      1015.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       305.91,       306.50,       306.50,       306.50,       306.50,                     7662.50,25, ,1,       316.90,       295.00
N,N1,945CAGL24,SEC RE NCD 9.45% SR. I,      1004.00,       960.00,       995.00,       960.00,       995.00,                    58910.00,61, ,6,      1020.00,       876.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       252.00,       251.00,       252.00,       251.00,       252.00,                    83374.00,332, ,4,       263.74,       240.00
N,N2,738REC27TF,TAXFREE SEC NCD TR1 S2,      1093.30,      1091.60,      1091.60,      1091.60,      1091.60,                   654960.00,600, ,1,      1155.00,      1041.47
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1139.00,      1140.00,      1140.00,      1140.00,      1140.00,                   108300.00,95, ,2,      1330.00,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       306.10,       308.30,       308.30,       308.30,       308.30,                   123320.00,400, ,1,       320.00,       298.45
N,N2,810IRFC27,BOND 8.10% PA TAX FREE S2,      1123.72,      1123.50,      1123.50,      1123.40,      1123.50,                   786430.00,700, ,8,      1180.00,      1065.00
N,N2,82HUDCO27,8.20 NCD05MAR27 FV 1000,      1091.82,      1099.00,      1099.00,      1090.00,      1092.00,                  1162327.00,1065, ,7,      1209.99,      1060.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1132.00,      1132.00,      1133.90,      1130.03,      1132.55,                   266037.03,235, ,11,      1177.00,      1062.20
N,N2,855IREDA29,IREDA 8.55NCDTR I SR II A,      1160.30,      1160.00,      1160.00,      1160.00,      1160.00,                   116000.00,100, ,1,      1650.00,      1011.00
N,N2,91MOFSL27,SEC RE NCD 9.10% SR III,      1000.15,      1000.10,      1000.10,      1000.10,      1000.10,                     8000.80,8, ,1,      1010.00,       855.20
N,N2,9MMFSML,9.00% UNSECURED NCD,      1014.87,      1020.00,      1020.00,      1010.00,      1020.00,                    78340.00,77, ,7,      1131.00,       996.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       254.00,       254.00,       254.00,       252.00,       252.04,                    31920.00,126, ,6,       262.00,       240.00
N,N3,0MOFSL27,SEC RE NCD SR IV,      1002.20,      1002.00,      1002.00,      1002.00,      1002.00,                   601200.00,600, ,3,      1002.40,       860.15
N,N3,760PFCL35,7.60% TAX FREE NCD,      1235.00,      1221.30,      1221.30,      1221.30,      1221.30,                    24426.00,20, ,1,      1277.00,      1119.01
N,N3,79NHIT47,SEC RE NCD 7.90% STRPP C,       408.00,       409.97,       439.00,       409.97,       439.00,                  1505977.90,3618, ,7,       439.00,       392.00
N,N3,935PEL33,SEC RE NCD 9.35% SR IV,      1024.00,      1023.00,      1023.00,      1023.00,      1023.00,                   102300.00,100, ,1,      1115.01,       983.00
N,N3,94NFL24,SEC RE NCD 9.40% SR. III,       991.00,      1000.00,      1000.00,      1000.00,      1000.00,                    98000.00,98, ,3,      1011.00,       901.00
N,N3,960CAGL25,SEC RE NCD 9.60% SR. III,       991.10,       991.10,       991.10,       991.10,       991.10,                     9911.00,10, ,1,      1025.00,       990.00
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       252.02,       252.00,       253.00,       252.00,       253.00,                    83706.00,332, ,4,       266.50,       240.00
N,N4,1003ISFL28,SEC RE NCD 10.03% SR 5,       974.38,       994.99,       994.99,       974.38,       974.38,                    10738.79,11, ,2,      1018.99,       951.00
N,N4,10IIFL28,UNSEC RE NCD 10% SR.I,       951.55,       939.80,       939.80,       936.00,       936.46,                   556730.84,593, ,23,      1040.00,       936.00
N,N4,801TCH25,SEC RED NCD 8.01% SR.II,       996.00,      1000.00,      1001.00,      1000.00,      1001.00,                    26010.00,26, ,2,      1100.01,       951.00
N,N4,891IIFCL34,8.91% TAX FREE NCD,      1296.04,      1296.04,      1296.04,      1280.04,      1280.04,                   964418.30,750, ,4,      1359.90,      1241.02
N,N4,897MOFSL29,SEC RE NCD 8.97% SR V,      1006.00,      1012.65,      1012.65,      1012.65,      1012.65,                    10126.50,10, ,1,      1018.00,       990.00
N,N4,945IFSL25,SEC RE NCD 9.45% SR.I,       973.00,       975.00,       975.00,       975.00,       975.00,                    14625.00,15, ,2,      1170.00,       941.00
N,N5,1025NFL25,SEC RE NCD 10.25% SR.II,       998.00,      1000.00,      1000.00,      1000.00,      1000.00,                    20000.00,20, ,2,      1180.00,       931.35
N,N5,10CAGL27,SEC RE NCD 10% SR. V,      1010.00,      1011.00,      1011.00,      1011.00,      1011.00,                    52572.00,52, ,1,      1060.00,       888.00
N,N5,751HUDCO28,7.51 NCD 16FEB28 TR1 SR2,      1084.62,      1084.62,      1087.00,      1082.60,      1086.61,                  1744801.79,1608, ,18,      1154.98,      1065.00
N,N5,830PFCL27,8.30% TAX FREE NCD,      1130.00,      1127.50,      1127.50,      1125.00,      1127.19,                   128500.00,114, ,2,      1179.90,      1054.00
N,N5,850NHAI29,8.50% TAX FREE TR I S IIA,      1176.00,      1150.00,      1150.00,      1150.00,      1150.00,                    34500.00,30, ,1,      1252.00,      1003.66
N,N5,879NHPC28,8.79% SEC RED BOND S2B,      1140.00,      1160.00,      1160.00,      1160.00,      1160.00,                     5800.00,5, ,1,      1299.90,      1090.53
N,N5,880IREDA29,IREDA 8.80NCDTR I SR II B,      1156.00,      1158.50,      1158.50,      1157.00,      1158.00,                   463150.00,400, ,4,      1288.00,      1130.01
