Sr. No,Symbol,Series,Security Name,From,To
1,ANIKINDS,EQ,ANIK INDUSTRIES LIMITED,10,5
2,OCCL,BE,ORIENTAL CARBON & CHEMICALS LIMITED,10,5
3,MTNL,EQ,MAHANAGAR TELEPHONE NIGAM LIMITED,20,10
4,UMANGDAIRY,EQ,UMANG DAIRIES LIMITED,20,10
5,VIPCLOTHNG,BE,VIP CLOTHING LIMITED,20,5
6,INVENT-RE,BE,INVENTURE GROWTH & SECURITIES LIMITED-RE,40,20
7,SOMICONVEY,BE,SOMI CONVEYOR BELTINGS LIMITED,5,2
8,SUMEETINDS,EQ,SUMEET INDUSTRIES LIMITED,5,20
