Symbol,Security,From Series,To Series,Change Date,Remarks
DCI,DC INFOTECH AND COMMUNICATION LIMITED,EQ,BE,19-JUL-2024,"-"
OCCL,ORIENTAL CARBON & CHEMICALS LIMITED,EQ,BE,19-JUL-2024,"-"
SADBHAV,SADBHAV ENGINEERING LIMITED,EQ,BE,19-JUL-2024,"-"
VIPCLOTHNG,VIP CLOTHING LIMITED,EQ,BE,19-JUL-2024,"-"
