Confirmed list of securities to be auctioned in A 2024134 to be held on Jul 19 2024.

Sr No,Symbol,Series,Total Qty
1,ABB,EQ,5
2,ABDL,EQ,109
3,ABFRL,EQ,450
4,ACE,EQ,189
5,ADANIPORTS,EQ,200
6,ADVENZYMES,EQ,1
7,AGIIL,EQ,1
8,AGSTRA,EQ,14089
9,AMBUJACEM,EQ,48
10,AMNPLST,EQ,27
11,ANGELONE,EQ,26
12,APOLLO,EQ,56500
13,ARE&M,EQ,166
14,ARVSMART,EQ,2
15,ASHOKA,EQ,20
16,ASIANPAINT,EQ,1
17,ASMS,EQ,143
18,AUTOIND,EQ,6
19,AXISBANK,EQ,100
20,AXISILVER,EQ,428
21,BAIDFIN,EQ,4
22,BAJAJFINSV,EQ,1
23,BALAJITELE,EQ,50
24,BANSALWIRE,EQ,47
25,BAYERCROP,EQ,12
26,BBNPPGOLD,EQ,4
27,BCLIND,EQ,6
28,BDL,EQ,100
29,BEPL,EQ,3586
30,BHARATFORG,EQ,1
31,BSOFT,EQ,50
32,BVCL,EQ,842
33,CAGL24,N2,2
34,CAMPUS,EQ,10000
35,CANBK,EQ,1
36,CAPTRUST,EQ,2
37,CASTROLIND,EQ,2
38,CENTRALBK,EQ,1995
39,CENTURYTEX,EQ,3
40,CESC,EQ,40
41,CHAMBLFERT,EQ,2
42,CIEINDIA,EQ,568
43,CLEDUCATE,EQ,200
44,COALINDIA,EQ,1
45,COFORGE,EQ,5
46,CYBERTECH,EQ,1
47,DCM,EQ,10
48,DEEPAKFERT,EQ,100
49,DEEPAKNTR,EQ,25
50,DEEPINDS,EQ,1
51,DENORA,EQ,1
52,DIVISLAB,EQ,219
53,E2E,EQ,2
54,EICHERMOT,EQ,5
55,ELECTCAST,EQ,90
56,ELIN,EQ,200
57,EMAMILTD,EQ,4
58,EMUDHRA,EQ,2
59,ESCORTS,EQ,1
60,ESILVER,EQ,6
61,FEDERALBNK,EQ,51
62,FORTIS,EQ,1000
63,GAIL,EQ,25
64,GATEWAY,EQ,79
65,GLS,EQ,225
66,GODREJCP,EQ,25
67,GOLDETFADD,EQ,136
68,GRAPHISAD,SM,2400
69,GRSE,EQ,5
70,GSEC5IETF,EQ,12
71,GUJRAFFIA,EQ,67
72,GVKPIL,EQ,10000
73,GVPTECH,EQ,1436
74,HARIOMPIPE,EQ,175
75,HDFCBSE500,EQ,13960
76,HDFCLIFE,EQ,5
77,HEALTHIETF,EQ,36
78,HGINFRA,EQ,10
79,HILTON,EQ,40
80,HINDOILEXP,EQ,75
81,HINDPETRO,EQ,67
82,HIRECT,EQ,2
83,HITECH,EQ,4020
84,HSCL,EQ,5
85,HUDCO,EQ,311
86,HUHTAMAKI,EQ,1
87,ICICIBANK,EQ,1
88,IDFCFIRSTB,EQ,500
89,IEL,EQ,722
90,IFCI,EQ,50
91,INDHOTEL,EQ,1417
92,INDIACEM,EQ,4881
93,INDIAGLYCO,EQ,10
94,INDORAMA,EQ,188
95,INDSWFTLTD,EQ,13
96,INDUSTOWER,EQ,24073
97,INFY,EQ,100
98,INNOVACAP,EQ,2
99,INTENTECH,EQ,8
100,IOB,EQ,879
101,IOC,EQ,3950
102,IOLCP,EQ,65
103,IRB,EQ,7641
104,IRCON,EQ,500
105,IRFC,EQ,350
106,ITI,EQ,4
107,J&KBANK,EQ,5
108,JASH,EQ,1
109,JAYAGROGN,EQ,26
110,JINDWORLD,EQ,240
111,JKPAPER,EQ,186
112,JTLIND,EQ,1
113,JUSTDIAL,EQ,293832
114,JYOTHYLAB,EQ,10
115,KALYANKJIL,EQ,349
116,KARMAENG,EQ,472
117,KECL,EQ,7742
118,KEI,EQ,16
119,KEYFINSERV,EQ,10
120,KIRLPNU,EQ,1000
121,KPIGREEN,EQ,3172
122,KREBSBIO,EQ,28957
123,LINC,EQ,1
124,LIQUIDIETF,EQ,10
125,LOKESHMACH,EQ,35
126,LOWVOL1,EQ,240
127,LT,EQ,15
128,LTF,EQ,12
129,LTIM,EQ,26
130,LTTS,EQ,6
131,LUPIN,EQ,6
132,M&M,EQ,13
133,M&MFIN,EQ,2950
134,MAHABANK,EQ,89
135,MAHLOG,EQ,1
136,MANORAMA,EQ,11
137,MANORG,EQ,172
138,MARICO,EQ,264
139,MARKSANS,EQ,500
140,MAXIND,EQ,10
141,MCX,EQ,1
142,MIDHANI,EQ,1
143,MINDTECK,EQ,25
144,MIRCELECTR,EQ,50
145,MODISONLTD,EQ,280
146,MONTECARLO,EQ,1
147,MRPL,EQ,20
148,MTNL,EQ,2187924
149,MUTHOOTFIN,EQ,5
150,NAGREEKEXP,EQ,984
151,NCC,EQ,63
152,NEWJAISA,SM,10500
153,NHPC,EQ,2
154,NTPC,EQ,1
155,NYKAA,EQ,2795
156,OCCL,EQ,15570
157,OIL,EQ,50
158,ONGC,EQ,449
159,ONWARDTEC,EQ,1
160,ORCHPHARMA,EQ,1
161,PARADEEP,EQ,100
162,PATANJALI,EQ,1
163,PCBL,EQ,1
164,PENIND,EQ,2
165,PETRONET,EQ,41
166,PFS,EQ,1
167,PGEL,EQ,2009
168,PHOENIXLTD,EQ,21
169,PIDILITIND,EQ,20
170,PIIND,EQ,10
171,PODDARMENT,EQ,4
172,POLYCAB,EQ,5
173,PRESTIGE,EQ,16
174,PSB,EQ,23485
175,PVTBANIETF,EQ,382
176,RALLIS,EQ,6230
177,RAMAPHO,EQ,10
178,RANASUG,EQ,474
179,RATNAVEER,EQ,1
180,RBA,EQ,1
181,RBL,EQ,11
182,RELIABLE,EQ,649
183,RETAIL,EQ,286
184,RITES,EQ,60
185,ROSSELLIND,EQ,50
186,ROTO,EQ,57
187,SAIL,EQ,22772
188,SARDAEN,EQ,1
189,SBC,EQ,1
190,SBIETFIT,EQ,29
191,SBILIFE,EQ,1
192,SBIN,EQ,20
193,SCHAND,EQ,1
194,SCI,EQ,2
195,SDL24BEES,EQ,12
196,SERVOTECH,EQ,216
197,SHAREINDIA,EQ,50
198,SHRIRAMFIN,EQ,39
199,SILVER1,EQ,217
200,SILVERADD,EQ,16
201,SMLT,EQ,196
202,SMSLIFE,EQ,1
203,SOFTTECH,EQ,15
204,SOMANYCERA,EQ,1
205,SONACOMS,EQ,20
206,SPANDANA,EQ,1
207,SSWL,EQ,200
208,SUDARSCHEM,EQ,25
209,SUPREMEIND,EQ,4
210,SURANASOL,EQ,508
211,SUZLON,EQ,2000
212,SVPGLOB,EQ,1353
213,SWANENERGY,EQ,13
214,SWSOLAR,EQ,490
215,SYNGENE,EQ,1910
216,TALBROAUTO,EQ,1
217,TATACONSUM,EQ,2300
218,TATAMTRDVR,EQ,500
219,TATAPOWER,EQ,31
220,TATASTEEL,EQ,763
221,TNIDETF,EQ,888
222,TRENT,EQ,1
223,TTML,EQ,1371229
224,TV18BRDCST,EQ,2000
225,TVSSCS,EQ,4
226,VINDHYATEL,EQ,5
227,VIPCLOTHNG,EQ,3787
228,VLEGOV,EQ,11423
229,VTL,EQ,1000
230,WINDMACHIN,EQ,42
231,YUKEN,EQ,100
232,ZOMATO,EQ,1222
233,ZUARIIND,EQ,63
234,ZYDUSLIFE,EQ,684
