Confirmed list of securities to be auctioned in A 2024147 to be held on Aug 07 2024.

Sr No,Symbol,Series,Total Qty
1,AADHARHFC,EQ,1000
2,AARTIDRUGS,EQ,1
3,AARTIPHARM,EQ,2
4,ABB,EQ,44
5,ABCAPITAL,EQ,100
6,ABDL,EQ,10
7,ABFRL,EQ,50
8,ADANIENT,EQ,2
9,ADANIGREEN,EQ,2
10,ADANIPORTS,EQ,95
11,ADANIPOWER,EQ,165
12,ADVANIHOTR,EQ,295
13,AKUMS,EQ,7088
14,AMBIKCO,EQ,1
15,ANGELONE,EQ,300
16,APOLLOPIPE,EQ,201
17,APOLLOTYRE,EQ,10
18,ARROWGREEN,EQ,20
19,ARVIND,EQ,100
20,ARVINDFASN,EQ,3
21,ASIANPAINT,EQ,8
22,ASIANTILES,EQ,3175
23,ATGL,EQ,11
24,AUTOIND,EQ,40
25,AVANTEL,EQ,6
26,AWL,EQ,2114
27,AXISBANK,EQ,35
28,BAGFILMS,EQ,1995
29,BAJAJCON,EQ,30
30,BAJAJFINSV,EQ,1
31,BAJEL,EQ,100
32,BANKINDIA,EQ,400
33,BAYERCROP,EQ,11
34,BEL,EQ,250
35,BEPL,EQ,300
36,BHANDARI,EQ,2
37,BHEL,EQ,587
38,BIKAJI,EQ,4
39,BLKASHYAP,EQ,900
40,BLS,EQ,539
41,BSOFT,EQ,10
42,CAPACITE,EQ,100
43,CENTENKA,EQ,150
44,CERA,EQ,1
45,CEREBRAINT,EQ,2266
46,CUMMINSIND,EQ,272
47,CYBERMEDIA,EQ,6
48,DEEPAKFERT,EQ,1500
49,DEEPAKNTR,EQ,10
50,DOLATALGO,EQ,34
51,DOLLAR,EQ,10
52,DRREDDY,EQ,1
53,DVL,EQ,136
54,EASEMYTRIP,EQ,10
55,ELECTCAST,EQ,202
56,ENERGYDEV,EQ,1
57,EXCELINDUS,EQ,6
58,EXIDEIND,EQ,9
59,FILATEX,EQ,1818
60,GAIL,EQ,3437
61,GLS,EQ,175
62,GMRP&UI,EQ,3121
63,GOKEX,EQ,50
64,GOKUL,EQ,2
65,GRANULES,EQ,3
66,GRAVITA,EQ,215
67,GRSE,EQ,443
68,GSPL,EQ,5
69,GUFICBIO,EQ,2
70,GUJRAFFIA,EQ,27
71,GULFPETRO,EQ,17
72,HAL,EQ,50
73,HARSHA,EQ,98
74,HCL-INSYS,EQ,4168
75,HDFCMID150,EQ,149
76,HFCL,EQ,50
77,HIL,EQ,2
78,HILTON,EQ,1
79,HINDALCO,EQ,100
80,HINDOILEXP,EQ,300
81,HINDUNILVR,EQ,20
82,HSCL,EQ,3915
83,HUHTAMAKI,EQ,100
84,ICIL,EQ,100
85,IDEA,EQ,4
86,IDFCFIRSTB,EQ,25
87,IDFNIFTYET,EQ,5
88,IEX,EQ,2
89,IKIO,EQ,1
90,INDOCO,EQ,1
91,INDOTHAI,EQ,11
92,INDRAMEDCO,EQ,14833
93,INFY,EQ,13
94,INOXGREEN,EQ,5128
95,INOXWIND,EQ,589
96,IOB,EQ,53
97,IPCALAB,EQ,53
98,IRFC,EQ,600
99,ITC,EQ,50
100,JAYNECOIND,EQ,750
101,JIOFIN,EQ,104
102,JISLDVREQS,EQ,1120
103,JKPAPER,EQ,10
104,JSWENERGY,EQ,1000
105,JSWINFRA,EQ,84
106,JSWSTEEL,EQ,5
107,JUSTDIAL,EQ,24
108,KANANIIND,EQ,1600
109,KAYNES,EQ,25
110,KERNEX,EQ,94
111,KITEX,EQ,8
112,KPRMILL,EQ,1
113,KRITIKA,EQ,980
114,LALPATHLAB,EQ,19
115,LEMONTREE,EQ,55
116,LICHSGFIN,EQ,1
117,LICNETFGSC,EQ,384
118,LIQUIDBEES,EQ,1
119,LIQUIDBETF,EQ,10
120,LIQUIDIETF,EQ,1
121,LOVABLE,EQ,100
122,LT,EQ,31
123,LTF,EQ,1100
124,LUMAXTECH,EQ,1
125,LUXIND,EQ,2
126,MANGCHEFER,EQ,250
127,MARATHON,EQ,3
128,MAZDOCK,EQ,20
129,MEDICAMEQ,EQ,1
130,MMTC,EQ,400
131,MOKSH,EQ,1517
132,MOLDTECH,EQ,4
133,MOTISONS,EQ,193
134,MPHASIS,EQ,29
135,MRF,EQ,1
136,MSPL,EQ,2
137,NAHARSPING,EQ,4
138,NAVINFLUOR,EQ,26
139,NBCC,EQ,100
140,NCC,EQ,326
141,NEOGEN,EQ,1
142,NETWORK18,EQ,100
143,NEWGEN,EQ,1
144,NGILPP,E1,8
