Confirmed list of securities to be auctioned in A 2024090 to be held on May 15 2024.

Sr No,Symbol,Series,Total Qty
1,AARTIDRUGS,EQ,30
2,AARTIIND,EQ,5
3,ABCAPITAL,EQ,100
4,ADANIENT,EQ,5
5,ADANIGREEN,EQ,1
6,AIAENG,EQ,66
7,ALEMBICLTD,EQ,1000
8,ALOKINDS,EQ,670
9,ALPA,EQ,1
10,ANDHRAPAP,EQ,106
11,ASHAPURMIN,EQ,10
12,ASTRAL,EQ,5
13,AURUM,EQ,5
14,AVONMORE,EQ,70
15,AZAD,EQ,2
16,BAJAJ-AUTO,EQ,40
17,BAJAJHIND,EQ,3016
18,BAJEL,EQ,7049
19,BANKBARODA,EQ,1
20,BBETF0432,EQ,4
21,BCONCEPTS,EQ,8
22,BEARDSELL,EQ,100
23,BFINVEST,EQ,1
24,BFUTILITIE,EQ,25
25,BHEL,EQ,1100
26,BIOCON,EQ,201
27,BIRET,RR,499
28,BIRLAMONEY,EQ,787
29,BLSE,EQ,1290
30,BLUESTARCO,EQ,25
31,CAMPUS,EQ,150
32,CAREERP,EQ,24
33,CENTENKA,EQ,5000
34,CENTRALBK,EQ,217
35,CHEMFAB,EQ,21
36,COUNCODOS,EQ,7
37,CREATIVEYE,EQ,12
38,CRISIL,EQ,10
39,CSBBANK,EQ,100
40,CUMMINSIND,EQ,5
41,DCW,EQ,1
42,DOLATALGO,EQ,1500
43,EASEMYTRIP,EQ,100
44,EMAMIREAL,EQ,96
45,ENGINERSIN,EQ,84
46,FCSSOFT,EQ,4450
47,FEDERALBNK,EQ,1
48,GABRIEL,EQ,10
49,GAIL,EQ,960
50,GANESHHOUC,EQ,1595
51,GARFIBRES,EQ,6
52,GENUSPOWER,EQ,3964
53,GLENMARK,EQ,182
54,GLOSTERLTD,EQ,11
55,GMRP&UI,EQ,4699
56,GODREJCP,EQ,309
57,GOLDETFADD,EQ,32
58,GRAVITA,EQ,2
59,GUJGASLTD,EQ,50
60,GVKPIL,EQ,9972
61,HAVELLS,EQ,550
62,HCG,EQ,1
63,HEALTHIETF,EQ,10
64,HFCL,EQ,900
65,HILTON,EQ,242
66,HINDOILEXP,EQ,1
67,HINDUNILVR,EQ,10
68,HNGSNGBEES,EQ,575
69,HPIL,EQ,22
70,HYBRIDFIN,EQ,8
71,ICICIBANK,EQ,700
72,ICICIPRULI,EQ,2
73,IDFC,EQ,51
74,IGL,EQ,10
75,INDHOTEL,EQ,180
76,INDOWIND,EQ,2280
77,INDSWFTLAB,EQ,2
78,INFIBEAM,EQ,63
79,INFRABEES,EQ,55
80,INNOVACAP,EQ,308
81,IRCON,EQ,1000
82,IRIS,EQ,70
83,JINDALSAW,EQ,156
84,JISLDVREQS,EQ,1
85,JSFB,EQ,50
86,JSWSTEEL,EQ,225
87,JUBLFOOD,EQ,37
88,JYOTICNC,EQ,266
89,KABRAEXTRU,EQ,1
90,KAPSTON,EQ,227
91,KILITCH,EQ,29
92,KIRLOSBROS,EQ,1
93,KPIGREEN,EQ,141
94,LAL,EQ,484
95,LAURUSLABS,EQ,250
96,LGBFORGE,EQ,1653
97,LIBERTSHOE,EQ,1344
98,LIQUID,EQ,5000
99,LIQUIDBEES,EQ,3617
100,LUPIN,EQ,46
101,MAHLOG,EQ,5
102,MANINDS,EQ,102
103,MARUTI,EQ,1
104,MAZDOCK,EQ,57
105,MEDANTA,EQ,5
106,METROPOLIS,EQ,81
107,MICEL,EQ,1316
108,MIDHANI,EQ,1
109,MITCON,EQ,3
110,MVGJL,EQ,222
111,NAHARPOLY,EQ,66
112,NATIONALUM,EQ,554
113,NETWEB,EQ,48
114,NETWORK18,EQ,3864
115,ONEPOINT,EQ,109
116,ONGC,EQ,1
117,ONMOBILE,EQ,286
118,PARAS,EQ,20
119,PCBL,EQ,600
120,PENINLAND,EQ,20
121,PFC,EQ,53
122,PNB,EQ,121
123,POLYCAB,EQ,24
124,PUNJABCHEM,EQ,2
125,PVRINOX,EQ,28
126,QUAL30IETF,EQ,6
127,RAILTEL,EQ,150
128,RBL,EQ,5187
129,RCF,EQ,1500
130,RECLTD,EQ,202
131,REFEX,EQ,42
132,RELIANCE,EQ,1
133,RELIGARE,EQ,4
134,RELINFRA,EQ,975
135,RENUKA,EQ,21
136,RESPONIND,EQ,1
137,RPOWER,EQ,96738
138,RUCHINFRA,EQ,1554
